variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	Blanc	QC	isotopes	adduct	pcgroup	name	formula	monoisotopic_mass	chebi_id	hmdb_id	kegg_id	pubchem_id	inchikey	inchi	kegg_pathway_family	kegg_pathways	kegg_subpathways	annot_level	annot_confidence	standard
M76.9701T8.35	M77T8	76.97010241	76.96988518	76.97018269	500.9952544	484.1233004	504.1108729	8	1	3	4		[M-H-HCOOH]- 123.983 [M-H-HCOOH]- 123.983	3															
M76.9701T9.27	M77T9	76.97014398	76.9699319	76.97028136	556.1917798	554.1312332	569.8123894	38	18	1	19			181															
M76.9701T15.48	M77T15	76.97014834	76.96992217	76.97030035	928.6404695	924.6373719	943.3306212	70	42	3	24			17															
M76.9826T15.44	M77T15.1	76.98258614	76.98247029	76.98273202	926.1663379	912.0883633	944.7438295	60	34	1	20			527															
M76.9881T16.75	M77T17.1	76.98811699	76.98792848	76.98826775	1004.818729	987.3572589	1017.685045	56	32	1	16			14															
M76.9881T17.22	M77T17	76.98811791	76.9880075	76.98824702	1033.236495	1022.627122	1044.946392	45	26	1	18			984															
M76.9881T19.83	M77T20	76.98811819	76.98792395	76.98829654	1189.991139	1185.654037	1193.748294	66	39	3	24			36															
M76.9881T18.36	M77T18	76.98812014	76.98791333	76.98828695	1101.694126	1069.904016	1123.582892	79	36	3	22			1186															
M76.9993T19.82	M77T20.1	76.99932958	76.99912991	76.999511	1189.374695	1184.987077	1191.251306	68	42	2	24			36															
M77.0131T2.16	M77T2	77.01308625	77.0128879	77.01325293	129.6691512	128.3949185	131.8312532	68	42	2	24	[2][M+2]-		1220															
M77.0131T3.53	M77T4	77.01310009	77.01290167	77.01326461	211.741907	208.4734139	214.7608982	68	42	2	24	[1][M+2]-		649															
M78.0035T8.74	M78T9	78.00354261	78.00341917	78.00371853	524.1473536	523.1656969	525.173217	66	42	0	24			18															
M78.919T6.03	M79T6	78.91899395	78.91877102	78.91916479	361.7097718	352.9163296	365.4278576	68	42	2	24		[M-H]- 79.9252	6															
M78.9591T1.45	M79T1	78.95910274	78.95891987	78.95927251	86.7830688	85.57020992	92.41064726	68	42	2	24			11															
M78.9591T9.27	M79T9	78.95911703	78.9589964	78.95922926	556.2534078	553.7932322	563.4293956	41	22	0	19			4															
M78.9592T9.93	M79T10	78.95915619	78.95903922	78.95931	595.7421561	593.4527073	596.7183781	50	33	0	17			1173															
M79.0114T8.54	M79T9.1	79.01141234	79.01127679	79.01157662	512.2776053	510.910534	513.6185393	61	41	0	20		[M-H+Cl]2- 124.061 [M-2H]2- 160.037	34															
M79.0209T19.98	M79T20	79.02087743	79.02078129	79.02109705	1198.553221	1197.498006	1199.724593	52	42	1	9			1087															
M79.9575T10.05	M80T10	79.95747032	79.95724372	79.95761965	603.1423901	602.1643408	603.6788847	68	42	2	24			12															
M79.9575T2.66	M80T3	79.95748075	79.95733171	79.95764945	159.6086922	157.9870638	162.5026826	66	42	0	24			1493															
M79.9575T7.78	M80T8	79.95748829	79.95733632	79.95763944	467.0712482	455.42064	483.9666248	72	39	0	24			3															
M79.9813T19.89	M80T20	79.98128499	79.98106807	79.98146176	1193.693442	1189.621015	1198.520606	61	36	2	23			36															
M80.0119T0.21	M80T0	80.01186953	80.01168141	80.01205141	12.80133241	3.159546246	36.20043137	61	38	2	21			1640															
M80.0119T20.88	M80T21	80.01187549	80.01169667	80.01200154	1252.964913	1237.685478	1276.733769	52	33	1	15			1660															
M80.0119T0.92	M80T1	80.0118809	80.01168464	80.01205233	55.37100229	37.6402001	65.30671584	57	33	2	22			1469															
M80.0119T16.46	M80T16	80.01188625	80.01176281	80.01204137	987.5759151	984.8074977	995.4824181	58	40	0	18			14															
M80.0119T22.59	M80T23	80.01190216	80.0116919	80.01205924	1355.381239	1343.887784	1368.232298	35	14	2	18			1597															
M80.9169T6.02	M81T6	80.91692346	80.91670982	80.91709153	361.3589218	353.5186487	365.2839691	68	42	2	24		[M-H]- 81.9231	6															
M80.9653T19.87	M81T20	80.96526119	80.96505949	80.96545172	1192.118034	1183.892738	1197.75421	56	35	3	18		[M-H-C3H2O3]- 167.968	36															
M80.9653T2.56	M81T3	80.96528495	80.9651567	80.96544532	153.4493471	151.702331	155.9765143	58	41	0	17		[M+2Cl]2- 91.9899	16															
M80.9653T10.58	M81T11	80.96529017	80.96516782	80.96541783	634.9381111	629.0421367	636.9471595	41	20	0	21			1278															
M80.9749T7.3	M81T7	80.97493836	80.97481498	80.97511889	438.2536042	428.3413029	442.0624609	60	42	0	18			9															
M81.0146T16.87	M81T17	81.01462257	81.01448306	81.0147641	1012.192132	1009.13004	1014.703076	53	34	0	19			14															
M81.0347T7.93	M81T8	81.03465836	81.03452342	81.0348395	475.5278026	463.3402476	482.0869472	74	41	0	20			3															
M81.0459T2.14	M81T2	81.04588854	81.04576738	81.04605384	128.2796209	125.9437676	130.0801059	56	36	0	20			1221															
M81.9912T16.55	M82T17	81.99115198	81.99092575	81.99131662	993.0417127	985.2960382	998.035626	67	42	1	24			14															
M82.03T8.07	M82T8	82.02995187	82.02982701	82.03011727	483.9747917	477.0809096	498.1492745	65	42	0	22			3															
M82.03T2.65	M82T3	82.02996184	82.02981694	82.0301192	158.9364562	157.1985029	160.8378536	60	42	0	18		[M-2H]2- 166.068	16															
M82.03T4.99	M82T5	82.03000228	82.02987757	82.03017767	299.3667213	296.6660956	301.4732741	59	38	0	21			705															
M82.9543T3.11	M83T3	82.95430625	82.95418411	82.95447838	186.8986076	185.9939743	188.335608	66	42	0	24			813															
M82.972T7.3	M83T7	82.97203021	82.97190041	82.97221701	438.0833336	428.3413029	442.0624609	60	42	0	18			9															
M83.0139T20.1	M83T20	83.01386432	83.01377073	83.01406127	1206.258685	1202.961559	1207.785208	4	0	3	1			36															
M83.0139T7.96	M83T8	83.0139392	83.01374307	83.01412177	477.8607104	463.1053913	482.1493056	78	42	2	24			3															
M83.0252T20	M83T20.1	83.02520682	83.02500642	83.02538883	1200.213942	1198.534657	1201.351087	68	41	3	24			36															
M83.0252T16.19	M83T16	83.02521275	83.02499753	83.02538086	971.5823384	944.0787108	1013.972965	89	42	3	24			573															
M83.0365T3.22	M83T3.1	83.0364852	83.0362389	83.03664975	193.1899593	192.1499924	196.2301224	50	24	2	24			1249															
M83.495T7.73	M83T8.1	83.49503359	83.49490328	83.49521393	463.7891935	456.8286254	480.3706815	67	42	0	24		[M-2H]2- 169.009	3															
M84.0092T1.62	M84T2	84.0091757	84.00896735	84.00935148	97.47377434	90.80237164	100.4149687	69	42	3	24			5															
M84.0092T24.34	M84T24	84.00917614	84.00897047	84.00928615	1460.389873	1444.825115	1468.234734	17	10	3	3			1419															
M84.0092T9.26	M84T9	84.00918132	84.00899069	84.00934814	555.4810877	541.6685338	556.947801	64	39	2	23			4															
M84.0092T8.11	M84T8	84.00919418	84.00894444	84.00937943	486.8827578	473.9310635	505.2168002	73	40	2	23			3															
M84.0092T7.59	M84T8.1	84.00919509	84.00907777	84.00937285	455.4647295	448.1782506	467.9525135	50	35	0	15			3															
M84.0092T10.11	M84T10	84.00920117	84.00898947	84.00936363	606.3112597	602.6650218	625.9237664	68	41	2	23			10															
M84.0092T20.29	M84T20	84.00920458	84.00899658	84.00938143	1217.152108	1214.342507	1228.844755	45	26	3	16			36															
M84.0092T15.02	M84T15	84.00922244	84.00898551	84.00938402	901.4769714	888.8291411	913.2686919	27	14	3	10		[M-H]- 85.0137	17															
M84.0204T16.21	M84T16	84.02041542	84.02020792	84.02060265	972.5494766	959.3020743	985.0023243	66	39	3	23			464															
M84.0204T19.98	M84T20.1	84.02041889	84.02022666	84.02061286	1198.743108	1196.360912	1199.790533	68	42	3	23		[M-H]- 85.0288	36															
M84.0218T10.17	M84T10.1	84.02177191	84.02166117	84.02195429	610.390216	609.8215781	612.0262378	62	42	0	20			10															
M84.0279T16.79	M84T17	84.02794821	84.02781288	84.0281111	1007.134316	1005.804451	1009.924491	58	37	0	21		[M-H]- 85.0364	14															
M84.9514T3.11	M85T3	84.95138086	84.95127258	84.95155428	186.6368317	185.5537291	188.335608	52	28	0	24			812															
M84.9908T19.12	M85T19	84.99082395	84.99059869	84.99103396	1147.203296	1130.660965	1157.593721	59	36	3	20			1321															
M84.9908T16.53	M85T17	84.99082697	84.9906071	84.99099444	991.9805915	985.2960382	1006.666536	70	42	3	24	[3][M]-		14															
M84.9908T20.13	M85T20	84.99083018	84.9906142	84.99102374	1207.845452	1204.835872	1214.675935	67	41	2	24			36															
M85.0045T19.92	M85T20.1	85.00446436	85.00425514	85.00466148	1195.252827	1190.315094	1196.781255	69	42	3	24			1088															
M85.0119T16.85	M85T17.1	85.01192688	85.00424781	85.01211186	1010.832981	1001.394613	1012.952079	46	27	3	16			14															
M85.0122T4.26	M85T4	85.01216628	85.00367062	85.01352949	255.6845223	243.4581362	265.1133563	50	32	0	15		[M-H-H20]- 104.026	1															
M85.0296T4.23	M85T4.1	85.02958428	85.02374859	85.03261544	253.7560216	232.2042804	261.866788	49	32	2	14		[M-2H]2- 172.067	1															
M85.0296T24.53	M85T25	85.02959627	85.02938775	85.02980644	1471.824797	1438.202872	1494.617675	58	38	2	16			1397															
M85.0296T7.95	M85T8	85.02960137	85.02937198	85.02979456	477.2072685	462.1535589	480.969716	75	42	2	24		[M-H-HCOOH]- 132.045	3															
M85.0296T19.86	M85T20.2	85.02961786	85.02940389	85.0298097	1191.403173	1189.336456	1196.238636	50	26	3	21	[5][M]-		36															
M85.0296T20.3	M85T20.3	85.02962003	85.02950021	85.02980161	1217.89649	1204.019492	1241.03355	44	32	0	11			36															
M85.0296T16.23	M85T16	85.02962256	85.02940015	85.02980918	974.025059	936.8853471	990.3633522	86	40	2	21			465															
M85.0296T10.19	M85T10	85.02962426	85.02940486	85.02979379	611.1931182	603.6850409	620.7419409	68	42	2	24	[4][M]-	[M-H]- 86.0345	10															
M85.4189T4.22	M85T4.2	85.41891424	85.41384852	85.42311502	253.1874637	243.0853518	263.2356377	40	21	0	17			1															
M85.4943T4.23	M85T4.3	85.49433224	85.48869637	85.4978195	253.9827805	242.0857181	262.7618717	51	29	0	17			1															
M85.524T4.24	M86T4	85.5239839	85.51866886	85.52851213	254.1611738	244.7428707	263.5716327	49	29	0	18		[M+Cl]- 50.5497	1															
M85.5423T4.22	M86T4.1	85.54225411	85.53856746	85.5484869	253.1797244	242.9959993	263.7277193	49	28	0	19			1															
M85.563T4.22	M86T4.2	85.56298288	85.55856262	85.56816811	253.2493216	242.7741911	262.7940868	47	30	0	15			1															
M85.5882T4.22	M86T4.3	85.5881999	85.58376672	85.59344208	253.1394961	243.0578836	261.7826444	44	25	0	18		[M+Cl]- 50.6256	1															
M85.5982T4.23	M86T4.4	85.59817522	85.5938637	85.60349344	253.6317814	239.2614213	263.140436	46	31	0	10		[M+Cl]- 50.6256	1															
M85.6086T4.22	M86T4.5	85.60858775	85.60388744	85.61350826	252.9824819	244.1789893	260.1197438	47	30	0	17			1															
M85.6287T4.23	M86T4.6	85.62866063	85.62356027	85.63352434	253.8234369	241.9146091	265.6953303	52	30	0	19		[M-H]- 86.6438	1															
M85.6444T4.22	M86T4.7	85.64444551	85.63930377	85.64850894	253.1394961	241.6210474	263.5934957	52	31	0	18		[M-H]- 86.6438	1															
M85.6619T4.23	M86T4.8	85.6619402	85.65867343	85.66840275	253.7151519	244.53866	258.6651768	46	29	0	17		[M+Cl]- 50.6976	1															
M85.6747T4.23	M86T4.9	85.67470448	85.66914736	85.67853223	253.8192193	244.1878656	263.3482381	52	34	0	14		[M+Cl]- 50.6976	1															
M85.688T4.23	M86T4.10	85.68796516	85.68367033	85.69332192	253.5903575	244.5012545	263.9678	49	32	0	14			1															
M85.7138T4.22	M86T4.11	85.71377803	85.70894978	85.71841816	253.2288999	242.5874286	261.3274918	46	29	0	17			1															
M85.733T4.23	M86T4.12	85.73296082	85.7286182	85.73844015	253.6599037	243.9324064	262.7940868	48	27	0	19			1															
M85.7449T4.21	M86T4.13	85.74485367	85.73870363	85.74828023	252.7322704	243.0155719	259.8113064	49	30	0	19		[M-H]- 86.7536	1															
M85.774T4.21	M86T4.14	85.77401877	85.76886571	85.77845491	252.7911291	242.0722007	262.234825	57	35	0	17			1															
M85.7897T4.23	M86T4.15	85.78965992	85.78408354	85.79343478	253.6293244	241.5812396	262.7940868	54	33	0	19			87															
M85.8041T4.23	M86T4.16	85.80411249	85.79855191	85.80853807	253.8470301	243.0578836	261.7547993	49	32	0	14		[M-H]- 86.8188	1															
M85.8188T4.21	M86T4.17	85.81884451	85.81368825	85.82347692	252.6111399	243.6001464	262.6853278	51	27	0	20		[M-H]- 86.8188	1															
M85.8384T4.22	M86T4.18	85.83837832	85.83359797	85.84342928	253.2207343	242.802925	266.1575041	48	30	0	16		[M-H]- 86.8527	1															
M85.8525T4.22	M86T4.19	85.85249177	85.8487469	85.85849977	253.0288453	237.1053676	263.6961137	50	30	0	16		[M-H]- 86.8527	1															
M85.8888T4.23	M86T4.20	85.88883119	85.88456225	85.89312948	253.5187746	244.1878656	259.0849262	43	25	0	17		[M+Cl]- 50.9262	1															
M85.9034T4.21	M86T4.21	85.90338115	85.8990134	85.90834055	252.7322704	244.1878656	259.7257981	47	29	0	18		[M+Cl]- 50.9262	1															
M85.9145T4.22	M86T4.22	85.91453145	85.90858781	85.91852845	252.9428126	240.5923471	263.3482381	47	30	0	14		[M+Cl]- 50.9503	1															
M85.925T4.21	M86T4.23	85.92504814	85.91885646	85.92849561	252.7322704	243.5866869	261.0401122	43	25	0	18		[M+Cl]- 50.9503	1															
M85.9392T4.21	M86T4.24	85.93921956	85.93360016	85.94352308	252.7845041	242.802925	261.5165896	50	31	0	17		[M+Cl]- 50.9771	1															
M85.9538T4.21	M86T4.25	85.95382243	85.94864594	85.95832348	252.8210639	244.341042	260.5210105	53	34	0	18		[M+Cl]- 50.9771	1															
M85.972T4.22	M86T4.26	85.97203611	85.96856195	85.97781455	253.2074859	243.3673351	260.2492538	55	33	0	21			1															
M85.9854T4.23	M86T4.27	85.98537874	85.97870861	85.98847232	253.6183026	243.9324064	260.4191	56	35	0	19		[M-H-NH3]- 104.026	1															
M85.9861T16.56	M86T17	85.98610505	85.98584692	85.98626685	993.7406445	986.8689758	1005.434265	68	42	1	24	[3][M+1]-		14															
M85.9996T11.8	M86T12	85.99961592	85.9995269	85.99976248	707.907144	704.2161186	712.1122544	4	0	3	1			850															
M85.9997T12.7	M86T13	85.99971055	85.99951491	85.99977997	762.0746743	750.1934806	774.4448402	7	1	3	2			953															
M85.9997T21.93	M86T22	85.99971727	85.99952435	85.99989648	1315.736781	1303.395072	1334.403112	53	32	2	12			1568															
M85.9997T24.4	M86T24	85.99971777	85.99949577	85.99992141	1463.821729	1444.934806	1479.50685	55	31	3	19			1370															
M85.9997T20.25	M86T20	85.999731	85.99953047	85.9999264	1214.905877	1212.313546	1222.980282	54	39	3	12			36															
M85.9997T17.89	M86T18	85.9997387	85.99950525	85.99993492	1073.486782	1046.595087	1094.380844	76	40	2	16			71															
M85.9997T21.09	M86T21	85.99974482	85.99951514	85.99991662	1265.667106	1237.512227	1280.107701	55	28	3	17			1538															
M85.9997T9.65	M86T10.1	85.99974626	85.9995236	85.99992148	578.7959699	558.0336517	586.810706	29	19	3	6			782															
M85.9997T8.52	M86T9	85.99974754	85.99951954	85.99993418	511.0829305	505.056071	515.0599094	68	42	2	24			1060															
M85.9997T2.71	M86T3	85.9997481	85.99959548	85.99993162	162.8556638	146.7795722	169.3824336	51	31	2	18			1502															
M85.9998T14.45	M86T14	85.99975089	85.99952528	85.99991922	866.8524428	857.3766422	876.239893	16	8	3	4			574															
M85.9998T4.25	M86T4.28	85.99981711	85.99942462	86.00829349	254.8695403	240.583902	274.3601839	72	38	1	20		[M-H-NH3]- 104.026	1															
M86.0011T10.19	M86T10	86.00106186	85.99951993	86.00122865	611.1307416	603.3399746	621.5785332	44	24	2	18			10															
M86.0131T4.21	M86T4.29	86.01314733	86.01051491	86.01782776	252.417818	242.802925	260.945318	64	34	0	23		[M-H]- 87.0267	1															
M86.0249T8.96	M86T9.1	86.02489468	86.02467047	86.02509471	537.504859	531.5355269	553.7685715	61	35	2	21			485															
M86.0249T3.16	M86T3.1	86.02491605	86.02480063	86.02510054	189.4599749	185.9939743	194.9958668	66	42	0	24		[M-2H+Na]- 65.04	1230															
M86.025T8.17	M86T8	86.02495312	86.02482164	86.03300572	490.2961664	474.1429572	510.4062954	53	30	2	19			3															
M86.0258T4.23	M86T4.30	86.02579538	86.02362549	86.03323623	253.7178307	245.4865314	262.2087139	55	34	0	19		[M-H]- 87.0267	1															
M86.029T19.96	M86T20.1	86.02897772	86.0246667	86.03315871	1197.830586	1191.252309	1202.489915	16	1	3	12	[5][M+1]-		1101															
M86.0329T10.19	M86T10.2	86.03294692	86.02468011	86.03319033	611.5009284	592.3701273	625.6692351	55	38	1	15	[4][M+1]-		10															
M86.0375T7.46	M86T7	86.0375413	86.03741467	86.03774081	447.7537072	438.0557796	450.3405825	49	25	1	23			339															
M86.0443T4.22	M86T4.31	86.04431634	86.03910889	86.04824543	253.1797244	242.9154944	261.2716391	51	31	0	18			1															
M86.0598T4.23	M86T4.32	86.05975606	86.05369688	86.06314344	253.8089787	242.9907328	261.3274918	49	32	0	17		[M-H+Cl]2- 138.165	1															
M86.0892T4.21	M86T4.33	86.08919902	86.08357103	86.09340642	252.7486501	242.0857181	262.9650945	47	27	0	18			1															
M86.1092T4.21	M86T4.34	86.10924961	86.10363629	86.11321475	252.4897939	243.0853518	260.4898015	49	29	0	18		[M-H]- 87.1236	1															
M86.1234T4.21	M86T4.35	86.12338277	86.1188605	86.12806841	252.7326262	243.3673351	263.5934957	48	30	0	16		[M-H]- 87.1236	1															
M86.1388T4.21	M86T4.36	86.13883597	86.13375154	86.14348958	252.7486501	242.9154944	261.3034572	53	33	0	16			1															
M86.1686T4.23	M86T4.37	86.16855218	86.1635566	86.17348366	253.7178307	243.3673351	261.2716391	51	28	0	18		[M-H]- 87.181	1															
M86.1789T4.21	M86T4.38	86.17892757	86.17354683	86.18346821	252.8436779	241.1868543	259.2725429	45	31	0	13		[M-H]- 87.181	1															
M86.1922T4.23	M86T4.39	86.19216683	86.18874481	86.19794342	253.5128675	244.092482	258.9855648	48	31	0	17		[M+Cl]- 51.2235	1															
M86.2034T4.23	M86T4.40	86.20335635	86.19883291	86.20841232	253.537636	244.5012545	264.1844547	49	31	0	16		[M-H]- 87.2158	1															
M86.2138T4.22	M86T4.41	86.21376861	86.20919744	86.21827788	253.1928285	243.0578836	260.5210105	46	29	0	17		[M-H]- 87.2158	1															
M86.2325T4.22	M86T4.42	86.23245802	86.22855417	86.23854216	252.9466178	243.6001464	257.7260519	48	30	0	18			1															
M86.2477T4.21	M86T4.43	86.2476538	86.24357406	86.25272962	252.3297491	240.7048704	264.1850984	46	30	0	13		[M+Cl]- 51.2833	1															
M86.2585T4.21	M86T4.44	86.25850419	86.25392208	86.26346132	252.8462775	244.7427645	259.1269567	44	30	0	14		[M+Cl]- 51.2833	1															
M86.2738T4.21	M86T4.45	86.27381439	86.26873746	86.27832206	252.3319405	239.5225484	259.0560637	51	31	0	18			1															
M86.2887T4.22	M86T4.46	86.28871181	86.28377486	86.29339831	252.9845326	242.2329308	261.4065545	48	30	0	16			88															
M86.2993T4.21	M86T4.47	86.29928169	86.29392524	86.30353319	252.683794	241.5884703	260.8466256	48	30	0	16		[M-H]- 87.3114	1															
M86.309T4.22	M86T4.48	86.30904154	86.30356884	86.31322945	253.2841771	242.9702749	262.2756769	48	28	0	17		[M-H]- 87.3114	1															
M86.3228T4.21	M86T4.49	86.32277304	86.31890236	86.32854089	252.4810819	244.7427645	259.5876936	48	31	0	17			1															
M86.3385T4.21	M86T4.50	86.33847904	86.33362217	86.34328187	252.8462958	242.7941015	261.4074966	51	27	0	20		[M-H]- 87.3528	1															
M86.3526T4.21	M86T4.51	86.3526149	86.34884799	86.35819942	252.6028387	242.1441053	261.2354709	46	31	0	13		[M-H]- 87.3528	1															
M86.3689T4.22	M86T4.52	86.36888206	86.36355979	86.37338506	253.1970276	241.4116126	261.9587729	45	32	0	13			1															
M86.3797T4.2	M86T4.53	86.37966952	86.37394664	86.3835361	251.8369674	243.5762395	260.5100645	39	20	0	19		[M-H]- 87.3913	1															
M86.388T4.23	M86T4.54	86.38804707	86.38364185	86.39350045	253.9827805	243.0853518	263.2690676	39	30	0	9		[M-H]- 87.3913	1															
M86.3986T4.21	M86T4.55	86.39856885	86.39372053	86.40333396	252.3000518	241.9354332	261.8848086	48	30	0	17			1															
M86.4184T4.21	M86T4.56	86.41841766	86.41368513	86.42333264	252.3809842	241.8876849	259.709121	53	32	0	19			1															
M86.4383T4.21	M86T4.57	86.43831132	86.43385078	86.44325365	252.8394488	243.0703334	260.8480604	53	33	0	18		[M+Cl]- 51.4676	1															
M86.4628T4.22	M86T4.58	86.46279244	86.45855582	86.4683243	253.2321014	243.3673351	258.81035	48	28	0	20			1															
M86.483T4.23	M86T4.59	86.48301556	86.47862117	86.48847095	253.5873933	241.4116126	260.0344701	48	31	0	15		[M+Cl]- 51.5218	1															
M86.4979T4.21	M86T4.60	86.4979401	86.49359002	86.50339376	252.4897939	244.5012545	259.9672451	50	31	0	19		[M+Cl]- 51.5218	1															
M86.5135T4.21	M87T4	86.51348276	86.50868532	86.51803844	252.8449323	242.802925	260.9686823	50	32	0	18			1															
M86.5169T8.65	M87T9	86.5168652	86.51674311	86.51706159	518.7604236	516.6680875	521.9150668	53	35	0	18			1143															
M86.5291T4.21	M87T4.1	86.52911131	86.52361362	86.53346923	252.4897939	237.5980053	259.0703573	51	30	0	19		[M+Cl]- 51.5679	1															
M86.5434T4.2	M87T4.2	86.54344962	86.53856089	86.54851477	252.2762083	242.4870081	265.8490513	49	30	0	16		[M+Cl]- 51.5679	1															
M86.5636T4.22	M87T4.3	86.56364639	86.55863319	86.5683556	253.214523	239.6747641	260.4854449	50	28	0	20		[M-H]- 87.5779	1															
M86.5777T4.22	M87T4.4	86.57768384	86.57365592	86.5832115	253.1742976	244.5012545	264.6434515	50	31	0	18		[M-H]- 87.5779	1															
M86.5942T4.21	M87T4.5	86.59422667	86.58891869	86.5984383	252.726296	244.7428707	261.9587729	50	29	0	20		[M+Cl]- 51.6232	1															
M86.6139T4.2	M87T4.6	86.61386662	86.60867973	86.6175417	252.2015403	236.9126037	259.9672451	53	33	0	16		[M-H-C6H10O4]- 233.68	1															
M86.6307T4.21	M87T4.7	86.63066244	86.62358591	86.63337725	252.5817665	244.5012545	258.7448807	46	29	0	17		[M-H]- 87.6449	1															
M86.6446T4.21	M87T4.8	86.64456665	86.63898999	86.64844804	252.8078188	241.8761384	261.8678585	52	30	0	21		[M-H]- 87.6449	1															
M86.6699T4.21	M87T4.9	86.66993972	86.66390292	86.67345132	252.5949978	239.7018456	259.5182715	52	27	0	22			1															
M86.6846T4.21	M87T4.10	86.68457888	86.67911935	86.68850993	252.5181165	238.9621587	257.7260519	51	30	0	21		[M-H]- 87.6989	1															
M86.6987T4.21	M87T4.11	86.69867116	86.69359872	86.70280536	252.3814731	243.0155719	260.945318	52	32	0	18		[M-H]- 87.6989	1															
M86.713T4.22	M87T4.12	86.7129813	86.70861054	86.71846537	253.0288453	243.6001464	261.1796788	50	34	0	16			1															
M86.7481T4.21	M87T4.13	86.74812556	86.74362966	86.75275826	252.5782073	242.0857181	261.866788	51	33	0	16		[M-H]- 87.7612	1															
M86.7598T4.21	M87T4.14	86.75975299	86.75358792	86.76350099	252.4897939	240.892301	261.700809	49	28	0	20		[M-H]- 87.7612	1															
M86.7834T4.21	M87T4.15	86.78340801	86.77863886	86.78791759	252.4971394	240.2694413	261.5165896	52	31	0	18		[M-H]- 87.7961	1															
M86.7942T4.22	M87T4.16	86.79417405	86.78881487	86.7984257	253.1239999	243.8221527	260.5843936	42	30	0	12		[M-H]- 87.7961	1															
M86.8052T4.21	M87T4.17	86.80524024	86.79865736	86.80809531	252.7815878	243.0155719	263.1402507	52	29	0	20			1															
M86.823T4.22	M87T4.18	86.82304552	86.81874567	86.82840355	253.4736827	241.6210474	265.1136803	42	21	0	19		[M+Cl]- 51.8579	1															
M86.8333T4.21	M87T4.19	86.83330215	86.82857961	86.8383244	252.518469	243.4944493	262.9650945	44	33	0	11		[M+Cl]- 51.8579	1															
M86.8441T4.22	M87T4.20	86.84406634	86.83863505	86.84821685	253.0871576	243.9324064	259.9165383	46	27	0	17		[M-H]- 87.859	1															
M86.8593T4.22	M87T4.21	86.85934968	86.85424543	86.863511	253.1797244	242.802925	260.8733181	47	31	0	15		[M-H]- 87.859	1															
M86.8753T4.21	M87T4.22	86.87525323	86.86861662	86.87851727	252.7225681	242.4481997	258.7448807	51	31	0	18		[M-H]- 87.8895	1															
M86.8892T4.21	M87T4.23	86.88917128	86.88390979	86.89349318	252.4613698	237.3348399	261.0500512	48	27	0	19		[M-H]- 87.8895	1															
M86.8994T4.21	M87T4.24	86.89941382	86.89394207	86.90330305	252.4897939	244.7427645	260.948583	44	27	0	17		[M+Cl]- 51.9327	1															
