variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	limma2ways_WT.LAT_diff	limma2ways_WT.LAT_BH	limma2ways_WT.LAT_signif	limma2ways_M.F_diff_LAT	limma2ways_M.F_BH_LAT	limma2ways_M.F_signif_LAT	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M100.0018T16.55	hilic					0.177490978383943	0.053177460575633	0	-0.020454619510172	0.967568065334453	0	0.0721709479152643	0.71706493986946	0	0.0453529131631107	0.782970797968481	0	1.49987963888579	0.602302663605935	E	E	E	E	E	E											M100T17	100.00183623858	993.111818415443		[M-H-CO2]- 144.996	14	4	@M81.9912T16.55|+(H2O)|@M143.0077T16.55|-(NHCO)
M123.0178T16.51	hilic					0.257185979831641	0.0796068043747882	0	0.010155758840515	0.918567953834958	0	0.106062909866262	0.724706649140792	0	0.0234933538993776	0.938796750557866	0	1.27098460544771	0.60879705716408	E	E	E	E	E	E											M123T17.1	123.017787788321	990.620004760413			14	4	@M81.9912T16.55|+(CH3CN)|+(C2H3N)
M139.9944T16.56	hilic					0.170748953412517	0.0909458386803927	0	-0.0322831936202945	0.915569008419122	0	0.0624772540947731	0.769092858597558	0	0.0208089605003856	0.913340733344	0	1.28809706479408	0.440541108838674	E	E	E	E	E	E											M140T17.1	139.994426620178	993.582143644315		[M+Cl+NH3]- 87.9938 [M+Cl+NH3]- 87.9938	14	4	@M143.0077T16.55|-13C3|@M161.9764T16.56|-Na|@M183.0002T16.55|-(NHCO)|@M183.9842T16.55|-(CO2)
M161.9764T16.56	hilic					0.223159021950671	0.085812054918747	0	-0.0176356040770358	0.995150866168199	0	0.0969048389150373	0.716224602591018	0	0.0217476753427199	0.935084390439585	0	1.22886883680342	0.57995906444228	E	E	E	E	E	E											M162T17.2	161.976395567448	993.884055541235			14	4	@M139.9944T16.56|+Na|@M165.9736T16.55|-44Ca|@M204.9823T16.56|-(NHCO)|@M205.9662T16.56|-(CO2)|@M331.971T16.56|-(C3H7O6P)
M165.9736T16.55	hilic					0.160147701681289	0.128303727172245	0	-0.0193757543108859	0.972846197521069	0	0.0547633486182981	0.80677133582166	0	0.0403370833982173	0.831571909368668	0	1.15755839254851	0.41625938744192	E	E	E	E	E	E											M166T17	165.973602170826	992.979658617324		[M-2H+Na]- 144.996	14	4	@M161.9764T16.56|+44Ca|@M183.0002T16.55|-(NH3)|-NH3|@M183.9842T16.55|-(H2O)
M183.0002T16.55	hilic					0.155643313339276	0.0901347959511038	0	-0.0167710923994271	0.978417919140194	0	0.0638301368811796	0.746121942217832	0	0.0607686694966887	0.693818651036167	0	1.32412739546964	0.514731948997923	E	E	E	E	E	E											M183T17.2	183.000174443637	992.908090697177			14	4	@M139.9944T16.56|+(NHCO)|@M165.9736T16.55|+(NH3)|+NH3|@M204.9823T16.56|-Na
M183.9842T16.55	hilic					0.157541776903294	0.0561999229154872	0	-0.000846622141580156	0.954394155524116	0	0.0828735789038255	0.684350521547461	0	0.0796170571763568	0.546784541476596	0	1.52702931561025	0.801686851823525	E	E	E	E	E	E											M184T17.1	183.98422526673	992.813901742493			14	4	@M139.9944T16.56|+(CO2)|@M165.9736T16.55|+(H2O)|@M205.9662T16.56|-Na|@M227.9743T16.56|-(CO2)
M204.9823T16.56	hilic					0.230481252476959	0.0502549277632378	0	-0.00460120793377428	0.962386596833871	0	0.102563731591019	0.707457946711013	0	0.0413149590567059	0.862098297549297	0	1.41326001127143	0.598160436599248	E	E	E	E	E	E											M205T17.1	204.982328315229	993.884055541235		[M-H]- 205.991 [M-H]- 205.991	14	4	@M161.9764T16.56|+(NHCO)|@M183.0002T16.55|+Na|@M247.9883T16.56|-(NHCO)|@M248.9723T16.56|-(CO2)|@M265.999T16.56|-(NH3)-(CO2)
M205.9662T16.56	hilic					0.191038581522882	0.0553841742910223	0	-0.00765259110729843	0.978417919140194	0	0.0795221553258258	0.721067091833578	0	0.0595106991551546	0.738686332964972	0	1.4257924703235	0.58262108643244	E	E	E	E	E	E											M206T17.1	205.966232262883	993.609555738802			14	4	@M161.9764T16.56|+(CO2)|@M183.9842T16.55|+Na|@M247.9883T16.56|-(CH2N2)|@M248.9723T16.56|-(NHCO)|@M249.9563T16.56|-(CO2)|@M265.999T16.56|-(NH3)-(CONH)|@M273.9541T16.56|-(HCOONa)
M227.9743T16.56	hilic					0.13934481170207	0.0986444590461126	0	0.0232216923517115	0.806271202217229	0	0.105508191099126	0.647367831852558	0	0.126210970862509	0.328676746210967	0	1.26194165514551	0.869224501467868	E	E	E	E	E	E											M228T17.1	227.974312910646	993.819910667847			14	4	@M183.9842T16.55|+(CO2)|@M249.9563T16.56|-Na
M247.9883T16.56	hilic					0.239773453718264	0.0561153467756548	0	-0.000462985615886424	0.953349283545505	0	0.11343092023208	0.69750945131323	0	0.0786635418505739	0.720079771933861	0	1.32578862833796	0.676539620172831	E	E	E	E	E	E											M248T17	247.988275450109	993.738850924037			14	4	@M204.9823T16.56|+(NHCO)|@M205.9662T16.56|+(CH2N2)|@M265.999T16.56|-(H2O)
M248.9723T16.56	hilic					0.208865731664293	0.0420175971503064	1	-0.00255581961635087	0.956809586096561	0	0.0973631814327831	0.70497081829446	0	0.0785513088274499	0.678330174350213	0	1.47149846707254	0.692874595350455	E	E	E	E	E	E											M249T17	248.972263653795	993.652097929855			14	4	@M204.9823T16.56|+(CO2)|@M205.9662T16.56|+(NHCO)|@M265.999T16.56|-(NH3)|-NH3
M249.9563T16.56	hilic					0.16988692531174	0.0647223798751837	0	0.0261638315216146	0.786524398508844	0	0.106894131117329	0.681842137073868	0	0.117229815662959	0.463756852901263	0	1.35898856724219	0.766624519543406	E	E	E	E	E	E											M250T17	249.956305592175	993.625888774107		[M+Cl+HCOOH]- 168.976	14	4	@M205.9662T16.56|+(CO2)|@M227.9743T16.56|+Na|@M271.9384T16.56|-Na
M265.999T16.56	hilic					0.224511159369772	0.0215759357876644	1	-0.00554185208418545	0.959277076100335	0	0.11169169515772	0.67114707345033	0	0.0832659466582513	0.645101860402443	0	1.64280322456706	0.774812852309524	E	E	E	E	E	E											M266T17	265.998960223003	993.837828401286			14	4	@M204.9823T16.56|+(NH3)+(CO2)|@M205.9662T16.56|+(NH3)+(CONH)|@M247.9883T16.56|+(H2O)|@M248.9723T16.56|+(NH3)|+NH3
M271.9384T16.56	hilic					0.229059453824739	0.0360022449525907	1	-0.00582356183705812	0.962808334047018	0	0.0908704916529146	0.724876633272811	0	0.0821280822251325	0.688353693922576	0	1.47662354893854	0.574102101074273	E	E	E	E	E	E											M272T17	271.938397533325	993.845117697651		[M+Cl+NaCOOH]- 168.976	14	4	@M249.9563T16.56|+Na|@M272.9407T16.57|-13C|@M273.9541T16.56|-(H2)|@M288.965T16.56|-(NH3)|-NH3|@M331.971T16.56|-(NH3)-(CONH)|@M332.955T16.56|-(NH3)-(CO2)|@M339.9259T16.56|-(HCOONa)
M272.9407T16.57	hilic					0.35085835456437	0.0268843933163516	1	-0.0208725981203415	0.990015111421016	0	0.186524396969855	0.676142916396583	0	0.0760907431225242	0.829736588221135	0	1.45629348277881	0.808346559213054	E	E	E	E	E	E											M273T17.2	272.9406609932	993.96257640954			14	4	@M271.9384T16.56|+13C
M273.9541T16.56	hilic					0.216665478840603	0.0373708793462192	1	0.00627905823657926	0.911735903007272	0	0.104639708047348	0.69517080102511	0	0.113985474680874	0.51648169631116	0	1.5044881311514	0.702097085597459	E	E	E	E	E	E											M274T17.1	273.954076270758	993.596098715205			14	4	@M205.9662T16.56|+(HCOONa)|@M271.9384T16.56|+(H2)
M288.965T16.56	hilic					0.282895713284439	0.0236713425107955	1	-0.0210787976493911	0.99707755166629	0	0.108830760939245	0.71054718355111	0	0.0797444150158739	0.732300977806992	0	1.5447245022144	0.626828378461525	E	E	E	E	E	E											M289T17.2	288.964974713946	993.717545998828		[2M-H]- 144.996	14	4	@M271.9384T16.56|+(NH3)|+NH3|@M331.971T16.56|-(NHCO)|@M332.955T16.56|-(CO2)|@M356.9522T16.56|-(HCOONa)
M311.9311T16.56	hilic					0.281115975321001	0.0292761599625766	1	-0.0297640179679881	0.9721849286443	0	0.107306328160902	0.714942478008351	0	0.0686915004030411	0.776703298806691	0	1.49399173580841	0.60355768271879	E	E	E	E	E	E											M312T17	311.931071207343	993.740366600783		[2M-3H]3- 469.402	14	4	@M339.9259T16.56|-(CO)|@M353.9528T16.55|-(CH2N2)|@M354.9369T16.56|-(NHCO)|@M355.921T16.56|-(CO2)|@M356.9522T16.56|-(NH3CO)|@M371.9634T16.56|-(NH3)-(CONH)|@M379.9186T16.56|-(HCOONa)
M324.9207T16.56	hilic					0.569350821079645	0.00653485587917175	1	-0.0207138560451341	0.961544378812996	0	0.217617829359476	0.69750945131323	0	0.152651893389367	0.717751591385907	0	1.73543429015772	0.697129322911604	E	E	E	E	E	E											M325T17	324.920734087977	993.639446290625		[2M-2H+K]- 143.988	14	4	@M500.8942T16.56|-2(HCOOH)-(HCOOK)|@M520.9338T16.56|-(C5H9O6P)
M331.971T16.56	hilic					0.295177187606615	0.0217533445390188	1	-0.0405291314936349	0.942996667003156	0	0.129523870784116	0.6898978894831	0	0.0793712392812047	0.742619036117075	0	1.56953942062806	0.738921964004379	E	E	E	E	E	E											M332T17	331.970974043927	993.734449138872			14	4	@M161.9764T16.56|+(C3H7O6P)|@M271.9384T16.56|+(NH3)+(CONH)|@M288.965T16.56|+(NHCO)|@M353.9528T16.55|-Na|@M419.8939T16.56|-4Na
M332.955T16.56	hilic					0.245595313150297	0.0317904705492303	1	0.000836425113078576	0.940196428804246	0	0.146452457615606	0.649722695835236	0	0.140786328682228	0.477422458356068	0	1.47925309853777	0.871025631123868	E	E	E	E	E	E											M333T17	332.954994932936	993.684296349231			14	4	@M271.9384T16.56|+(NH3)+(CO2)|@M288.965T16.56|+(CO2)|@M354.9369T16.56|-Na
M333.939T16.56	hilic					0.218931920638891	0.0428541149798339	1	0.00870470185557082	0.900283951431848	0	0.150267838900479	0.63308509826967	0	0.139501155182543	0.447757195280049	0	1.37580465802286	0.912996486515234	E	E	E	E	E	E											M334T17.1	333.939020226177	993.649723531854			14	4	@M355.921T16.56|-Na
M339.9259T16.56	hilic					0.263852073700626	0.0184067392060785	1	0.0143493662896717	0.857298001530987	0	0.126591145986509	0.682621659687458	0	0.146370999341105	0.437003535822007	0	1.60335143860864	0.7629555802015	E	E	E	E	E	E											M340T17.1	339.925894203135	993.629043358679		[M+Cl]- 304.956	14	4	@M271.9384T16.56|+(HCOONa)|@M311.9311T16.56|+(CO)|@M356.9522T16.56|-(NH3)|-NH3|@M419.8939T16.56|-(HPO3)
M344.9169T16.56	hilic					0.552055968171146	0.00914230020140268	1	-0.0513572404457356	0.978417919140194	0	0.1555207861722	0.761258235781937	0	0.10798150885385	0.803445351257995	0	1.68218357830199	0.541681442340331	E	E	E	E	E	E											M345T17.3	344.916937045174	993.366625238536	[487][M]2-		14	4	@M460.9017T16.56|-(H3PO4)-(H2O)
M353.9528T16.55	hilic					0.627267594126211	0.0507169000169149	0	-0.143915516303622	0.849904012532294	0	0.279361904954744	0.710398077749461	0	0.169487309994253	0.781323865524705	0	1.27316956398737	0.562992441190422	E	E	E	E	E	E											M354T17.1	353.952766586357	993.269495163592			14	4	@M311.9311T16.56|+(CH2N2)|@M331.971T16.56|+Na|@M371.9634T16.56|-(H2O)
M354.9369T16.56	hilic					0.336848998224504	0.0141891541289851	1	-0.0213124888216392	0.992909014358481	0	0.136256841541002	0.707457946711013	0	0.108466127246576	0.689911219194246	0	1.62121660526613	0.645203822270494	E	E	E	E	E	E											M355T17	354.936919661583	993.708349613207	[501][M]2-		14	4	@M311.9311T16.56|+(NHCO)|@M332.955T16.56|+Na|@M356.9522T16.56|-(H2)|@M371.9634T16.56|-(NH3)|-NH3|@M414.9696T16.57|-(NH3)-(CONH)|@M415.9535T16.56|-(NH3)-(CO2)|@M422.9247T16.56|-(HCOONa)
M355.921T16.56	hilic					0.29139902689127	0.0182283571024959	1	0.00108764761136371	0.926586760419579	0	0.152468675558087	0.669482379069446	0	0.133951067741261	0.558088526242581	0	1.58460678265842	0.819180158630234	E	E	E	E	E	E											M356T17.1	355.920983716683	993.740366600783	[504][M]2-		14	4	@M311.9311T16.56|+(CO2)|@M333.939T16.56|+Na|@M356.9244T16.56|-13C|@M377.903T16.56|-Na|@M407.9196T16.55|-(H2S)-(H2O)|@M415.9535T16.56|-(NH3)-(CONH)|@M416.9377T16.56|-(NH3)-(CO2)
M356.9244T16.56	hilic					0.387771823357369	0.030218291183501	1	-0.104298644748351	0.765646404138072	0	0.0864058000741181	0.889536816126915	0	0.172245124130608	0.69164222703148	0	1.47667081150441	0.18049078694628	E	E	E	E	E	E											M357T17.1	356.924429072643	993.754546678487	[504][M+2]2-		14	4	@M355.921T16.56|+13C
M356.9522T16.56	hilic					0.459420638055894	0.00653485587917175	1	-0.00871872086282011	0.942996667003156	0	0.134325246550212	0.792186834971713	0	0.238914814205458	0.494297016956878	0	1.80748928725581	0.383502516896993	E	E	E	E	E	E											M357T17.2	356.952168044075	993.692086335363		[M+Cl+NH3]- 304.956	14	4	@M288.965T16.56|+(HCOONa)|@M311.9311T16.56|+(NH3CO)|@M339.9259T16.56|+(NH3)|+NH3|@M354.9369T16.56|+(H2)
M371.9634T16.56	hilic					0.344164528156504	0.0137316415611493	1	-0.0236259993628742	0.99707755166629	0	0.128155558036543	0.710398077749461	0	0.10075762829781	0.709368551904223	0	1.64657836793097	0.619324996629949	E	E	E	E	E	E											M372T17	371.963448270527	993.654472327856		[M+Cl]- 336.99 [M+Cl]- 336.99	14	4	@M311.9311T16.56|+(NH3)+(CONH)|@M353.9528T16.55|+(H2O)|@M354.9369T16.56|+(NH3)|+NH3|@M414.9696T16.57|-(NHCO)
M377.903T16.56	hilic					0.357117269414466	0.0128520926483954	1	-0.0294376280360353	0.989902052351583	0	0.146910255653935	0.691950362876433	0	0.0893987258778672	0.747991384351257	0	1.65267818289023	0.718671342563103	E	E	E	E	E	E											M378T17	377.90295428712	993.629043358679	[527][M]2-		14	4	@M355.921T16.56|+Na|@M379.9186T16.56|-(H2)|@M394.9294T16.56|-(NH3)|-NH3|@M399.8847T16.57|-Na|@M422.9247T16.56|-(NH3CO)|@M437.9355T16.56|-(NH3)-(CONH)|@M438.9195T16.56|-(NH3)-(CO2)|@M439.9035T16.56|-(H2O)-(CO2)
M379.9186T16.56	hilic					0.354486768361385	0.0163333143985658	1	-0.0512827164495064	0.926586760419579	0	0.141158143981205	0.689460059737689	0	0.10375454997458	0.689284398311125	0	1.61265334586673	0.772558091004827	E	E	E	E	E	E											M380T17.1	379.918571057623	993.437975620867			14	4	@M311.9311T16.56|+(HCOONa)|@M377.903T16.56|+(H2)|@M422.9247T16.56|-(NHCO)
M394.9294T16.56	hilic					0.366020689949679	0.0138899621966195	1	-0.0213350755352018	0.987028422075068	0	0.160307953137821	0.686633517348766	0	0.109927628891413	0.703893487361343	0	1.62270757037074	0.729276947995676	E	E	E	E	E	E											M395T17.1	394.929407472301	993.708349613207			14	4	@M377.903T16.56|+(NH3)|+NH3|@M422.9247T16.56|-(CO)|@M437.9355T16.56|-(NHCO)|@M438.9195T16.56|-(CO2)|@M454.9621T16.56|-(NH3)-(CONH)
M399.8847T16.57	hilic					0.310069422560927	0.0714855018642931	0	-0.0414658012197577	0.959277076100335	0	0.0778207255782082	0.843458629102755	0	0.0888228246145228	0.770057622964128	0	1.24241253765457	0.22628596777897	E	E	E	E	E	E											M400T17.1	399.884718431303	993.91142682262		[M+Cl+HCOOH]- 318.919	14	4	@M377.903T16.56|+Na|@M417.8957T16.56|-(H2O)|@M461.8857T16.56|-(H2O)-(CO2)
M407.9196T16.55	hilic					0.919905941601719	0.00584416652499614	1	0.0306203073686699	0.84469733326279	0	0.284892038881576	0.760818894129915	0	0.324567725297875	0.649405367671695	0	1.78012031736523	0.518214962862844	E	E	E	E	E	E											M408T17	407.919624235182	993.272966075471		[M+Cl+NaCOOH]- 304.956	14	4	@M355.921T16.56|+(H2S)+(H2O)
M408.9035T16.56	hilic					0.634484327459312	0.00711604569642851	1	-0.0483717422047008	0.995150866168199	0	0.251572874142564	0.69517080102511	0	0.190895904434544	0.688353693922576	0	1.75745238722378	0.754673117034648	E	E	E	E	E	E											M409T17.1	408.903460767017	993.378198166511		[M-H+NaCOOH]- 341.922	14	4	@M430.8853T16.56|-Na|@M460.9017T16.56|-(H2S)-(H2O)|@M500.8942T16.56|-(CH2S)-(HCOOH)
M414.9696T16.57	hilic					0.415293923816272	0.0113193561995348	1	-0.0427436959456706	0.967648951321848	0	0.16500071773144	0.689460059737689	0	0.0789972010521893	0.809089749889742	0	1.66748994286944	0.719946931572546	E	E	E	E	E	E											M415T17.1	414.969616543899	993.96257640954		[M+Cl]- 379.997	14	4	@M354.9369T16.56|+(NH3)+(CONH)|@M371.9634T16.56|+(NHCO)
M415.9535T16.56	hilic					0.313291194836186	0.0213008922041878	1	0.0639745849691646	0.632757456583526	0	0.13688480143119	0.760818894129915	0	0.158952986998141	0.645761092350272	0	1.4654534471739	0.509432874153357	E	E	E	E	E	E											M416T17	415.953511359147	993.649723531854			14	4	@M354.9369T16.56|+(NH3)+(CO2)|@M355.921T16.56|+(NH3)+(CONH)
M416.9377T16.56	hilic					0.363209474536314	0.0180355034336436	1	0.02478275637195	0.834108143037828	0	0.17228896078457	0.687737143096243	0	0.205201963654634	0.442306402133459	0	1.48887667452698	0.732412805471464	E	E	E	E	E	E											M417T17.2	416.937684805425	993.759195061012		[M-2H+K]- 379.997	14	4	@M355.921T16.56|+(NH3)+(CO2)|@M438.9195T16.56|-Na
M417.8957T16.56	hilic					0.283511426450094	0.0227783639031132	1	-0.0250528199951709	0.984042464200626	0	0.106315151360267	0.714942478008351	0	0.0769122133786695	0.739890903202108	0	1.55800495244042	0.596617201149175	E	E	E	E	E	E											M418T17	417.895674588641	993.884055541235	[560][M]-	[M-H+NH3]- 401.877	14	4	@M399.8847T16.57|+(H2O)|@M419.8939T16.56|-34S|-41K|-37Cl|@M460.9017T16.56|-(NHCO)|@M461.8857T16.56|-(CO2)|@M477.9281T16.56|-(NH3)-(CONH)
M419.8939T16.56	hilic					0.743163744915254	0.00943619494824302	1	-0.000180105469670622	0.916489596496601	0	0.294269488528666	0.69750945131323	0	0.241588620361778	0.66293792141372	0	1.65429570275182	0.754685958165564	E	E	E	E	E	E											M420T17	419.893897154949	993.372411702523	[560][M+2]-		14	4	@M331.971T16.56|+4Na|@M339.9259T16.56|+(HPO3)|@M417.8957T16.56|+34S|+41K|+37Cl
M422.9247T16.56	hilic					0.380410545666676	0.0104688474404244	1	0.0154733831743634	0.858424759265062	0	0.128639688693861	0.726416578699473	0	0.173336727567833	0.499751419681391	0	1.69371604707067	0.535653260712918	E	E	E	E	E	E											M423T17.1	422.924747460405	993.629043358679			14	4	@M354.9369T16.56|+(HCOONa)|@M377.903T16.56|+(NH3CO)|@M379.9186T16.56|+(NHCO)|@M394.9294T16.56|+(CO)
M430.8853T16.56	hilic					0.650703236723938	0.0193840177863904	1	-0.0864669426397278	0.94600361747355	0	0.302155884064405	0.682621659687458	0	0.222918731035755	0.663898338540518	0	1.46939833744399	0.819297972192172	E	E	E	E	E	E											M431T17.1	430.885347527591	993.398323466354			14	4	@M408.9035T16.56|+Na|@M606.8586T16.56|-2(HCOOH)-(HCOOK)
M437.9355T16.56	hilic					0.410081914079701	0.00893478425390381	1	-0.00506763325177673	0.938797596392756	0	0.148903898002494	0.71054718355111	0	0.13056421547304	0.675759969527681	0	1.72699429612907	0.631901512188231	E	E	E	E	E	E											M438T17.1	437.935521273199	993.583219073193		[M-H+CF3COOH]- 304.956	14	4	@M377.903T16.56|+(NH3)+(CONH)|@M394.9294T16.56|+(NHCO)|@M454.9621T16.56|-(NH3)|-NH3
M438.9195T16.56	hilic					0.360289818514474	0.0119373387527826	1	0.00630024431005438	0.896559874236665	0	0.182466723663968	0.66272609132585	0	0.158099434564189	0.553172980362368	0	1.65513800130632	0.8651678595729	E	E	E	E	E	E											M439T17.1	438.919504979685	993.717545998828			14	4	@M377.903T16.56|+(NH3)+(CO2)|@M394.9294T16.56|+(CO2)|@M416.9377T16.56|+Na|@M460.9017T16.56|-Na
M439.9035T16.56	hilic					0.292934335527637	0.0141891541289851	1	0.00388043653123304	0.908763787387762	0	0.144177498417715	0.682621659687458	0	0.136241025730012	0.552832682034445	0	1.66011494152817	0.752722027158803	E	E	E	E	E	E											M440T17	439.903529290481	993.746284062693	[576][M]2-		14	4	@M377.903T16.56|+(H2O)+(CO2)|@M461.8857T16.56|-Na|@M483.8675T16.56|-2Na|@M505.8491T16.56|-3Na|@M523.8599T16.56|-(HCOOK)
M454.9621T16.56	hilic					0.460596374346355	0.027988429699608	1	-0.103233194554479	0.83104786709592	0	0.214394247659783	0.672110554245804	0	0.140634469582137	0.692784454458237	0	1.38962039665615	0.786279944849576	E	E	E	E	E	E											M455T17	454.96205738191	993.667072785901			14	4	@M394.9294T16.56|+(NH3)+(CONH)|@M437.9355T16.56|+(NH3)|+NH3
M460.9017T16.56	hilic					0.414575491465072	0.00884504515512526	1	-0.0376078615550774	0.980408940421322	0	0.172832861729365	0.684119773964372	0	0.107476372612016	0.725469847589741	0	1.72115518127907	0.765862772954445	E	E	E	E	E	E											M461T17.1	460.901727616172	993.708349613207	[582][M]2-		14	4	@M344.9169T16.56|+(H3PO4)+(H2O)|@M408.9035T16.56|+(H2S)+(H2O)|@M417.8957T16.56|+(NHCO)|@M438.9195T16.56|+Na|@M477.9281T16.56|-(NH3)|-NH3|@M520.9338T16.56|-(NH3)-(CONH)|@M521.9179T16.56|-(NH3)-(CO2)|@M522.9018T16.56|-(H2O)-(CO2)|@M528.889T16.56|-(HCOONa)
M461.8857T16.56	hilic					0.333326334455247	0.012972245236917	1	-0.00959284169187669	0.959277076100335	0	0.154628326046133	0.684727500294852	0	0.139560834075695	0.5843504405572	0	1.64667820438249	0.744510683157371	E	E	E	E	E	E											M462T17	461.885703629308	993.68829580351	[583][M]2-		14	4	@M399.8847T16.57|+(H2O)+(CO2)|@M417.8957T16.56|+(CO2)|@M439.9035T16.56|+Na|@M483.8675T16.56|-Na|@M505.8491T16.56|-2Na|@M521.9179T16.56|-(NH3)-(CONH)|@M522.9018T16.56|-(NH3)-(CO2)
