variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	Blanc	QC	isotopes	adduct	pcgroup	name	formula	monoisotopic_mass	chebi_id	hmdb_id	kegg_id	pubchem_id	inchikey	inchi	kegg_pathway_family	kegg_pathways	kegg_subpathways	annot_level	annot_confidence	standard
M86.9933T0.66	M87T1.2	86.99333003	86.99292704	86.99354318	39.50460253	39.09942708	39.92276042	63	42	0	21		[M+H-H20]+ 103.999	10															
M87.0443T8.04	M87T8	87.04431068	87.04378355	87.04496969	482.2335694	481.037747	483.0334835	64	41	2	21			35															
M87T1.3_.S..3.Hydroxybutyric.aci.	M87T1.3	87.04448395	87.04407406	87.04479797	76.42583399	67.76803934	77.63812369	66	42	0	21		[M+2Na]2+ 128.105	1	(S)-3-Hydroxybutyric acid|γ-Butyrolactone	C4H8O3|C4H6O2	104.04734| 86.03678	CHEBI:17290|CHEBI:42639	HMDB00442|HMDB00549	C03197|C01770	CID94318|CID7302	WHBMMWSBFZVSSR-VKHMYHEASA-N|YEJRWHAVMIAJKC-UHFFFAOYSA-N	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1|InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2	Lipid metabolism	Sythesis and degradation of ketone bodies	Ketone bodies	2	a,b	
M87.0445T1.92	M87T2	87.04451549	87.04405518	87.04485937	115.3302275	101.5627189	125.0105277	46	30	0	12			2															
M87.0446T2.71	M87T3	87.04464005	87.04418096	87.04479521	162.3496651	159.6852457	165.4720485	42	25	3	14		[2M+H+K]2+ 67.0617	9															
M87.0447T0.79	M87T1.4	87.04466618	87.04423092	87.04495364	47.60854465	46.14263865	49.90135497	60	37	2	21			4															
M87.0559T0.81	M87T1.5	87.05593416	87.05555416	87.05628742	48.49603684	47.03936267	55.23315333	60	38	1	21			4															
M87.0811T2.66	M87T3.1	87.08107438	87.08069696	87.08123401	159.4093474	158.744943	161.5199853	9	0	3	6			2923															
M87.1002T1.25	M87T1.6	87.10020283	87.09975471	87.10051389	74.90264619	74.3991471	75.49054459	63	42	0	21	[1][M+1]+		1															
M87.6542T5.02	M88T5	87.65416913	87.65367311	87.65434022	301.2742344	300.61941	301.6687629	66	42	3	21			8															
M88.0399T2.72	M88T3	88.03987392	88.03941742	88.04012024	162.9983751	161.569901	166.7919229	41	22	3	16		[M+2Na]2+ 130.098	9															
M88.0399T0.81	M88T1	88.03988871	88.03945332	88.04022529	48.56175745	46.53553376	49.19011294	66	42	3	21			4															
M88.076T7.9	M88T8	88.07600915	88.07563642	88.07655296	473.937743	457.1145225	491.4672859	15	7	3	5			1383															
M88.0763T1.15	M88T1.1	88.07625492	88.07583568	88.07667723	68.71930201	67.53889483	69.86926864	66	42	3	21	[2][M]+	[M+H-C2H4]+ 115.1	7															
M88.1127T1.49	M88T1.2	88.11270399	88.11226878	88.11303882	89.41622529	88.49099693	90.129888	50	33	0	17			38															
M88.5095T1.9	M89T2	88.50952939	88.50905028	88.51000661	114.2396972	101.9545223	117.910077	63	41	2	19			134															
M88.5096T2.73	M89T3	88.50958966	88.50916938	88.50986981	163.7726366	162.355032	166.2594263	60	39	2	19		[M+Na]+ 65.5194	9															
M88.5097T3.82	M89T4	88.50966974	88.50921535	88.50986305	229.3618144	227.3611372	231.1969722	48	35	0	13			13															
M88.5098T0.61	M89T1	88.5097508	88.50929689	88.50997168	36.64951188	35.69969516	38.77761959	64	40	3	21		[M+2H-CO2]2+ 219.006	10															
M88.5098T0.06	M89T0	88.50982104	88.50939713	88.51008835	3.763291266	-0.738618118	11.14391092	52	33	0	19			2384															
M89.009T0.64	M89T1.1	89.00898069	89.00852731	89.0092007	38.12249047	35.75464179	39.20008564	62	40	2	20		[M+H]+ 88.0028	10															
M89.037T0.81	M89T1.2	89.03700315	89.03657919	89.03724485	48.47574955	46.94739933	48.93895741	14	2	3	9	[3][M]+		196															
M89.0605T1.06	M89T1.3	89.06053357	89.05999503	89.06067016	63.37686507	61.40132674	63.8928614	7	1	3	3			166															
M89.0796T1.15	M89T1.4	89.07956673	89.079153	89.07999403	68.76346906	67.53889483	69.86926864	66	42	3	21	[2][M+1]+		7															
M89T1.5_Putrescine	M89T1.5	89.10787512	89.10742948	89.10809066	38.49143132	36.89368907	39.06517982	53	40	0	13			473	Putrescine	C4H12N2	88.10005	CHEBI:17148	HMDB01414	C00134	CID1045	KIDHWZJUCRJVML-UHFFFAOYSA-N	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Glutathione metabolism	Pustrescine|Spermidine	2	a,b	
M89.5071T1.9	M90T2	89.50714346	89.50667944	89.50764733	114.09497	99.08042857	115.855526	80	42	3	21	[6][M]2+		2															
M89.5073T2.72	M90T3	89.50726145	89.50681518	89.50749333	163.4870354	162.355032	180.2581385	66	41	3	21	[4][M]2+		9															
M89.5073T1.3	M90T1	89.50729074	89.50683245	89.50752558	77.87551378	56.87308948	80.32379534	95	41	1	21			122															
M89.5073T3.82	M90T4	89.50730973	89.50686285	89.50772049	229.3346491	227.3611372	230.558507	63	42	0	21	[5][M]2+		13															
M89.5074T0.61	M90T1.1	89.5074097	89.50695536	89.50764933	36.80396604	35.98078617	37.76331737	55	35	3	17	[7][M]2+	[M+2H-COCH2]2+ 219.006	10															
M89.5074T5.03	M90T5	89.50743374	89.50696618	89.5076367	301.5822004	288.6229508	302.3425162	65	40	3	21		[M+2H]2+ 176.999	8															
M89.8062T0.78	M90T1.2	89.80623858	89.80560824	89.80632149	46.64297597	46.12527024	47.08841483	3	0	3	0			197															
M89.9722T0.8	M90T1.3	89.97217094	89.97173843	89.97244119	47.80305327	47.02972372	48.68683311	53	35	0	18			4															
M90.0089T1.91	M90T2.1	90.00889683	90.00832411	90.00936596	114.5346844	101.2408878	117.0056053	61	39	2	20	[6][M+1]2+		2															
M90.0089T2.73	M90T3.1	90.0089487	90.00741111	90.00913221	163.5438842	162.0301182	166.7919229	63	40	3	20	[4][M+1]2+		9															
M90.009T3.82	M90T4.1	90.00896021	90.00762863	90.00921178	229.3149941	226.8741718	230.6286036	46	34	0	12	[5][M+1]2+		13															
M90.009T0.61	M90T1.4	90.00904538	90.00762387	90.0093098	36.70793266	35.0620213	37.92729047	66	42	3	21	[7][M+1]2+		10															
M90.0091T0.07	M90T0	90.00913168	90.00870371	90.00943026	3.98235939	-0.535698321	11.14391092	54	37	0	17			2383															
M90.0406T0.78	M90T1.5	90.04058945	90.03995204	90.04068092	47.08841483	46.94739933	47.10466123	3	0	3	0	[3][M+1]+		198															
M90.0554T1.93	M90T2.2	90.0554244	90.0549976	90.05595155	115.8052051	112.9108042	121.3331029	63	40	2	21	[9][M]+	[M+H-NH3]+ 106.075	2															
M90.0555T1.29	M90T1.7	90.05548179	90.0549665	90.05596164	77.68727984	66.45345702	89.18552711	95	36	3	19		[M+3H]3+ 267.136	1															
M90.0555T2.72	M90T3.2	90.05553106	90.05508038	90.05570495	163.3733679	161.271393	178.2235287	64	39	3	21	[8][M]+	[M+Na]+ 67.0617	9															
M90.0556T3.82	M90T4.2	90.05555171	90.05509102	90.05596085	229.0518079	217.0310484	229.9314461	65	42	2	21			13															
M90T1.6_Sarcosine..Alanine.L.A.	M90T1.6	90.05558898	90.05516284	90.05585979	47.783163	46.12527024	48.04766911	66	42	3	21			4	"Sarcosine|β-Alanine|L-Alanine;Alanine|Lactamide;2-Hydroxypropanamide"	C3H7NO2	89.04768	CHEBI:15611|CHEBI:16958|CHEBI:16977	HMDB00271|HMDB00056|HMDB00161	C00213|C00099|C00041	CID1088|CID239|CID5950|CID94220	FSYKKLYZXJSNPZ-UHFFFAOYSA-N|UCMIRNVEIXFBKS-UHFFFAOYSA-N|QNAYBMKLOCPYGJ-REOHCLBHSA-N|SXQFCVDSOLSHOQ-UHFFFAOYSA-N	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)|InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)|InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1|InChI=1S/C3H7NO2/c1-2(5)3(4)6/h2,5H,1H3,(H2,4,6)	Amino acid metabolism|Carbohydrate metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Alanine, Aspartate and Glutamate|Glycine, Serine and Threonine|Propanoate metabolism|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Selenocoumpound metabolism|Pyrimidine metabolism	Alanine|Glycine|Propenoyl-CoA|beta-Alanine|Selenocysteine|Uracil	2	a,b	
M90.0557T0.09	M90T0.1	90.05569679	90.05526119	90.05596089	5.334109502	2.097867927	11.68222171	65	42	3	19			61															
M90.0808T1.15	M90T1.8	90.08076673	90.08023976	90.08099037	68.81279796	66.85694282	69.86926864	9	0	3	6			1672															
M90.0919T1.12	M90T1.9	90.09187026	90.09143676	90.09230204	67.44546818	66.17499081	68.48445294	66	42	3	21	[2][M+2]+		7															
M90.1393T0.8	M90T1.10	90.13925653	90.13890433	90.13952492	47.78493904	47.02972372	48.68683311	48	30	0	18			4															
M90.5076T0.61	M91T1	90.50759615	90.50714591	90.50782259	36.51079158	35.98078617	39.20008564	65	41	3	21	[7][M+2]2+		10															
M90.5077T0.05	M91T0	90.50765638	90.50722159	90.50794936	2.936527865	0.147711679	10.46041092	39	24	0	15			2385															
M90.5265T0.1	M91T0.1	90.52651698	90.52614283	90.52669606	5.965167421	2.49092221	9.382078757	43	33	0	10			2386															
M90.5265T0.66	M91T1.1	90.52652438	90.52608435	90.52675702	39.52514011	38.98503348	57.3090677	66	42	3	21	[10][M]2+	[M+2H-C6H10O5]2+ 341.095	10															
M90.9773T0.72	M91T1.2	90.97730064	90.97369393	90.97753761	43.3254216	43.06775035	46.63255325	66	42	3	21			4															
M90.9773T13.71	M91T14	90.97733753	90.97698214	90.97748729	822.6452734	811.0498513	834.2551767	37	30	1	6			1061															
M90.9775T19.92	M91T20	90.97745067	90.97700271	90.97772342	1195.289496	1181.284732	1198.471875	67	42	3	21		[M+2Na+K]3+ 187.99	31															
M90.9775T15.16	M91T15	90.97747069	90.97703863	90.97770857	909.3946757	888.2650859	916.6209839	59	37	2	19			1635															
M91.0148T0.65	M91T1.3	91.01482644	91.01438535	91.01504905	39.10372211	38.86234369	39.81776535	63	42	0	21	[7][M+3]2+		10															
M91.0282T0.66	M91T1.4	91.02820481	91.02770056	91.02848251	39.60872264	39.03360322	41.70595539	45	26	3	16	[10][M+1]2+		10															
M91.0587T1.93	M91T2	91.05874646	91.05339702	91.05908964	115.5013171	107.3782501	121.1049153	51	34	0	17	[9][M+1]+		2															Alanine 13C [ExS]
M91.0589T2.72	M91T3	91.058864	91.05837212	91.05910851	163.0016456	161.3696166	167.3009169	42	23	3	16	[8][M+1]+		9															
M91.0589T0.8	M91T1.5	91.0588967	91.05846423	91.05915496	47.78493904	46.53553376	48.04766911	66	42	3	21	[11][M]+		4															
M91.0955T1.13	M91T1.6	91.09550241	91.09492233	91.09562568	67.77921762	66.17499081	68.48445294	5	0	3	2	[2][M+3]+		436															
M91.1918T0.77	M91T1.7	91.19183413	91.18882817	91.19408595	46.18564105	46.12527024	47.08841483	3	0	3	0			199															
M91.5053T0.6	M92T1	91.50533722	91.50487702	91.50557761	35.92187708	34.70944851	39.20008564	59	40	3	16		[M+H-C3H2O3]+ 176.491	10															
M92.0597T0.8	M92T1.1	92.05971721	92.05925376	92.0624278	47.8032012	46.53553376	48.23406132	66	42	3	21	[11][M+1]+		4															
M92.0712T1.65	M92T2	92.07122585	92.07074691	92.07149539	99.19717175	97.46703766	99.84619479	64	42	1	21			45															
M92.3383T0.78	M92T1.2	92.33832392	92.33757292	92.33837283	46.64297597	46.12527024	47.08841483	3	0	3	0			200															
M93.0551T1.91	M93T2	93.05509277	93.05464771	93.05564241	114.8673699	113.4114351	122.6828438	65	41	3	21	[14][M]+		2															
M93.0551T6.79	M93T7	93.0551272	93.05473217	93.05549323	407.527781	398.7710558	421.5082645	36	18	1	17			2706															
M93.0552T1.08	M93T1.1	93.05516591	93.05476276	93.05548514	64.7166865	61.88896034	65.68763807	44	29	0	15		[M+3H-HCOOH]3+ 322.157	7															
M93.0552T2.72	M93T3	93.05517045	93.05471165	93.05532883	163.0441927	162.3158995	166.2959288	65	42	3	20	[12][M]+		9															
M93.0552T1.3	M93T1.2	93.05518287	93.05466831	93.05565347	78.21775835	75.77989181	92.01553992	43	26	3	12			2273															
M93.0552T3.82	M93T4	93.05521598	93.05475362	93.05565806	229.0917043	221.1987891	229.7918611	65	42	2	21	[13][M]+	[M+H]+ 92.0484	13															
M93.0553T0.86	M93T1	93.05526925	93.0547139	93.05552066	51.4723051	35.58005562	52.20316413	84	42	3	21	[11][M+2]+		4															
M93.0553T5.02	M93T5	93.05534678	93.05491883	93.05557614	300.9588515	288.7625629	302.049626	64	40	3	20		[M+H]+ 92.0442	8															
M93.0554T0.26	M93T0	93.0553783	93.05494108	93.05563233	15.51029826	3.269371797	22.01530984	47	30	1	16			68															
M93.6025T0.61	M94T1	93.60254848	93.60211677	93.60279427	36.3250621	35.16939467	36.86742069	63	42	0	21	[15][M]2+	[M+2H-NH3]2+ 202.214	10															
M93.9568T0.65	M94T1.1	93.95675235	93.95624016	93.95701989	39.21816696	38.68920803	40.08378723	58	40	0	18		[M+Na+2K-H]2+ 88.0028	10															
M94.0454T7.89	M94T8	94.04535171	94.04495416	94.04597408	473.1426556	469.0025438	483.532479	22	12	3	6			359															
M94.0457T0.65	M94T1.2	94.04573983	94.04529196	94.04599053	39.24387288	38.99050958	39.79193859	66	42	3	21	[16][M]2+		10															
M94.0584T1.92	M94T2	94.05844376	94.05801234	94.06523855	115.3313775	110.1094077	118.9510287	53	37	0	16	[14][M+1]+		2															
M94.0585T2.72	M94T3	94.0585178	94.05811528	94.05882107	163.2262726	161.9999156	167.3009169	56	33	3	20	[12][M+1]+		9															
M94.0586T3.81	M94T4	94.05855579	94.0530494	94.05869171	228.8467278	227.3176813	231.6479174	49	36	0	13	[13][M+1]+		13															
M94.0586T0.86	M94T1.3	94.05859319	94.05830478	94.06537513	51.57659258	47.08841483	53.13128462	21	10	3	8	[11][M+3]+		201															
M94.1042T0.58	M94T1.4	94.10418027	94.10376119	94.10432739	35.00979344	34.44490829	35.49054602	56	42	0	14	[15][M+1]2+		474															
M94.135T0.66	M94T1.5	94.1350293	94.13470213	94.1352158	39.35553966	38.48070611	40.05049728	58	40	0	18			10															
M94.5046T0.55	M95T1	94.50458968	94.5028073	94.50485488	33.09077879	21.80775709	39.55709275	41	21	3	16			2397															
M94.5465T0.65	M95T1.1	94.54653421	94.54572162	94.54669014	39.16280178	38.91542911	39.79193859	66	42	3	21	[16][M+1]2+		10															
M94.5739T0.7	M95T1.2	94.57386079	94.57342054	94.57415189	41.81537066	41.36981795	42.48273577	63	42	0	21	[17][M]2+		34															
M94.5921T0.68	M95T1.3	94.59213705	94.59169851	94.59239887	40.93702473	39.6171696	43.62123733	56	35	0	21			1370															
M94.6103T0.63	M95T1.4	94.6102602	94.60979593	94.61041931	37.76066026	36.34581911	38.85897983	53	38	0	15	[15][M+2]2+		10															
M95.0134T0.9	M95T1.5	95.01344252	95.01296335	95.01375486	53.89321618	53.12169893	54.82212522	61	40	0	21			4															
M95.0444T0.65	M95T1.6	95.04440357	95.04395284	95.04473497	39.29258505	38.9943782	39.79193859	66	42	3	21	[16][M+2]2+		10															
M95.0755T0.7	M95T1.7	95.07547902	95.07502513	95.07579236	42.25843049	41.37797319	43.32313146	52	33	0	19	[17][M+1]2+		34															
M95.5236T0.67	M96T1	95.52355183	95.52326886	95.52384038	40.05726717	38.7455595	40.64113343	4	1	3	0			1371															
M95.546T0.65	M96T1.1	95.54602248	95.54558067	95.54639144	39.20434391	38.98503348	39.79193859	66	42	3	21	[16][M+3]2+		10															
M97.014T0.64	M97T1	97.01400441	97.01361191	97.01430891	38.67597577	38.10360394	40.12554752	37	20	0	17			10															
M97.0291T0.85	M97T1.1	97.02906553	97.02861376	97.02929999	50.95854191	49.74573514	51.51456082	63	42	0	21			4															
M97.0402T2.73	M97T3	97.04024467	97.03977308	97.04056492	163.7890774	160.3542727	171.992716	31	17	3	11			9															
M97.0403T3.81	M97T4	97.04029154	97.03980039	97.04066834	228.5425765	208.9964792	236.9540688	44	27	0	16			13															
M97.0653T2.71	M97T3.1	97.06527421	97.06496345	97.06553448	162.6700925	161.0045328	166.6090227	57	39	0	18		[M+Na]+ 74.07	9															
M97.0657T4.7	M97T5	97.06566851	97.06514773	97.06591775	281.7790856	280.6414182	282.7404905	49	31	2	16		[M+H-H20]+ 114.068	71															
M97.5151T2.17	M98T2	97.51510818	97.51459138	97.51524586	130.3679386	106.5922462	149.3264343	66	38	0	15			2812															
M97.5151T2.87	M98T3	97.51512017	97.51466033	97.5153615	172.1143513	166.2046635	181.042094	37	21	1	15			2470															
M98.0349T0.64	M98T1	98.03494985	98.03447868	98.03522951	38.68164552	38.46696084	40.64113343	64	42	1	21		[M+H+K]2+ 156.104	10															
M98.097T1.68	M98T2.1	98.09703693	98.09660176	98.09736544	100.509266	99.12683124	101.9545223	63	39	3	21		[M+H-C2H4]+ 125.111	45															
M98.0971T2.94	M98T3.1	98.09713814	98.09670332	98.09744537	176.1974422	175.1366131	177.6802559	63	39	3	21			2376															
M98.0974T1.12	M98T1.1	98.09735827	98.09672116	98.09742649	67.37951475	66.17499081	67.78980514	4	0	3	1			437															
M98.5127T3.8	M99T4	98.5127161	98.51225095	98.51307159	227.9976324	207.35972	237.2392105	67	37	1	21			689															
M98.5127T1.54	M99T2	98.51271706	98.51222951	98.51302073	92.2615868	83.48647523	103.3311738	57	37	1	19			2488															
M98.5128T2.36	M99T2.1	98.51276056	98.51229763	98.51303123	141.3860618	131.7630985	151.0610641	47	31	0	16			1531															
M98.5128T2.85	M99T3	98.51276237	98.51228252	98.51296474	170.7369181	166.2046635	184.159623	40	25	3	11	[19][M]2+		2469															
M98.5128T0.46	M99T0.1	98.51279485	98.51231803	98.51306388	27.50578359	18.35543084	42.37230936	59	35	3	19			62															
M98.5128T0.11	M99T0	98.51279942	98.51233182	98.51306856	6.331150518	3.464687927	16.05349265	59	39	3	17	[18][M]2+		61															
M98.5128T1.07	M99T1	98.51281446	98.51231651	98.51305866	64.05248567	59.35547072	66.10563037	6	0	3	3			1503															
M98.9848T2.02	M99T2.2	98.9848085	98.98432025	98.98497346	121.194553	119.9220625	125.0143566	53	39	0	14			1508															
M98.9848T1.36	M99T1.2	98.98481166	98.98427879	98.98504237	81.42167701	67.82670718	92.60923591	74	41	0	21			2271															
M98.9848T1.73	M99T2.3	98.98481206	98.98431937	98.98511377	103.7371894	93.03743541	107.2267037	56	36	0	17			2517															
M98.9848T0.87	M99T1.1	98.98484503	98.98438719	98.98513134	52.09736197	51.74867459	55.23315333	64	42	1	21		[M+H+K]2+ 157.996 [M+H+K]2+ 157.996	4															
M99.0144T0.11	M99T0.2	99.01436405	99.01129239	99.01466654	6.589841836	1.131453795	14.14066909	42	32	0	10	[18][M+1]2+		2387															
M99.0144T2.22	M99T2.4	99.01437558	99.01384097	99.01454122	133.0153228	117.9957527	151.0423075	67	41	0	15			2818															
M99.0144T2.86	M99T3.1	99.0143807	99.01083986	99.01456518	171.8059906	163.335093	183.4622327	42	25	1	16	[19][M+1]2+		2469															
M99.0428T0.65	M99T1.3	99.04280822	99.04234232	99.0442089	39.0049479	37.29285652	39.65315185	66	42	3	21	[20][M]2+		10															
M99.0445T1.91	M99T2.5	99.04450693	99.04393778	99.04508097	114.6585153	101.5015114	122.1315887	51	35	1	13		[M+Na]+ 76.0601	2															
M99.0446T2.73	M99T3.2	99.04462043	99.04410822	99.04492204	163.5381018	160.7653064	168.4897581	49	31	3	15		[M+H]+ 98.0394	9															
M99.0447T0.86	M99T1.4	99.0446502	99.04418445	99.04509561	51.74239879	50.57507345	62.81079106	47	33	2	12			202															
M99.0447T3.81	M99T4.1	99.04465728	99.04414098	99.04484296	228.7680299	227.3611372	229.5209259	45	34	0	11		[M+Na]+ 76.053 [M+3H-HCOOH]3+ 340.126	13															
M99.0558T1.9	M99T2.6	99.05577806	99.05515624	99.05630362	114.0925176	112.0789161	140.4449395	57	35	3	18		[M+Na]+ 76.0601	2															
M99.0561T0.71	M99T1.5	99.05606606	99.05545894	99.05615632	42.49031336	29.94338626	48.93589239	5	0	3	1			1361															
M99.0563T0.07	M99T0.3	99.05625894	99.05556602	99.05631281	4.0054004	2.811860547	5.430550604	4	0	3	1			2388															
M99.0811T6.86	M99T7	99.08108922	99.08061554	99.08129392	411.3566097	410.0595388	412.2775007	47	29	0	18			2688															
M99.0811T2.9	M99T3.3	99.08114484	99.08068267	99.08144136	173.894006	154.0020744	175.3958211	67	42	3	21		[M+2H]2+ 196.144	60															
M99.0812T0.87	M99T1.6	99.08123693	99.08088623	99.08149285	52.19343984	51.24602686	52.9931575	39	21	0	18			203															
M99.0926T0.92	M99T1.7	99.09259934	99.09189089	99.09268842	55.23315333	54.27581804	55.56638827	3	0	3	0			204															
M99.5125T7.97	M100T8	99.51245307	99.51192306	99.51305182	478.1949742	471.8577327	484.137557	47	27	1	19			1423															
M99.5128T11.36	M100T11	99.51282801	99.51241855	99.51303225	681.5793674	659.6536129	695.0531113	51	30	0	11			765															
M99.5129T0.09	M100T0	99.51292535	99.51246809	99.51598034	5.691031075	-0.875108755	17.29481092	48	35	1	12	[18][M+2]2+		61															
M99.5433T0.65	M100T1	99.54325994	99.54279029	99.54383318	38.97082775	38.54866128	40.57360528	66	42	3	21	[20][M+1]2+		10															
M100.0398T1.9	M100T2	100.0398059	100.0393244	100.0403278	113.9954852	108.5904552	115.4363966	26	12	3	11			2															
M100.0399T2.72	M100T3	100.0398546	100.0393726	100.0475785	162.9347028	159.3240198	164.2738862	20	7	3	10			9															
M100.04T3.81	M100T4	100.0399678	100.0394174	100.0403495	228.52349	208.866946	244.4578168	47	27	3	14			13															
M100.0415T0.65	M100T1.1	100.041503	100.0395023	100.0418464	38.93550308	24.5662706	49.90135497	68	42	3	21	[20][M+2]2+		10															
M100.0636T2.72	M100T3.1	100.0636295	100.0631323	100.0638027	163.0997754	161.816841	165.9068819	20	10	3	7			9															
M100.0763T2.12	M100T2.1	100.0763265	100.0758282	100.0764858	127.0201755	125.7634131	131.3755369	52	37	0	15		[M+3H-C3H2O3]3+ 383.215	75															
M100.989T0.87	M101T1	100.989034	100.9885548	100.9893254	52.11404493	51.55627286	52.62113741	63	42	0	21		[M+H+Na]2+ 177.991	4															
M101.0602T1.67	M101T2.1	101.060229	101.0597065	101.060487	100.1812439	98.28573983	112.4016762	57	39	0	16			45															
M101.0603T2.72	M101T3.1	101.0602682	101.0597131	101.0606221	162.9567689	159.4977032	168.6933552	27	17	3	7		[M+Na]+ 78.0715	9															
M101.0604T2.25	M101T2	101.0604362	101.0599337	101.0607955	135.2097412	133.7319913	140.6231348	62	42	0	20			75															
M101.0604T3.35	M101T3	101.0604431	101.0599543	101.0605773	201.1177763	199.4991233	202.7324974	42	31	0	11		[M+H-HCOOH]+ 146.059	100															
M101.0714T1.91	M101T2.2	101.0713942	101.0708917	101.0719542	114.3250978	112.1774099	119.5628126	60	38	2	20			2															
M101.0715T2.72	M101T3.2	101.0714609	101.0709744	101.0717429	163.4169298	161.969316	166.7919229	43	24	3	16			9															
M101.0715T3.82	M101T4	101.0715259	101.0710108	101.0718993	229.330946	221.0190893	231.3890321	53	36	1	16			13															
M101.0967T1.65	M101T2.3	101.0966985	101.0961918	101.0970264	98.77139017	97.79288303	99.76519902	57	35	2	20			45															
M101.1083T0.92	M101T1.1	101.1083264	101.1075624	101.1083401	55.23315333	54.27581804	55.56638827	3	0	3	0			205															
M101.6182T0.64	M102T1	101.6181627	101.6176865	101.6184916	38.1072555	37.53235061	38.66757359	66	42	3	21	[21][M]+		10															
M102.0341T7.59	M102T8.1	102.034071	102.0336261	102.0347385	455.2890216	451.1109605	461.6080985	21	11	3	7	[23][M]2+		5															
M102.0341T7.97	M102T8	102.0341151	102.033622	102.0346501	478.2249812	468.2976817	488.9170155	57	33	1	17			1402															
M102.0341T8.41	M102T8.2	102.0341385	102.0336453	102.0348	504.669182	494.3052942	531.1369629	34	18	3	11		[M+K]+ 63.0719	19															
M102.0342T9.14	M102T9	102.0342221	102.033961	102.0347822	548.1825483	541.7426066	555.226144	5	2	3	0			891															
M102.0343T6.2	M102T6	102.0342899	102.0339772	102.0349215	371.7044738	360.7779822	385.3742928	14	7	3	2			64															
