variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
Q62009_Periostin	proteomics_plasma	MX2	sp|Q62009|POSTN_MOUSE	Periostin  OS=Mus musculus (Mouse) GN=Postn PE=1 SV=2	Q62009	-0.209831500613511	0.127612475994265	0	0.466036504369256	0.000163793998428914	1	1.43890908161191		0
P39876_Metalloproteinase inhibi.	proteomics_plasma	MX2	sp|P39876|TIMP3_MOUSE	Metalloproteinase inhibitor 3  OS=Mus musculus (Mouse) GN=Timp3 PE=1 SV=1	P39876	1.04065333961164	0.162130213558635	0	0.244786797636692	0.764201876273475	0	1.66212596701466		0
Q05020_Apolipoprotein C-II	proteomics_plasma	MX2	sp|Q05020|APOC2_MOUSE	Apolipoprotein C-II  OS=Mus musculus (Mouse) GN=Apoc2 PE=2 SV=1	Q05020	0.90619528592276	0.169951929965962	0	-0.85015383962099	0.0928317134239763	0	1.28542464703751		0
P33587_Vitamin K-dependent prot.	proteomics_plasma	MX2	sp|P33587|PROC_MOUSE	Vitamin K-dependent protein C  OS=Mus musculus (Mouse) GN=Proc PE=1 SV=2	P33587	-0.156985247195529	0.169951929965962	0	-0.152078165159509	0.0857380006869183	0	1.40895817642957		0
P16294_Coagulation factor IX	proteomics_plasma	MX2	sp|P16294|FA9_MOUSE	Coagulation factor IX  OS=Mus musculus (Mouse) GN=F9 PE=2 SV=3	P16294	-0.132835588261312	0.169951929965962	0	-0.226917391603077	0.00114833406712628	1	1.12122074216745		0
P04186_Complement factor B	proteomics_plasma	MX2	sp|P04186|CFAB_MOUSE	Complement factor B  OS=Mus musculus (Mouse) GN=Cfb PE=1 SV=2	P04186	-0.131104510748003	0.170368154856365	0	-0.0106636194482768	0.959498179699294	0	1.9962724612617		0
P01674_Ig kappa chain V-III reg.	proteomics_plasma	MX2	sp|P01674|KV3AM_MOUSE	Ig kappa chain V-III region PC 2154  OS=Mus musculus (Mouse) PE=1 SV=1	P01674	0.850878015091986	0.176087831965397	0	0.196309604459174	0.777644875725902	0	1.62944030718514		0
P15379_CD44 antigen	proteomics_plasma	MX2	sp|P15379|CD44_MOUSE	CD44 antigen  OS=Mus musculus (Mouse) GN=Cd44 PE=1 SV=3	P15379	-0.199101411257033	0.176087831965397	0	-0.000895072333637614	0.956777458733818	0	1.47596138127672		0
O08742_Platelet glycoprotein V	proteomics_plasma	MX2	sp|O08742|GPV_MOUSE	Platelet glycoprotein V  OS=Mus musculus (Mouse) GN=Gp5 PE=1 SV=1	O08742	1.30676041524566	0.177840918503847	0	-0.362880000058109	0.643419255470819	0	1.67956010745923		0
P04945_Ig kappa chain V-VI regi.	proteomics_plasma	MX2	sp|P04945|KV6AB_MOUSE	Ig kappa chain V-VI region NQ2-6.1  OS=Mus musculus (Mouse) PE=2 SV=1	P04945	1.28336639436169	0.177840918503847	0	0.621258387242854	0.484086282519311	0	1.50789103710112		0
Q02053_Ubiquitin-like modifier-.	proteomics_plasma	MX2	sp|Q02053|UBA1_MOUSE	Ubiquitin-like modifier-activating enzyme 1  OS=Mus musculus (Mouse) GN=Uba1 PE=1 SV=1	Q02053	1.25127567847683	0.177840918503847	0	0.764882882930426	0.351287931713108	0	1.45799030415275		0
A2AQ07_Tubulin beta-1 chain	proteomics_plasma	MX2	sp|A2AQ07|TBB1_MOUSE	Tubulin beta-1 chain  OS=Mus musculus (Mouse) GN=Tubb1 PE=1 SV=1	A2AQ07	1.04623924308686	0.177840918503847	0	1.06203920385015	0.0822075663167445	0	1.49868055123262		0
P17182_Alpha-enolase	proteomics_plasma	MX2	sp|P17182|ENOA_MOUSE	Alpha-enolase  OS=Mus musculus (Mouse) GN=Eno1 PE=1 SV=3	P17182	0.792704651633311	0.177840918503847	0	0.577642617846866	0.260457350767729	0	1.4254925429917		0
P06330_Ig heavy chain V region .	proteomics_plasma	MX2	sp|P06330|HVM51_MOUSE	Ig heavy chain V region AC38 205.12  OS=Mus musculus (Mouse) PE=1 SV=1	P06330	0.672688412096537	0.177840918503847	0	0.0675916662773624	0.945351328940391	0	1.72241915524409		0
Q64727_Vinculin	proteomics_plasma	MX2	sp|Q64727|VINC_MOUSE	Vinculin  OS=Mus musculus (Mouse) GN=Vcl PE=1 SV=4	Q64727	0.666505119787473	0.177840918503847	0	0.267058321678366	0.583275695531852	0	1.63304472156748		0
O88351_Inhibitor of nuclear fac.	proteomics_plasma	MX2	sp|O88351|IKKB_MOUSE	Inhibitor of nuclear factor kappa-B kinase subunit beta  OS=Mus musculus (Mouse) GN=Ikbkb PE=1 SV=1	O88351	-0.328439980841345	0.177840918503847	0	0.124443915095206	0.524769495185282	0	1.50265530661251		0
Q8BH61_Coagulation factor XIII .	proteomics_plasma	MX2	sp|Q8BH61|F13A_MOUSE	Coagulation factor XIII A chain  OS=Mus musculus (Mouse) GN=F13a1 PE=1 SV=3	Q8BH61	-0.241977403027178	0.177840918503847	0	0.317532757163775	0.0283073642089838	1	1.62362690327043		0
P07759_Serine protease inhibito.	proteomics_plasma	MX2	sp|P07759|SPA3K_MOUSE	Serine protease inhibitor A3K  OS=Mus musculus (Mouse) GN=Serpina3k PE=1 SV=2	P07759	-0.241117102233577	0.177840918503847	0	-0.526719894623138	0.000138368208506965	1	0.830480762873983		0
Q61704_Inter-alpha-trypsin inhi.	proteomics_plasma	MX2	sp|Q61704|ITIH3_MOUSE	Inter-alpha-trypsin inhibitor heavy chain H3  OS=Mus musculus (Mouse) GN=Itih3 PE=1 SV=3	Q61704	0.206220466679977	0.177840918503847	0	-0.138211391398794	0.259213573528083	0	1.81311700448349		0
Q9CQF9_Prenylcysteine oxidase	proteomics_plasma	MX2	sp|Q9CQF9|PCYOX_MOUSE	Prenylcysteine oxidase  OS=Mus musculus (Mouse) GN=Pcyox1 PE=1 SV=1	Q9CQF9	-0.141254573092109	0.177840918503847	0	0.133276933532812	0.112939976279192	0	1.31638541895749		0
P97290_Plasma protease C1 inhib.	proteomics_plasma	MX2	sp|P97290|IC1_MOUSE	Plasma protease C1 inhibitor  OS=Mus musculus (Mouse) GN=Serping1 PE=1 SV=3	P97290	-0.137181493238259	0.177840918503847	0	-0.0347749784353653	0.760060480077432	0	1.7688636554283		0
Q71KU9_Fibrinogen-like protein 1	proteomics_plasma	MX2	sp|Q71KU9|FGL1_MOUSE	Fibrinogen-like protein 1  OS=Mus musculus (Mouse) GN=Fgl1 PE=1 SV=2	Q71KU9	1.49767230033324	0.177857746890612	0	0.568948375878975	0.633055121957666	0	1.3368480613952	svm	0
Q8VDD5_Myosin-9	proteomics_plasma	MX2	sp|Q8VDD5|MYH9_MOUSE	Myosin-9  OS=Mus musculus (Mouse) GN=Myh9 PE=1 SV=4	Q8VDD5	1.29287188642943	0.177857746890612	0	0.39675001529557	0.706106371598579	0	1.6957910687062		0
Q9JHK5_Pleckstrin	proteomics_plasma	MX2	sp|Q9JHK5|PLEK_MOUSE	Pleckstrin  OS=Mus musculus (Mouse) GN=Plek PE=1 SV=1	Q9JHK5	1.13714580269585	0.177857746890612	0	0.657935156350433	0.392387008502503	0	1.54389698351156		0
P70663_SPARC-like protein 1	proteomics_plasma	MX2	sp|P70663|SPRL1_MOUSE	SPARC-like protein 1  OS=Mus musculus (Mouse) GN=Sparcl1 PE=1 SV=3	P70663	0.603428617233	0.177857746890612	0	0.55913159502262	0.12915557436021	0	1.33809624477721		0
P01844_Ig lambda-2 chain C regi.	proteomics_plasma	MX2	sp|P01844|LAC2_MOUSE	Ig lambda-2 chain C region  OS=Mus musculus (Mouse) GN=Iglc2 PE=1 SV=1	P01844	1.36390322384013	0.181573718080876	0	-2.11138443926309	0.0126427498406071	1	1.58505505121378		0
Q00898_Alpha-1-antitrypsin 1-5	proteomics_plasma	MX2	sp|Q00898|A1AT5_MOUSE	Alpha-1-antitrypsin 1-5  OS=Mus musculus (Mouse) GN=Serpina1e PE=1 SV=1	Q00898	-0.732670169594169	0.181573718080876	0	-3.39200101977125	1.29707618707432e-10	1	0.146129156814978		0
P32261_Antithrombin-III	proteomics_plasma	MX2	sp|P32261|ANT3_MOUSE	Antithrombin-III  OS=Mus musculus (Mouse) GN=Serpinc1 PE=1 SV=1	P32261	-0.367939830957575	0.185851253621471	0	-0.126966250845289	0.668817018826659	0	1.55103731533432		0
P01654_Ig kappa chain V-III reg.	proteomics_plasma	MX2	sp|P01654|KV3A1_MOUSE	Ig kappa chain V-III region PC 2880/PC 1229  OS=Mus musculus (Mouse) PE=1 SV=1	P01654	1.5513968714588	0.190449306106128	0	1.11794803234394	0.288506262699476	0	1.35287607538657		0
Q9JHH6_Carboxypeptidase B2	proteomics_plasma	MX2	sp|Q9JHH6|CBPB2_MOUSE	Carboxypeptidase B2  OS=Mus musculus (Mouse) GN=Cpb2 PE=1 SV=1	Q9JHH6	-0.139275174444382	0.190449306106128	0	-0.324243552627998	9.66033664699485e-05	1	0.717345707131384		0
P68033_Actin, alpha cardiac mus.	proteomics_plasma	MX2	sp|P68033|ACTC_MOUSE	Actin, alpha cardiac muscle 1  OS=Mus musculus (Mouse) GN=Actc1 PE=1 SV=1	P68033	1.11499682300217	0.193257758818981	0	1.6004858214694	0.0164781560941479	1	0.87129423155754		0
Q8CIZ8_von Willebrand factor	proteomics_plasma	MX2	sp|Q8CIZ8|VWF_MOUSE	von Willebrand factor  OS=Mus musculus (Mouse) GN=Vwf PE=1 SV=2	Q8CIZ8	0.971115301338827	0.193257758818981	0	0.573678933749452	0.402142018410038	0	1.43545474000854		0
P01027_Complement C3	proteomics_plasma	MX2	sp|P01027|CO3_MOUSE	Complement C3  OS=Mus musculus (Mouse) GN=C3 PE=1 SV=3	P01027	0.168716760387547	0.193257758818981	0	0.630011794487285	2.89780712413696e-08	1	0.302156936017931		0
E9Q414_Apolipoprotein B-100	proteomics_plasma	MX2	sp|E9Q414|APOB_MOUSE	Apolipoprotein B-100  OS=Mus musculus (Mouse) GN=Apob PE=1 SV=1	E9Q414	-0.123862830806342	0.193257758818981	0	0.211521386110363	0.00865556856047704	1	1.21357067791429		0
P43025_Tetranectin	proteomics_plasma	MX2	sp|P43025|TETN_MOUSE	Tetranectin  OS=Mus musculus (Mouse) GN=Clec3b PE=1 SV=2	P43025	-0.118227817989709	0.193257758818981	0	0.493004756932002	9.60924443680561e-07	1	1.00786868912967		0
P42703_Leukemia inhibitory fact.	proteomics_plasma	MX2	sp|P42703|LIFR_MOUSE	Leukemia inhibitory factor receptor  OS=Mus musculus (Mouse) GN=Lifr PE=1 SV=1	P42703	-0.184104941824785	0.198022708549458	0	0.426382976472691	0.000829927713487228	1	1.42404020582017		0
Q8K1I3_Secreted phosphoprotein .	proteomics_plasma	MX2	sp|Q8K1I3|SPP24_MOUSE	Secreted phosphoprotein 24  OS=Mus musculus (Mouse) GN=Spp2 PE=1 SV=2	Q8K1I3	-0.165028490301083	0.198022708549458	0	0.424606688055974	0.00032422560876648	1	1.49493271806513		0
Q80YC5_Coagulation factor XII	proteomics_plasma	MX2	sp|Q80YC5|FA12_MOUSE	Coagulation factor XII  OS=Mus musculus (Mouse) GN=F12 PE=1 SV=2	Q80YC5	0.161184955309004	0.198022708549458	0	-0.199914213697195	0.0543268538120735	0	1.25287138238717		0
P15535_Beta-1,4-galactosyltrans.	proteomics_plasma	MX2	sp|P15535|B4GT1_MOUSE	Beta-1,4-galactosyltransferase 1  OS=Mus musculus (Mouse) GN=B4galt1 PE=1 SV=1	P15535	0.224813631940989	0.198858601294052	0	-0.111636313094177	0.434880705940651	0	1.47206983999031		0
P52480_Pyruvate kinase PKM	proteomics_plasma	MX2	sp|P52480|KPYM_MOUSE	Pyruvate kinase PKM  OS=Mus musculus (Mouse) GN=Pkm PE=1 SV=4	P52480	0.219108321737529	0.198858601294052	0	0.164821796203476	0.284760926769561	0	1.40749886774973		0
P97298_Pigment epithelium-deriv.	proteomics_plasma	MX2	sp|P97298|PEDF_MOUSE	Pigment epithelium-derived factor  OS=Mus musculus (Mouse) GN=Serpinf1 PE=1 SV=2	P97298	-0.103604551440263	0.198858601294052	0	-0.104669460001503	0.116876607645725	0	1.30299301145254		0
Q61702_Inter-alpha-trypsin inhi.	proteomics_plasma	MX2	sp|Q61702|ITIH1_MOUSE	Inter-alpha-trypsin inhibitor heavy chain H1  OS=Mus musculus (Mouse) GN=Itih1 PE=1 SV=2	Q61702	0.120152765668553	0.20197789968977	0	-0.0677664164347576	0.392387008502503	0	1.53153897685811		0
P09803_Cadherin-1	proteomics_plasma	MX2	sp|P09803|CADH1_MOUSE	Cadherin-1  OS=Mus musculus (Mouse) GN=Cdh1 PE=1 SV=1	P09803	1.27102121528379	0.202459634731859	0	-0.0598755892083531	0.910060388519536	0	1.39805326349234		0
Q8K0E8_Fibrinogen beta chain	proteomics_plasma	MX2	sp|Q8K0E8|FIBB_MOUSE	Fibrinogen beta chain  OS=Mus musculus (Mouse) GN=Fgb PE=1 SV=1	Q8K0E8	-0.452140116913412	0.206392950882167	0	-0.190240488329582	0.620815089338945	0	1.19730796093552		0
P00687_Alpha-amylase 1	proteomics_plasma	MX2	sp|P00687|AMY1_MOUSE	Alpha-amylase 1  OS=Mus musculus (Mouse) GN=Amy1 PE=1 SV=2	P00687	-0.171427651507422	0.206392950882167	0	-0.160054605929357	0.165900549698585	0	1.13082578918268		0
P61982_14-3-3 protein gamma	proteomics_plasma	MX2	sp|P61982|1433G_MOUSE	14-3-3 protein gamma  OS=Mus musculus (Mouse) GN=Ywhag PE=1 SV=2	P61982	0.512485952624083	0.207253528818935	0	0.161191462863918	0.71903678004957	0	1.56945745992709		0
P41317_Mannose-binding protein C	proteomics_plasma	MX2	sp|P41317|MBL2_MOUSE	Mannose-binding protein C  OS=Mus musculus (Mouse) GN=Mbl2 PE=1 SV=2	P41317	-0.129056842851242	0.207253528818935	0	0.705633117416998	7.49211649513021e-08	1	0.972617898164964		0
