variableMetadata	MT	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	Bio	Blanc	QC	isotopes	adduct	pcgroup	name	formula	monoisotopic_mass	chebi_id	hmdb_id	kegg_id	pubchem_id	inchikey	inchi	kegg_pathway_family	kegg_pathways	kegg_subpathways	annot_level	annot_confidence	standard
M85.9996T2.6	M86T3	85.99964906	85.99959425	85.99992883	156.1999075	143.655635	168.9746868	17	7	3	7			2584															
M85.9997T8.42	M86T8	85.99966071	85.99952622	85.99999428	505.370641	487.4567803	513.8610318	67	42	3	21			1051															
M85.9997T24.51	M86T25	85.99966998	85.99954412	85.9999658	1470.640619	1445.401111	1492.464133	67	42	3	21			2174															
M85.9997T20.28	M86T20	85.9996751	85.99955762	85.99991991	1216.617173	1210.843392	1231.890071	54	36	2	16			30															
M85.9997T1.06	M86T1	85.99968335	85.99955404	85.99991587	63.79128383	51.70088149	67.01365911	11	3	3	3			2488															
M85.9997T22.2	M86T22	85.99968348	85.99956479	85.99991426	1331.801222	1314.971391	1345.987797	20	13	3	3			2553															
M85.9997T9.5	M86T9	85.99969229	85.99967231	86.00002273	569.7577968	559.4292425	583.8790959	6	1	3	2			1419															
M85.9997T10.61	M86T11	85.99969738	85.99956184	86.00002254	636.3661907	625.2872784	654.543378	15	8	3	4			34															
M85.9997T21.07	M86T21	85.9997007	85.999621	85.9999652	1263.938553	1255.189455	1278.490646	11	3	3	5			1967															
M85.9997T18.88	M86T19	85.99970859	85.99967705	85.99994228	1132.747257	1126.456535	1144.301705	5	0	3	2			2517															
M85.9997T16.85	M86T17.1	85.99971875	85.99966932	85.9999308	1011.12767	1009.596369	1023.589914	7	1	3	3			1991															
M85.9998T4.21	M86T4.14	85.99983951	85.99876289	86.00586285	252.7669685	239.3810206	290.8032028	61	34	3	18			1															
M86.0129T4.25	M86T4.15	86.01287804	86.00951183	86.01752311	254.9124433	240.3717346	264.2429163	43	30	0	11			1															
M86.0248T8.93	M86T9.1	86.02483235	86.02474783	86.02517932	536.0881743	533.0099084	539.4966084	13	3	3	7			778															
M86.0248T4.21	M86T4.16	86.02484789	86.01872435	86.02815104	252.5303128	240.6096932	263.3579256	49	30	0	17			1															
M86.0249T9.89	M86T10	86.02487619	86.02482689	86.02517251	593.5359268	591.814574	603.1277643	5	0	3	2			1891															
M86.0249T20.08	M86T20.1	86.02488464	86.02476555	86.03314735	1204.670083	1197.657893	1208.150448	22	12	3	7			30															
M86.025T7.42	M86T7	86.02495724	86.02482246	86.025256	445.2964588	441.8768523	451.0025232	62	42	0	20			3															
M86.0329T7.9	M86T8.1	86.03293759	86.03280588	86.03326644	473.721798	473.2535476	479.4487419	5	1	3	1			140															
M86.0374T7.19	M86T7.1	86.03742708	86.03732574	86.03775911	431.6586933	429.9862536	434.6134599	52	34	3	15			224															
M86.0379T4.23	M86T4.17	86.03788858	86.03371415	86.04286134	253.9073451	242.5613621	263.7999375	42	26	0	16			92															
M86.0685T4.22	M86T4.18	86.06854435	86.06376211	86.07354067	253.4872938	240.8599593	262.2315322	42	27	0	15		[M-H+Cl]2- 138.169	1															
M86.0942T4.22	M86T4.19	86.09421508	86.08880735	86.0985985	253.3751884	239.784178	262.4748185	36	19	0	15			93															
M86.1436T4.25	M86T4.20	86.14362029	86.13909349	86.14826057	255.079311	244.5381319	262.4748185	42	30	0	12			1															
M86.1635T4.24	M86T4.21	86.16354441	86.15899716	86.16781566	254.194526	242.4741965	262.0327309	42	25	0	15			94															
M86.2044T4.23	M86T4.22	86.20443271	86.19865828	86.20838192	253.9696363	242.075187	263.3579256	44	30	0	14		[M+Cl]- 51.2366	1															
M86.227T4.22	M86T4.23	86.22697041	86.22363895	86.23318497	253.135222	242.1510025	262.2315322	49	34	0	14		[M+Cl]- 51.2598	1															
M86.2495T4.23	M86T4.24	86.24949209	86.24418694	86.25289706	253.9453728	241.3301503	263.3579256	40	23	0	15			95															
M86.264T4.23	M86T4.25	86.26399395	86.25881926	86.26822978	253.9096839	242.7894053	264.637596	49	29	0	19		[M-H]- 87.2727	1															
M86.283T4.23	M86T4.26	86.28304641	86.27891883	86.28849401	253.5760016	241.809746	262.4748185	49	33	0	16			1															
M86.2978T4.22	M86T4.27	86.29778599	86.29371357	86.30362083	253.4275407	238.479736	262.9158869	44	33	0	10		[M+Cl]- 51.3358	1															
M86.3134T4.23	M86T4.28	86.31340612	86.30872013	86.31844408	253.6173112	240.3139268	261.4895463	45	30	0	14		[M+Cl]- 51.3358	1															
M86.3247T4.24	M86T4.29	86.32473622	86.31961434	86.32860681	254.1192114	238.9433917	264.2429163	42	26	0	15			1															
M86.343T4.23	M86T4.30	86.34295174	86.33873515	86.34861256	253.7608588	241.3301503	263.3579256	43	31	0	11		[M-H]- 87.3555	1															
M86.3534T4.23	M86T4.31	86.3534269	86.34888836	86.35833925	253.9453728	242.3115381	261.7918106	42	26	0	16		[M-H]- 87.3555	1															
M86.3782T4.22	M86T4.32	86.37820814	86.37381299	86.38332678	253.4179613	235.9709615	264.1843064	46	31	0	12			1															
M86.4192T4.22	M86T4.33	86.4191532	86.41409213	86.42338836	253.4173739	241.3301503	260.4500155	40	24	0	16		[M+Cl]- 51.4582	1															
M86.4329T4.23	M86T4.34	86.43294618	86.4286797	86.43760709	253.5832294	240.118755	261.7918106	49	32	0	16		[M+Cl]- 51.4582	1															
M86.4478T4.22	M86T4.35	86.44779529	86.44382027	86.45345957	253.0134505	240.3056935	262.4748185	48	31	0	15		[M-H]- 87.4626	1															
M86.4628T4.24	M86T4.36	86.46278993	86.45895421	86.46846764	254.2247963	239.5431675	262.0780475	48	32	0	16		[M-H]- 87.4626	1															
M86.4783T4.21	M86T4.37	86.47827834	86.47380115	86.48326666	252.8119409	238.90716	262.4748185	42	24	0	18		[M-H]- 87.4913	1															
M86.4898T4.23	M86T4.38	86.48979803	86.48418501	86.49349781	253.8381821	244.2362219	261.7918106	47	32	0	15		[M-H]- 87.4913	1															
M86.5131T4.21	M87T4	86.51307168	86.50864205	86.5185897	252.8833377	237.13138	262.8119611	44	27	0	16			1															
M86.5168T8.68	M87T9	86.51677968	86.51665788	86.51709488	520.8893473	518.8342635	522.9496469	54	33	0	21			1296															
M86.5335T4.23	M87T4.1	86.53353174	86.5287559	86.53795238	253.5760016	241.3493107	263.1098488	45	33	0	10		[M-H]- 87.5483	1															
M86.5486T4.24	M87T4.2	86.54859728	86.54376697	86.55357196	254.194526	241.3301503	263.7999375	48	31	0	15		[M-H]- 87.5483	1															
M86.5777T4.23	M87T4.3	86.5777237	86.57375776	86.58360132	253.8263132	240.3593191	262.4748185	47	32	0	14		[M-H]- 87.5905	1															
M86.5887T4.23	M87T4.4	86.58868177	86.58384606	86.59344435	253.6487316	243.5485071	263.7999375	44	31	0	13		[M-H]- 87.5905	1															
M86.6039T4.23	M87T4.5	86.6039264	86.59901564	86.60860515	253.7073104	233.2829119	263.3579256	46	29	0	15		[M+Cl]- 51.6393	1															
M86.6131T4.22	M87T4.6	86.61311286	86.60906011	86.61853898	253.1287981	230.5203564	261.5952411	39	23	0	15		[M+Cl]- 51.6393	1															
M86.6288T4.24	M87T4.7	86.62881167	86.62395717	86.63349888	254.26618	240.2010092	262.2315322	47	29	0	17			1															
M86.6639T4.25	M87T4.8	86.66393485	86.65899366	86.66814994	254.8323689	241.3493107	261.3480839	48	31	0	17			1															
M86.675T4.2	M87T4.9	86.67496555	86.66869829	86.67829583	252.2344642	238.6469657	259.8190077	39	24	0	15			76															
M86.6881T4.22	M87T4.10	86.6881385	86.68396676	86.69297682	253.1671474	237.5049413	260.8961767	45	29	0	15		[M+Cl]- 51.7246	1															
M86.6987T4.25	M87T4.11	86.69873476	86.69364694	86.70356222	254.9202809	242.6719381	261.7918106	45	28	0	17		[M+Cl]- 51.7246	1															
M86.7138T4.21	M87T4.12	86.71380722	86.70880172	86.71861314	252.8923344	241.3493107	261.9134856	47	29	0	17		[M+Cl]- 51.7462	1															
M86.7379T4.22	M87T4.13	86.73786194	86.73363586	86.74347767	253.1377392	240.3717346	258.9390008	46	30	0	16		[M-H]- 87.7532	1															
M86.754T4.22	M87T4.14	86.75402326	86.74873701	86.75847257	253.3913582	240.0543455	263.3579256	45	31	0	13		[M-H]- 87.7532	1															
M86.7793T4.22	M87T4.15	86.77930323	86.77374033	86.78345677	253.4850843	241.3493107	262.4748185	44	30	0	14		[M+Cl]- 51.8068	1															
M86.8136T4.22	M87T4.16	86.81355843	86.80910291	86.81848177	253.2893058	241.3301503	263.3579256	44	28	0	16		[M-H]- 87.8259	1															
M86.8238T4.23	M87T4.17	86.82375227	86.81888221	86.82859071	254.0586303	241.6668155	261.3480839	46	30	0	15		[M-H]- 87.8259	1															
M86.8431T4.23	M87T4.18	86.84305759	86.83876586	86.8482886	253.6604891	239.305454	262.9158869	46	27	0	18		[M+Cl]- 51.8731	1															
M86.8587T4.21	M87T4.19	86.85866254	86.85407585	86.8631814	252.5549137	234.6429589	260.8380737	42	23	0	16		[M+Cl]- 51.8936	1															
M86.8688T4.22	M87T4.20	86.86877476	86.86366258	86.87288123	253.251208	242.1461596	260.6331998	45	31	0	12		[M+Cl]- 51.8936	1															
M86.8842T4.24	M87T4.21	86.8841554	86.87900398	86.88843831	254.1604029	242.3115381	260.0265686	45	28	0	16		[M+Cl]- 51.9206	1															
M86.8983T4.22	M87T4.22	86.89825115	86.8940423	86.903224	253.2563381	237.9952779	262.4748185	47	29	0	17		[M+Cl]- 51.9206	1															
M86.918T4.23	M87T4.23	86.91799337	86.9136672	86.92336538	254.0714792	235.9709615	264.1843064	46	29	0	16		[M+Cl]- 51.953	1															
M86.9287T4.23	M87T4.24	86.92870868	86.92364885	86.93355057	253.7074855	237.5523501	263.3579256	48	33	0	12		[M+Cl]- 51.953	1															
M86.9397T4.24	M87T4.25	86.93971614	86.93409659	86.94359688	254.1901621	239.8786599	263.3579256	44	26	0	16			1															
M86.9535T4.23	M87T4.26	86.95347325	86.94870747	86.95860998	253.6408432	240.8599593	263.3579256	42	26	0	16		[M+Cl]- 51.9888 [M+Cl]- 51.9888	1															
M86.963T4.23	M87T4.27	86.96299329	86.95881813	86.96857941	253.9810616	232.8976814	262.5084383	47	29	0	16		[M+Cl]- 51.9888 [M+Cl]- 51.9888	1															
M86.9744T4.21	M87T4.28	86.97435526	86.96868765	86.9785484	252.8121847	241.3301503	262.6712089	45	30	0	14			1															
M86.9942T4.23	M87T4.29	86.99419039	86.98883444	86.99835651	253.9356761	238.8426751	263.3579256	58	35	0	18		[M-H]- 88.0092	1															
M87.0088T2.97	M87T3	87.00880097	87.00870165	87.00912784	177.9679873	176.5935148	179.3981769	56	39	1	16	[7][M]-	[M-H-C4H8]- 144.082	22															
M87.0088T7.92	M87T8	87.00880286	87.00867499	87.00914347	475.0568831	469.9765468	478.9915602	66	42	3	21	[6][M]-		2															
M87.0088T8.94	M87T9.1	87.00880612	87.00868632	87.00915307	536.1380116	508.2424315	545.4030003	43	24	3	12			10															
M87.0088T15.03	M87T15	87.00882237	87.00871738	87.00916303	901.7901564	884.7119145	918.9111776	53	36	2	13			1581															
M87.0088T4.22	M87T4.30	87.00882455	87.00871407	87.01348812	253.257397	232.354745	263.3579256	72	42	0	21	[8][M]2-		1															
M87.0088T12.32	M87T12	87.00882846	87.00870959	87.00915511	739.4912475	724.7683429	761.9772306	53	33	2	12		[M+Cl]- 52.0366	14															
M87.0088T20.14	M87T20	87.00883512	87.00870213	87.00911641	1208.263641	1204.703758	1209.66486	66	42	3	21		[M-H+HCOOH]- 42.017	30															
M87.0088T9.86	M87T10	87.00884457	87.00866165	87.00916	591.4698755	579.0170337	598.2693221	45	31	3	11		[M-H-CO2]- 132.006	1884															
M87.0201T2.7	M87T3.1	87.02007411	87.01997812	87.02039706	162.254241	160.7116722	163.759851	63	42	0	21		[M-H-C4H8]- 144.082	22															
M87.0201T6.68	M87T7	87.02008859	87.01996604	87.02042952	400.7780901	397.1951461	407.4609145	65	41	3	21			561															
M87.0201T20.01	M87T20.1	87.02010077	87.01996036	87.02032764	1200.708632	1197.578055	1205.35737	14	5	3	6		[M-H+HCOOH]- 42.017	30															
M87.0215T4.23	M87T4.31	87.02150121	87.0194203	87.02852126	253.708936	231.9687351	262.4748185	61	40	0	20			1															
M87.0326T9.5	M87T10.1	87.03257725	87.03243337	87.03290944	570.1276961	568.855439	571.5164951	62	42	0	20			17															
M87.0339T4.22	M87T4.32	87.03385531	87.02910169	87.03833719	253.4182546	234.8085443	261.2533421	46	30	0	15			77															
M87.0452T8.24	M87T8.1	87.04516893	87.04505878	87.04549452	494.6274998	492.0872597	496.5989873	66	42	3	21	[9][M]-		15															
M87T3.2_Isobutyric.acid	M87T3.2	87.04520138	87.04510394	87.04553059	152.9654139	150.075424	156.822384	65	42	2	21		[M-H-CH2]- 102.067	25	Isobutyric acid	C4H8O2	88.05243	CHEBI:16135	HMDB01873	C02632	CID6590	KQNPFQTWMSNSAP-UHFFFAOYSA-N	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	Microbial Metabolism	Microbial Metabolism	Microbial Metabolism	2	a,b	
