dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X517f	X518f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W622f	W623f	W625m	W627m	W628m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L854f	L859m	L862f
P01029_Complement C4-B	28.4192766568251	28.7770794952875	28.1433631270063	28.3725478674481	28.5323913609441	28.2713755400705	28.6156207696951	28.4393874339131	28.4731086842237	28.3999243213616	28.9076573885579	28.1171739790549	28.3700185915708	28.4932502945293	28.3628770166541	28.786251976628	28.5890755020695	29.1431215941658	28.8527174179303	28.4824298424431	28.448399541525	28.6210998844287	28.2158956908754	28.7531859346605	28.4288079190819	28.1013516987786	27.2693096281005	28.718775124883	28.45269696838	28.2771498828455	28.3265774724785	27.9417262683364	28.4056147791469	28.7904073646976	28.6092869708458	28.1536808229964
P20918_Plasminogen	30.0243603767853	30.1176470642602	30.0266044880981	29.9516482745276	29.9021560181907	29.9309271488122	30.0462757370015	30.1174676145423	29.9400542929748	29.9861672005998	30.125624566591	30.0459932342892	30.0840046407408	29.9950451079986	30.0075519081056	30.0915587066432	30.0696139855869	30.0138094291734	30.0178667705797	30.0853601267893	29.9940696470171	30.1280376003223	30.0976711403798	29.9494303637757	30.0259027863956	30.035554745879	29.8916744180442	30.0374418872278	29.992399448825	30.0532481204169	30.0872582280864	29.7933248794176	29.8513555033534	30.0137724639884	30.0645913118653	29.9299483248274
P06909_Complement factor H	28.6465379459163	28.5235873195363	28.376880782569	28.1796069382328	28.6348244522091	28.5041787642849	28.5513367514308	28.5310286019323	28.3803352854552	28.6753625922755	28.6165518724232	28.7684943020356	28.7697375803671	28.8240771433779	28.7542018546327	28.6856025985538	28.6424090488475	29.1485147518211	28.6805449585704	28.7738651014096	28.5200608703431	28.7916700604795	28.7233240981709	28.8713686312981	28.6154591288389	28.4331489833985	28.5034176673217	28.3296321235284	28.5082651986991	28.4600186167038	28.6310560164806	27.8842771131113	28.4924169057928	28.6267185598588	28.4750379742275	28.2761464188856
Q8K0E8_Fibrinogen beta chain	29.1528630427233	29.6408875513001	28.9480316383892	29.3865269386616	29.7674871879987	29.5385619485455	30.036726325077	29.8932108803157	29.8810741812508	29.4311107730094	28.7312539723657	30.1689811577267	29.9933858010665	29.9513039268646	30.4015062369046	30.0158698045309	29.8263152387483	30.8088781787301	30.9456880659534	29.7089989110323	29.4488229684498	30.8031205944662	29.0844486629423	29.2306193208006	29.7836390398621	28.9878171350735	28.652298599672	29.667834755765	29.6519400733469	28.9117515700022	29.2058177048025	30.3545232753008	29.2757242671034	29.6970198279041	30.6337254040084	29.2613941064106
A6X935_Inter alpha-trypsin inhi.	29.198080334762	28.8236111690308	28.7769891685121	28.7081193024585	29.2870656987426	29.2766590280045	29.4920106085517	29.2501415295695	28.8452563988279	28.9017409230639	29.3727825807899	29.2080906940641	29.1964918189212	29.0584289583637	29.2519580754308	29.2165103840358	29.1993537837595	29.3986647663039	28.5475768433605	28.6692182354746	28.54048624656	28.871889825582	29.067214247205	29.1835879838731	28.5592487075727	29.1046614544833	28.8003995179368	28.929668641996	28.6853159989259	28.7661591510426	28.7531899140559	29.3117815691113	29.2427839308574	29.1418944625599	28.8812253559024	29.1180440887663
P06728_Apolipoprotein A-IV	30.5567710142649	30.7557822478437	30.9864527226333	30.7964316930143	30.4957207426821	30.333465762397	30.2372321385097	30.379239931439	30.2978243306316	30.1558577116739	30.1842099345823	30.2706122900727	30.1517670967486	30.1876627247885	30.3680372019569	30.5037354968715	30.163869988911	30.2652955520088	30.5203384834246	30.2219462293488	29.9539773986993	30.2905898262226	30.3108196616838	30.0740431121264	30.708888016023	30.4502653415233	30.5682813438162	30.7641159406964	30.6141819784295	30.7408152725024	30.6639258041891	30.5966756839396	30.4302295890899	30.5159871917347	30.3256307350621	30.4998917382596
P19221_Prothrombin	28.7782358807672	29.0109888384397	28.9427288105656	28.812744116311	28.9094240820091	28.8046165230709	28.7484532030298	28.8915241489997	28.8491274023139	28.8558476877603	28.8884680039596	28.9426665355848	28.9943785582471	28.917964212838	28.9528412942341	28.9472631791651	28.9772109977587	28.9713228730546	28.9623313009495	28.9958182064185	28.7514262729003	29.0610477794539	28.8557088460591	28.8317173039205	28.9386296641461	28.9083262801175	28.6371980816593	28.9592215137859	28.8686688503828	28.8896024592367	28.9101220821262	28.7928090567689	28.6967458861498	29.0503565214241	28.9781038072302	28.6980088529789
E9PV24_Fibrinogen alpha chain	29.1725045738908	29.6073298621848	29.0340286734245	29.3470672515376	29.6593028225496	29.4725597110965	30.0332675523549	29.826452088931	29.883551391418	29.4160211196308	28.5814281738053	30.1934190287128	29.9244861554502	29.7469600633371	30.3292602450096	30.0932669963856	29.7451358410975	30.6096210880919	30.8169005444722	29.6070644305311	29.3541967766304	30.6046303671452	28.9998491633303	29.099411542599	29.6568693258442	29.0628615496838	28.6755217510983	29.6897042467899	29.7028331061244	28.8478010814627	29.1473066428762	30.3867388684856	29.325483201547	29.6303109019224	30.5416841601801	29.340631823721
P28666_Murinoglobulin-2	20.0898747255897	20.9918582846492	20.6484082745323	20.858914472038	19.2790925000942	19.8406402245553	20.6887558127654	19.0409336490543	20.4863007060411	20.4016709336261	19.9265540736432	20.5684757274357	20.3708415668531	20.3804787684848	20.4448970973485	20.2501914175727	18.7925790259697	20.5429576915229	21.1301346987635	21.5017102584949	17.752185399067	21.0370889276274	20.44833803851	18.6699111990722	20.9720816913546	19.3529844287195	20.0281413038366	21.0783876655159	21.0469872454307	21.1138465886455	20.9247419273337	19.2996637308739	20.5980411381662	17.3942424484186	20.8119831598129	20.2507856028715
P13020_Gelsolin	29.3230515983277	29.1251898861827	29.0071393638058	28.8801952991324	29.3552436786264	29.2169712320925	29.1330219255074	29.3319440499513	29.1537956895592	29.1165617820471	29.2779940804312	29.2402002957798	29.3463031159222	29.2823811946737	29.3197367483727	29.3658639880397	29.2602625948464	28.6981735892592	29.0769157155064	29.2729298672451	28.9228249124083	29.0561367474867	29.438244893642	29.1852963422852	29.0972829379406	29.2773374934692	29.3242570605028	29.1097039449713	29.1448127199524	29.137079477298	28.9904013465073	29.5726816093299	29.2618029719329	29.3434329806834	29.1661692135377	29.5677703240077
Q9DBD0_Inhibitor of carbonic an.	27.9997092340297	28.4080485071703	28.2637083344026	28.2480162899668	28.1598567121656	28.0325472259263	27.983607654531	27.9824443438331	28.1197985633714	28.1261212063966	28.2511336152968	28.1528464905683	28.1423666796493	27.9860846326169	28.1538986442778	28.1061894265845	28.0451510613419	28.1024686633153	28.4224207935149	28.3331404696017	28.1719076303609	28.1950860468311	28.1324953366717	28.0573271087561	28.3632700127218	28.0997998147205	27.9096300843818	28.3573325212822	28.2860313088763	28.3271279983183	28.255944715025	28.1015480715497	27.9830760587505	28.0876876556409	28.2538975334652	28.0833260951749
Q61702_Inter-alpha-trypsin inhi.	27.7286256576653	27.9596673545564	27.9619029701418	27.8845185976628	27.9251942970324	27.7878096203975	27.7879909106329	27.9631534421188	28.1727587837099	28.176634584581	27.9375474054058	27.9138766040824	27.9004107098614	27.7613310778545	27.9074572474043	27.8738034227664	27.8473272226891	27.6071672896811	27.6565104062335	27.821682129289	27.8761525022328	28.0432631351788	27.7030167315965	27.7365959905057	27.8362830946683	27.7184949360955	27.7120287050498	27.8422907754871	27.8147388151602	27.9511953229119	27.9364073599337	28.1574423895037	27.7398733993748	27.8162933676638	28.1449278280988	27.7955349617853
P26039_Talin-1	23.9971351080582	23.3589776318282	24.9404568980517	24.5520665386863	22.184564241806	25.5573203054486	24.3105317964126	24.5284412333171	23.3694893865325	22.7093417478514	22.4753857445029	22.7417346244426	23.0315455679146	22.9197692472876	23.6570847438218	21.2124950493382	23.3630961930271	19.418446882912	21.1262562515082	23.6225513451871	23.7534355949509	21.6089620228449	23.4249054035552	24.201781130622	24.000112988177	24.6851710733366	24.8618141715445	23.1987627542935	24.2209335659347	23.5772953561213	23.8054295942977	20.8335463234815	24.6575571328102	23.6909574104559	20.771173581013	23.6839992618909
P35441_Thrombospondin-1	27.2893425207792	26.7585963330789	27.5688776334054	27.6207566716185	26.9569116563177	27.2972693640657	26.6869145619159	27.9362338172419	26.5604885259192	27.0186302855942	26.7007289375089	26.659277667193	26.5955146227331	26.484749400471	25.5101558015083	26.3257591798647	26.7416169603358	27.017575251244	25.6059569035311	26.6109003662323	27.1253007366092	25.4762768710733	27.0393330902367	27.1191144802033	26.7634499643369	27.417180487547	27.2367982972462	27.0442193327049	26.8426636820075	27.1799745225923	26.9594244189328	25.7498305639877	26.9536818241002	26.654911966438	25.476619769789	26.7280095453154
P04186_Complement factor B	28.789997227934	28.8159982800439	28.6890227459389	28.644892446393	28.8320284195473	28.8531660898255	28.7006234368317	28.7423103613564	28.6484577583722	28.6408561167062	28.9819944296914	28.8791681530438	28.7178496992746	28.7221281484438	28.8985604266632	28.9194398466625	28.8545141223693	29.0777103834721	29.0709349174761	28.9473899166283	28.8631281506072	28.9525854762945	28.8509230500388	28.9009842407268	28.9149353488915	28.7480206198825	28.7066394496079	28.8444802222575	28.8872698027577	28.8630713255083	28.8395752828699	28.7358551220775	28.8023561215464	28.7721507388037	28.6712416158448	28.6978168489303
O08677_Kininogen-1	30.5438072286948	30.3535540565953	30.3568369165205	30.2160385800626	30.5916023529552	30.5467915682875	30.5135679796943	30.537538113033	30.6110144378446	30.3879934971248	30.5691800906289	30.5595670763346	30.5647459778823	30.4844493644017	30.5603904479334	30.5253701397584	30.5274325005518	30.371067244134	30.3197284806332	30.4986217179487	30.1387066190964	30.5575624461602	30.5052330842003	30.3554137419115	30.4417584402133	30.5448583383856	29.7291923317357	30.4829551384853	30.521150030394	30.5296568106492	30.4509274206711	30.5951075465872	30.4534482406752	30.5485489000092	30.5573579380913	30.4965674632071
Q00897_Alpha-1-antitrypsin 1-4	28.5120096794389	28.6684610891359	28.8022824528358	28.6163349156785	28.9748081582472	29.0104241262473	28.6939536379401	29.0678034392811	28.7762226687955	28.7884730118805	29.0044601758164	28.7483031190511	28.8144278600207	28.7599131675024	28.789582895297	28.816265336446	28.9865997587602	28.2545174425506	28.7480626040486	28.8224242756748	29.1968446235163	28.8337039081709	28.8613989471573	28.5314094236947	29.0548892787334	28.8222864592891	28.3469459635797	28.6685599875005	28.7088913829799	28.9271570127721	28.6166837805334	28.8828074903836	28.3484653154767	28.8014304035537	28.668763173151	28.9538485750408
P22599_Alpha-1-antitrypsin 1-2	28.9478797267207	29.2739688539687	28.9276093456648	29.2915223147358	29.1736359670898	28.9928653151088	28.9927927224657	29.1124520746659	29.1896956368095	29.0381282854565	29.0490038037687	28.7628308117413	28.9552139998869	28.8666208161021	29.0798382630977	28.9995428836946	29.0299946964175	28.8264727462647	29.1601473293027	29.2738468096821	28.6201658949359	29.3867125598337	28.9526698950092	28.9064242867553	29.3464160711894	29.2442693161442	28.5981917909517	29.3611858724534	29.0582015198847	29.2175725994097	29.3051050074803	29.0522846214671	28.9643635204325	29.0120739401551	29.1087476081949	28.9196757898892
Q00623_Apolipoprotein A-I	32.0756903357387	32.4420711575661	32.7479650145817	32.3667308121732	32.1061017055018	32.2359806049802	32.2352581509038	32.2114528534534	32.3076605406632	32.4435554503202	32.2208209710933	32.2718042367522	32.1473083510551	32.0011406538458	31.9714422519277	32.0653689629886	32.053712976216	31.9534472924256	32.3542000056564	32.0148381122156	32.7060556225684	32.2509096136037	32.0449988712081	32.1194102541797	32.5088576833307	32.304490309048	32.4439519816552	32.5534824693304	32.6263262113937	32.6402727428335	32.5160268802618	32.0206319139548	32.281593893088	32.3136279085803	32.3237287984798	31.9997204151119
P32261_Antithrombin-III	28.4328804459694	29.0472326036558	28.2023139744722	28.3670160817845	29.1210719841207	28.9776991726589	28.6769996463686	28.4399119000218	29.0162398972462	28.4942089698132	28.7233222231109	29.1865806672967	28.9284739178077	29.0300224893963	29.5615467841747	29.3771823259926	28.9599144931624	29.3837902359267	29.5689467323265	29.2131511024809	28.7600554477791	29.6173911226826	28.510670617639	28.1032703573832	29.1780695394256	28.2223970894294	27.7142728773896	28.7621713399245	28.9527674591175	28.9377054368936	28.6590484174325	29.1748942991937	28.6181050653878	29.140515265075	29.4145546631899	28.1108627213223
Q61129_Complement factor I	27.9278237970262	27.7525823679994	27.683431900659	27.5508802707654	27.9936964133638	27.898333922293	27.8074480845084	27.7802369742726	28.0308922232603	27.9867796710123	27.9955596329057	27.9080498889756	27.918228518645	28.0124342658908	28.0219848917921	28.0029573042864	27.997768950679	27.8363049602436	27.778753531107	27.8177995131049	27.3265477120461	27.8359710647375	27.9086880928591	27.9809625274501	27.7375870399988	27.7806790270019	27.9765837007974	27.7424586028907	27.8048309584942	27.7995205661256	27.8676196066157	28.1113394723852	27.8223340205599	28.0067551175406	27.9419773049155	28.0947877523607
Q8BH35_Complement component C8 .	26.2161758291994	27.6769526379165	27.4106900704616	27.4804511274846	26.2139570710048	25.9909590658534	26.9294926613863	25.9740705561338	27.587087672164	27.7184454976629	26.3808515462636	26.6542855134745	26.2995604753394	26.3738468791815	26.3679643078031	26.3824595157257	26.1597372466186	27.7748937068915	27.7937789127411	27.7222709725369	27.4754155565518	27.4325131005979	26.272521865372	26.4966092742273	27.5743693591259	26.7719485122171	26.2862228453888	27.4420150760008	27.5429791750825	27.4161712792391	27.5659505290365	26.5329520321771	26.739887919738	26.0747250570076	27.7642918286779	26.6166407098235
Q91X72_Hemopexin	30.8585189988624	30.9694834885069	30.7768549726273	30.6815458747753	31.1670655760066	31.0485209648059	31.5223300943269	30.9595860857797	31.1822965952722	31.1554901065835	31.2040861626131	31.0457105096285	31.1275883762066	31.1286334642514	31.1607066948434	31.0766846498876	31.1783288500806	31.6722320609919	30.9482053722089	31.1796994125081	31.2889054907862	30.9175330647524	31.1870516274617	31.0975573427854	30.9297668711948	31.1118652445044	30.5849893297652	30.9637021284931	30.9117573291702	30.8909437837102	30.864813637082	31.0922614635154	31.1698597229949	31.0674781824886	31.1062701124886	31.1182263189189
O88783_Coagulation factor V	25.53701561064	25.4559995187388	25.4218077661044	25.2393540809366	25.5186489539916	25.4793893894215	25.4062626261872	25.5822099887048	25.5515621801132	25.4825073934894	25.5450342150767	25.5348397821881	25.5590524930045	25.4836986936424	25.6029714420539	25.5652882898379	25.5415764063999	25.8129344395827	25.3479821939918	25.6137196705345	25.3155230224339	25.5202761300625	25.568179618321	25.6438414404672	25.5051083951068	25.5545052437315	25.3932211459977	25.5550051798943	25.5938316160919	25.5455550002417	25.5489549842873	25.7850392234378	25.5074443124757	25.5710819496463	25.6639955990626	25.5107007958111
P26262_Plasma kallikrein	27.4120202213397	27.7325856397893	27.6207280389031	27.6383966919183	27.5143182032189	27.4382141765732	27.4934181606178	27.3119945157796	27.772457851463	27.6864315988975	27.6327825849284	27.5059088109703	27.5607561364442	27.5537051025179	27.5714867179987	27.6672850424633	27.5788466944035	27.2251123901941	27.671336652063	27.8192728011342	27.7857482830671	27.7928361576805	27.6486396599849	27.5562061917439	27.704340404277	27.4693212311891	27.3913103340558	27.7774920160258	27.7936437892612	27.8245403452452	27.5824059505407	27.5119016160354	27.456036629617	27.5029080234367	27.8275152179795	27.5020276142977
Q6GQT1_Alpha-2-macroglobulin-P	25.8225329050008	19.99088975906	19.8740477927143	20.2657954316011	25.2855270993206	25.0050477928237	25.2905112245074	25.3434683589208	20.2692885088133	20.6997922831087	24.6680270031186	25.5049178871688	25.7365864945997	25.3492715086338	25.2224318785308	24.8001720770469	25.1514469147465	18.7281815725037	19.7656984645568	20.2571024928741	21.6137855309266	19.9974429260649	24.2735497636618	25.7415205797002	20.7286312663491	25.1386196033043	25.332756658106	19.8018926462594	19.1488825809391	21.1361606838492	20.073635588092	26.0533227063015	25.7555784266793	25.5024996930649	21.3904690472723	25.9677136024928
P07758_Alpha-1-antitrypsin 1-1	18.333069720906	19.4162929421722	18.6966642962001	19.8357990774372	18.0217818159245	18.498945244875	18.6773480205405	19.2586280003595	22.7129147476828	20.2161318575965	17.1181179090131	17.6955194876769	18.2592748780884	19.4221949278422	18.1912972465177	17.809381407487	19.0059289342432	18.2234264153043	17.2209940890401	20.8130725687909	20.1759008207571	20.3375986236791	17.664272270491	17.7870737585782	19.8534389230373	18.2669843652518	17.1777338654556	19.9579720543028	17.6828837199577	17.5869865680318	17.0876455699447	17.6377872229011	17.8258913145735	17.2876525064629	20.1265475718308	17.8104274132543
P23953_Carboxylesterase 1C	30.7189891227813	30.3924901157826	30.3680218771664	30.2144981847411	30.8573149245697	30.833982565199	30.6662063374838	30.8773531341287	30.5395030608073	30.445014719534	30.9266973001589	30.7575591914279	30.8436651034308	30.6667258025992	30.9320361070881	30.9333147961194	30.7733130925174	30.0061536394342	30.3327401345788	30.2779484070853	30.107346877205	30.3186080393486	30.7906064239756	30.580871544738	30.3435139020412	30.813930681493	30.7208167378343	30.3545976587707	30.3035047135639	30.4943849040715	30.3724596574299	31.0269476994223	30.566341524585	30.7985556512639	30.5551808774334	30.9887980446152
Q61703_Inter-alpha-trypsin inhi.	28.0056067324843	28.0099541609088	28.1026850653173	27.8782737002379	28.119848103663	28.0721615602273	27.9524261336173	28.258181127775	28.4631465349168	28.3401538154024	28.220258307933	28.1217345914943	28.2037077965805	28.0124758689355	28.1756672572146	28.1827131959086	28.11131240657	27.6589364475392	27.7766552114298	28.0160228874797	27.8200999639027	27.9790794754275	28.0765600515147	28.1686407515027	27.9334359208831	28.0271492326059	28.1103700404429	28.0101017246541	28.0142726912617	28.0457085101997	28.028099300026	28.6054762400112	27.9588995843413	28.1484498938607	28.4296219145498	28.3630623626058
Q00898_Alpha-1-antitrypsin 1-5	24.9695267878622	29.597179752046	28.8221635124611	29.1110335991192	26.0880253778644	25.0154931513333	26.2008604498102	24.3982204844541	30.1194422346706	30.3600677030927	26.2462142010215	26.1899610077031	26.8973022548985	26.423775050595	26.4466038895822	26.4653734677553	26.3493629027737	29.7368443069027	29.9362050562086	29.7121827152812	29.3514095861713	29.1216835352245	26.9444356728477	27.4418441593649	29.0757268903435	26.9356394258881	25.930638452608	28.8818116964266	28.6237658642122	28.4065300654335	29.0742803184998	28.8696622714098	27.3913875651451	25.4721723300947	29.9937272463641	28.5804427180492
O89020_Afamin	28.5203267324202	27.9784625046104	27.9586674922593	27.8092297883122	28.4978741245887	28.6248830064235	28.3685702700832	28.5924703823472	28.1638905599657	28.2090543850854	28.481934894717	28.5833240665616	28.5946499041361	28.5281465706793	28.6724816702483	28.5682493306368	28.5573563019099	27.5822662758959	28.0307492962348	28.0420440699043	28.1276315103106	28.2322689637088	28.6124599896705	28.4732183298975	28.1271128710599	28.352434803638	28.4905847899036	27.9284831347087	28.1481778620902	28.2633524526868	28.1423041937859	28.26399008346	28.2394372679377	28.5241245137758	28.1602507551756	28.5505670243385
Q8VCM7_Fibrinogen gamma chain	28.9728806877996	29.4796511354104	28.8637245372862	29.0955739270719	29.6382569200892	29.4570018039766	29.9550980608708	29.5710780136801	29.7721295909361	29.2959140744567	28.6555943747376	30.0319543889323	29.8860968475284	29.555878423137	30.3078467263803	30.0324098439746	29.6544563018647	30.5289452757359	30.7344752009401	29.3743291132088	29.3586463722721	30.411220803642	29.0127544420181	28.9775508771949	29.7101283129971	28.7906160680082	28.2794150471881	29.5788059334985	29.561145977713	28.8627020496639	28.9995893329779	30.2595904160433	29.2254991589888	29.50952301665	30.4074957298796	29.1341094750266
P60710_Actin, cytoplasmic 1	21.8331960504767	21.2147534013792	21.8126462036129	21.5720178258699	21.007050200406	21.9735229970031	21.7735895760786	21.9140036616332	21.2867535986884	20.9558966748554	20.916619180262	21.1359118377901	21.2200079024592	21.8264285217526	21.327864948972	20.6287971570495	21.301959142692	20.4776506894608	20.3072201352679	21.5849371617214	20.515392218861	21.1495026218163	21.4630671875173	21.9173579650922	20.7981752172003	22.0749918669737	22.3233413749911	20.9378995441107	21.6128691720427	21.0624035856795	21.5067627684672	20.8443614474507	22.0469023424331	21.5405963282728	20.6591094090489	21.6228664344974
Q8K182_Complement component C8 .	26.1514103710835	27.5122372373906	27.3188902994021	27.2729290132096	26.0140417600798	25.8353373563485	26.7337129716725	25.7375852865301	27.3274139420387	27.5139248933803	26.3997290508671	26.4712532322491	26.2828609182702	26.1522970678334	26.2800211159259	26.3002268615844	25.9870461568075	27.7006760294075	27.7252453785893	27.5761263153621	27.4160697137639	27.2526384382519	26.2985250801856	26.4226604913449	27.4629083548478	26.5806101699726	26.4038725479282	27.3401394142857	27.3738444901692	27.2448234197851	27.3177249133938	26.2237075872542	26.6133796437206	25.9578959137147	27.5317984721147	26.4208580605804
P07759_Serine protease inhibito.	28.9312932588095	29.6398880371317	29.2477079382519	29.5666138578596	29.1539559927441	28.7550994711324	28.8267821829355	28.2988301705277	29.184439843116	29.3770395741602	28.7077125732012	29.1798881388177	29.1847030048171	29.4657793653998	28.9274677468978	29.0413535162111	28.8222636020879	29.6205920257444	29.6120549670568	29.6325976744462	29.4156619621039	29.4600721274432	28.8962093247711	29.3335258168311	29.6639298204709	29.0787495560168	29.2453408942148	29.4125584764738	29.5454061731584	29.525060029234	29.5675694628134	28.6798376448797	29.1777752124832	28.8032739529334	29.4088275323766	28.4026725096907
