variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M258.9824T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M259T1	258.982413884456	55.7755657137107		[M-H+CF3COOH]- 126.004	105	NA		-0.285500684110632	0.318433230705514	0	0.153253361020065	0.346443072750838	0	1.96945930328295		0
M175.9413T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M176T1	175.941252541641	72.0772373562738		[M-H]- 176.949	8	NA		0.219841020730415	0.318433230705514	0	0.0379857068695753	0.67066956703406	0	2.5854259793792		0
M131.0713T8.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M131T9	131.071326573557	516.269234456861	[31][M]-		192	NA		0.534023424038171	0.324244020310095	0	-1.15556167850776	5.86986382725195e-06	1	1.26679473419834		0
M568.9439T16.8_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M569T17.4	568.943917564818	1010.25197665921	[372][M]3-		677	NA		-0.266807448084244	0.324244020310095	0	0.194442760094871	0.160654320697164	0	2.20988193975265		0
M206.0823T9.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M206T9	206.082298224686	558.701843500781		[M-H]- 207.09	294	NA		0.367030485967536	0.32753282772965	0	0.586205408343217	0.00249222694153751	1	1.80783586676724		0
M181.0717T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M181T1.5	181.071747200086	54.4327067289273		[M-H-CO]- 210.075	105	NA		0.846965088898967	0.351283726603525	0	-0.512363624364649	0.291072777919879	0	2.13931859347656		0
M292.0723T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M292T1.1	292.072283515974	53.2396528436159	[141][M]-	[M+Cl]- 257.103	33	54	@M294.0694T0.9|-34S|-41K|-37Cl	-0.491801793861271	0.351283726603525	0	-0.100021784821585	0.645987577218019	0	2.10007086122074		0
M518.896T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M519T1	518.895982319192	43.0647962738309			90	NA		0.374714282588041	0.351283726603525	0	0.0526183686609389	0.736280965882152	0	2.30757434219227		0
M979.3872T0.8_3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M979T1.3	979.387193550556	47.7354237096001	[640][M+1]2-		18	NA		-0.277472265740521	0.351283726603525	0	0.473144831791807	0.000421912396857373	1	1.2626780992326		0.0130797191924866
M273.9602T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M274T1	273.960203830566	43.1353120914718			90	49	@M274.9571T0.7|-15N	0.256143699464333	0.351283726603525	0	0.0669944127329654	0.580914720801943	0	2.38173312556377		0
M836.3447T0.8_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M836T1.1	836.344739974727	48.181577217809	[568][M+1]2-		18	NA		0.21233552131001	0.351283726603525	0	-0.0790804098101923	0.603485272898274	0	2.14817275477644		0
M753.2408T15.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M753T15	753.240789119865	916.948000106916			1982	NA		-0.177165519597207	0.351283726603525	0	-0.130045660831849	0.13222224975757	0	2.06015704775414		0
M526.3513T15.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M526T16	526.351324336972	937.305156637848	[320][M]-		17	95	@M527.3548T15.6|-13C	-0.142442427274537	0.351283726603525	0	-0.543102010119194	5.55775201125812e-07	1	1.19539289642446		0
M162.839T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M163T1.1	162.839037149042	74.8907818359846			113	NA		-0.139178646511368	0.351283726603525	0	-0.156358205887337	0.0252045866006394	1	1.97356844905228		0
M388.9379T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M389T1.1	388.937874003416	43.0428736419814			90	NA		0.380426291585094	0.355362904630458	0	0.219213615560044	0.239534378280177	0	2.07342004923147		0
M292.9299T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M293T1	292.929919267056	43.1322603434953		[M+Cl+NH3]- 240.932	90	NA		0.335420254896645	0.381766647286093	0	0.0605180208431122	0.687013491860327	0	2.18763061694103		0
M877.4057T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M877T1.3	877.405705456631	47.3372035278198	[590][M+1]2-		18	NA		-0.304876523628598	0.389351395036321	0	0.270577772471887	0.100057304116598	0	1.88613111347832		0
M159.1026T9.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M159T9	159.102611785566	553.429986192815			194	NA		0.286342966476314	0.389351395036321	0	-0.232761329595109	0.137766186118797	0	1.91227153811289		0
M199.9413T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M200T1.2	199.941324497919	71.4626602402884		[M+Cl]- 164.977	8	NA		0.27609494523718	0.389351395036321	0	0.123803618371085	0.372240846925344	0	2.03961661981473		-0.0229039618792713
M232.9746T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M233T1	232.974608511456	71.812632152028		[M+Cl+NaCOOH]- 130.026	8	NA		-0.218163818165685	0.392102786790287	0	-0.221820935203615	0.0533440817729392	0	2.22643473897953		0
M552.3672T16	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M552T16	552.367196363654	959.807689166832	[349][M]-	[M+Cl]- 517.398	184	NA		-0.311724450231532	0.393306105416415	0	-0.0922400075358212	0.559234153294763	0	2.22389550011397		0
M117T7.1_2.Hydroxy.3.methylbutyri.	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	2-Hydroxy 3-methylbutyric acid  (alpha-Hydroxyisovaleric acid)	CHEBI:60645	2	a,b	M117T7.1	117.055711982173	424.703580932414			293	NA		0.641347979942143	0.397754828382174	0	-1.86363123935149	1.16156253703221e-07	1	1.04978380399716		0
M242.0799T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M242T1.3	242.079922220402	53.2176737068487	[109][M]-	[M-H-CH2]- 257.103	33	44	@M243.0833T0.9|-13C	-0.372040035933241	0.39908713438604	0	-0.157925133545692	0.408778588097232	0	2.01168560373478		0
M145.0142T1.2_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M145T1.3	145.01420607273	71.2274569312638			8	9	@M101.0243T1.2|+(CO2)	0.488747173430472	0.403780366937687	0	-0.493353433401328	0.058100596456671	0	1.87169330494586		0
M262.9761T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M263T1.1	262.976147862787	52.4319026994746	[124][M+2]-		33	NA		-0.217984982866398	0.403780366937687	0	0.296371437113885	0.0077329983412349	1	1.4951426052654		0
M147.0451T9.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M147T9	147.045118332434	558.714387349895			2319	NA		0.362489179564779	0.417692562916179	0	-0.105747522987388	0.734647079037461	0	1.91363351117327		0
M919.8867T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M920T1.1	919.886687024999	48.2322259876517			18	NA		-0.282298644704429	0.417692562916179	0	0.130449025726779	0.515363385675835	0	1.75136145138945		0
M128.9595T14.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M129T14	128.959496583459	854.765164524162			1159	NA		0.313711345581336	0.45122698311804	0	-0.403171044225266	0.0144862275544032	1	1.1751377633361		0
M173.9944T8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M174T8	173.994436306933	477.851581794233	[55][M+1]-		94	36	@M174.9874T8|-15N	0.979615243374136	0.451943141895547	0	-0.737703345333198	0.208421779279826	0	1.75984976590747	svm	0
M321.0439T10.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M321T11	321.043904930827	643.73743081995			2164	NA		0.828281046223289	0.451943141895547	0	-1.03264691635825	0.0187401025959073	1	1.78017190252872		0
M165.0557T9.3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M165T9	165.055733767196	558.728635140818			294	NA		0.505091249727553	0.451943141895547	0	0.140660707016162	0.605712489134796	0	2.05189457085462		0
M121T9_4.Hydroxybenzaldehyde	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	4-Hydroxybenzaldehyde	CHEBI:17597	2	a,b	M121T9	121.029485644015	531.479600710349	[23][M]-		182	22	@M122.0328T8.9|-13C	0.480410063011895	0.451943141895547	0	0.421218492431294	0.118129675705628	0	2.23091807927313		0
M199.8735T1.1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M200T1.1	199.873539262391	63.1565647193982			1918	NA		-0.32828870620896	0.451943141895547	0	-0.185509327504157	0.299395295300461	0	1.6837579308539		0
M261.9632T0.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M262T1	261.963209984411	54.0018194794324	[124][M+1]-		843	NA		0.285496750211802	0.451943141895547	0	0.00856540783357929	0.898551802770123	0	2.2410672997732		0
M622.0133T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M622T1	622.013344572903	47.2446520843575	[421][M+1]-		18	NA		-0.284908145403751	0.451943141895547	0	0.497460104458925	0.000857722883508468	1	1.24585459823538		0
M262.8572T10.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M263T10.1	262.85718177227	610.092684190986			1739	NA		-0.153684143602172	0.451943141895547	0	0.0630365882794504	0.600083522025172	0	2.05313596571322		0
M130T1.4_peptide	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	peptide		3	a,b	M130T1.4	130.087321848789	72.06722460279	[30][M]-		8	NA		-0.249392179737647	0.460059023950076	0	0.370801224550187	0.0053167383789297	1	1.36430641007174		0.0212485936722797
M158.0425T1_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M158T1.2	158.042547243019	59.3297902935001			2173	NA		0.281284167215556	0.470641238753657	0	-0.205321293606621	0.241239142955543	0	1.84968723455388		0
M270.2074T12.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M270T13	270.207439955113	767.637288391914	[127][M]-		1029	NA		0.268886221968019	0.470641238753657	0	0.0243378993412922	0.835254215000343	0	2.30972272800878		0
M180.0336T7.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M180T8	180.033581712636	451.982277825367		[M-H-C6H8O6]- 357.065	32	NA		0.259318849038804	0.470641238753657	0	0.289756876335556	0.0535865191368282	0	1.78070861088306		0
M157.863T1_1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M158T1	157.862955960907	59.3084860613038			2172	NA		0.0991976732247561	0.470641238753657	0	-0.0168457969152858	0.90474070934218	0	2.08442176993569		0
M129.0557T8.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M129T8	129.055661722718	501.196475253649	[29][M]-		1809	NA		0.627555298936251	0.478244215320689	0	-0.0689519005776429	0.967071913572821	0	2.1265292411611		0
M359.0483T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M359T1	359.048287923263	70.8025775490228			8	68	@M381.0301T1.2|-Na	0.543908729364912	0.478244215320689	0	-0.220013423959013	0.627847613916209	0	2.17859637692829		0
M96.96T2.1	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M97T2.1	96.959988867226	124.648261494738			109	NA		0.515862033001067	0.478244215320689	0	-0.323547568850936	0.35901764651333	0	2.03481651490716		0
M102.0279T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M102T1.1	102.0278775672	71.3064507701262	[7][M+1]-		8	9	@M101.0243T1.2|+13C	0.492742884834602	0.478244215320689	0	-0.497220427697522	0.0921648708873047	0	1.69994264654142		0
M260.2468T18	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M260T18	260.246848726531	1079.08396322827	[122][M+1]-		541	NA		-0.426619518910929	0.478244215320689	0	0.260596949089164	0.384172593139414	0	1.77340391991325		0
M202.9977T1.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M203T1	202.997745650989	71.8026652015674		[3M+2Cl]2- 112.018	8	NA		-0.39467789950125	0.478244215320689	0	0.18898559143258	0.537437673072209	0	1.9401766818095		0
M205.1963T18	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M205T18	205.196322951247	1079.09740514131			534	NA		-0.369401943371146	0.478244215320689	0	0.631558177060501	0.00231244010147503	1	1.40954657893621		0
M90.0278T1.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M90T1.1	90.0277869814517	82.7840479910946	[3][M+1]-		1999	NA		0.367202173688391	0.478244215320689	0	-0.19774961886873	0.471943300630115	0	2.03912212943784		0
M516.8972T0.7	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M517T1	516.897161486085	43.1336993029442			90	NA		0.357144684878987	0.478244215320689	0	0.110189933835152	0.58682407665617	0	2.12611232144659		0
M211.0974T13	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M211T13.1	211.097435507157	780.752427123582			1915	NA		0.342077547400635	0.478244215320689	0	-0.184886898091648	0.471943300630115	0	1.77982437269401		0
M113.0243T1.2_2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M113T1.5	113.024340334292	71.4135889795284			8	NA		0.329198858762281	0.478244215320689	0	-0.910506097216201	1.66985752394811e-06	1	0.983622272329523		0
M418.0512T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M418T1	418.051182955388	47.184186502803	[256][M+1]-		18	NA		-0.317823815866769	0.478244215320689	0	0.436024866600864	0.0136421816831526	1	1.24687537945735		0.13080287296143
M509.3442T16.5	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M509T17.2	509.344209497325	990.540457010916	[306][M+1]-		97	89	@M508.3408T16.5|+13C|@M569.3654T16.5|-(CH3COOH)|-(C2H4O2)|-CH3COOH	-0.300100786286098	0.478244215320689	0	0.380055510731236	0.0264008161326114	1	1.51141702997718		0
M987.3746T0.8_3	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M987T1.3	987.374611548683	47.8455891655675			18	NA		-0.236001976820546	0.478244215320689	0	0.283372741629003	0.0392503905771931	1	1.38432924596829		0
M857.8383T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M858T1	857.838330569804	47.1551263585427			666	NA		0.234199493547182	0.478244215320689	0	-0.00676229446617249	0.964240757852568	0	1.66240702659237		0
M148T1.1_L.Methionine	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	L-Methionine	CHEBI:16643	2	a,b	M148T1.1	148.043720542649	71.302701849294			8	NA		-0.227878981037369	0.478244215320689	0	0.256984686664385	0.0497653302420124	1	1.60833063121028		0
M485.0354T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M485T1.1	485.035416956192	47.1281506047621	[288][M]-		18	30	@M349.0606T0.8|+2(HCOONa)|@M417.048T0.8|+(HCOONa)|@M553.0227T0.8|-(HCOONa)|@M621.0103T0.8|-2(HCOONa)	-0.225893523468431	0.478244215320689	0	0.439751536744822	0.000342686420438234	1	1.15714857480172		0
M151.0763T13.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M151T14	151.076329847257	830.107411450272			1224	NA		-0.210925741203427	0.478244215320689	0	-0.159603662821068	0.204662552456534	0	1.65847304441274		0
M131T1.6_L.Ornithine	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	L-Ornithine	CHEBI:15729	2	a,b	M131T1.6	131.082554295268	54.6444154280761	[32][M]-		105	27	@M174.0884T0.9|-(NHCO)	0.201830114902959	0.478244215320689	0	0.204517051785428	0.0956993084579577	0	1.96604317424151		0
M542.74T15.2	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M543T15.5	542.739962829813	914.689567518876	[341][M+1]-		9	NA		-0.169251723210511	0.478244215320689	0	0.0041705771534204	0.959891590532018	0	1.97633862557636		0
M96.96T8.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M97T8.1	96.9599978217028	501.395845279922			1807	NA		0.166563361965389	0.478244215320689	0	0.0668016510531704	0.493071800700149	0	1.99954890097647		0
M466.3302T15.6	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M466T16.1	466.330194280228	937.337834001084	[273][M]-	[M-H-C5H8O4]- 599.368	17	NA		-0.138833497904333	0.478244215320689	0	-0.3959315451152	0.000100676952134841	1	1.25405507038064		0
M180.973T16.9	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M181T17.1	180.972965003175	1011.49895324594			1817	NA		0.134007603842521	0.478244215320689	0	-0.0318207071875918	0.828998437383947	0	1.89546174995242		0
M423.2754T12.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M423T13	423.2753513942	768.550696211232		[M-H-CO]- 452.278	180	NA		1.77666793218178	0.480232947750222	0	1.20309081845326	0.299395295300461	0	1.73235819814096		0
M264.9343T0.8	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			4		M265T1	264.934338651899	48.4523493189256		[2M-2H+K]- 113.997	18	NA		0.706661495739072	0.480232947750222	0	-0.914238959121928	0.0314767379984681	1	1.4635977908502		0
M279.1966T14.4	metabolomics_plasma_c18acquity_neg	LAT	c18acquity			NA		M279T14.1	279.196559837911	862.296693184584			1903	NA		0.66641059244119	0.480232947750222	0	-0.0871047277317594	0.953100460604971	0	1.84448341471309		0
M188T11_Indole.3.propionic.acid	metabolomics_plasma_c18acquity_neg	LAT	c18acquity	Indole-3-propionic acid	CHEBI:43580	2	a,b	M188T11	188.071690987761	662.270637997254			232	NA		0.574744374161803	0.480232947750222	0	-0.440951927867188	0.275165670902109	0	1.7422806354407		0
