variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M175.0237T1.18	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M175T1.5	175.023719021225	71.093481652551	[267][M]+		1	NA		0.508602192999534	0.0353686392355672	1	-0.0729854586350918	0.841327749913174	0	3.19661725241496		-0.261996695690896
M705.1962T9.38_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M705T9.1	705.1962	562.53774			7613	NA		1.13961866396926	0.0429348493707635	1	-0.0864313488885387	0.989762332936198	0	3.14724696417432		0
M124.0392T1.18_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M124T1.6	124.039177863329	70.9561424264316			1	NA		0.550834377948179	0.0429348493707635	1	0.580063334180172	0.000430560772272269	1	2.65512084654695		0
M335.9777T1.2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M336T1	335.977732121793	71.7090150254352	[848][M]+	[M+H-CH2]+ 348.988 [M+H-CH2]+ 348.988	1	NA		0.289958495971005	0.0561750682762926	0	-0.0464202588390634	0.817498164134325	0	3.314470321976		-0.385164811677343
M408.0467T1.19	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M408T1.2	408.046676521445	71.31615552684	[1110][M+1]+		1	NA		0.608891581786661	0.0563885495066612	0	0.376700601003392	0.0298993077472186	1	2.8712803685044		0
M215.0162T1.19_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M215T1.2	215.016206586669	71.2389690985848	[380][M]+	[M+Na+K-H]+ 154.07	1	NA		0.38808088445462	0.0563885495066612	0	0.0916139850710564	0.351255489460484	0	3.17685897686567		-0.315476168086405
M543.291T12.85	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M543T13	543.290975471941	771.000193302828	[1590][M+1]+		302	NA		0.965859811822627	0.065611260236729	0	-0.678722588599237	0.0328750069157981	1	2.83221940780564		0
M784.4183T9.67	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M784T10.4	784.4183	580.0266		[M+Na]+ 761.429	68	NA		-0.3512581145373	0.065611260236729	0	0.0665425876132932	0.76047481017877	0	3.04724811305097		0.196463051779083
M379.9677T1.18	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M380T1.2	379.967653950799	70.5424334538366		[M+Na+CF3COOH]+ 222.99 [M+Na+CF3COOH]+ 222.99	1	NA		0.815392068930695	0.0684618534107262	0	0.260824773647414	0.240699475611045	0	3.12043465088805		0
M524.2773T12.85	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M524T13	524.277333257842	770.922836640888			6932	NA		0.806901236272124	0.0684618534107262	0	-0.238634549831941	0.521965996125927	0	3.06560600013597		0
M407.0434T1.19	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M407T1.1	407.043420996465	71.3427804581634	[1110][M]+	[M+H]+ 406.037	1	NA		0.678648025692066	0.0684618534107262	0	0.301807562566172	0.118434789233371	0	2.95161368869133		-0.157968018898092
M639.9123T9.87_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M640T10.2	639.9123	592.0038		[M+Na]+ 616.915	68	NA		0.380482354304698	0.0785887571284269	0	0.129627345071478	0.226038373647958	0	2.65791718814021		0
M518.2881T12.85	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M518T13	518.28805198686	771.084602469558		[M+K]+ 479.325 [M+H]+ 517.282	302	NA		0.833388176264092	0.0940537031867281	0	-0.00103143914245685	0.868801975091681	0	2.92673289050211		0
M130.0651T9.61	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M130T10.2	130.065148168095	576.351267378496			68	NA		0.445011726053679	0.0940537031867281	0	0.3513655467417	0.0128241954710357	1	2.66722487032967		-0.0302054055057997
M998.3137T0.79	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M998T1.2	998.3137	47.249388		[M+H]+ 997.3	176	NA		0.431561200739349	0.0999958807953478	0	-0.0730128553233573	0.817816274754299	0	2.92934079839228		-0.13971059292572
M257.0745T1.01	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M257T1.4	257.074517961511	60.5400345585756		[M+Na]+ 234.085	164	NA		1.28316013798794	0.117793699322701	0	-0.661391786725815	0.184866766820602	0	2.7395290842058		0
M363.1629T18	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M363T18	363.162939356686	1079.80493112223	[944][M+2]+		194	NA		-0.252849242006235	0.117793699322701	0	0.118202407404201	0.245800934215704	0	2.97649705738285		0
M233.0922T9.22	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M233T9.2	233.092161689879	553.319567007676		[2M+Na+2K]3+ 299.191	385	NA		0.9968486171043	0.125260715076603	0	-0.869930260208394	0.0133422691040341	1	2.49354244699212		0
M310.1134T1.18	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M310T1.2	310.113431490537	70.5106660512408		[2M+Na+2K]3+ 414.71	1	NA		0.49195350683059	0.125260715076603	0	-0.0183221324092582	0.940791399117217	0	2.74229176167415		0
M278.1242T1.18_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M278T1.7	278.124236301344	70.8935157462396			1	NA		0.40560737478919	0.125260715076603	0	0.19526368350402	0.125607778562006	0	2.73502214816042		-0.00404688943525367
M314.1584T15.99_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M314T16.2	314.158412769789	959.48812271139	[768][M+2]2+		2704	NA		-0.341045972691521	0.125260715076603	0	0.14959292724115	0.297243625824821	0	2.80691345095426		0
M147.0446T1.19_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M147T1.6	147.044563943185	71.1557921309724			1	NA		0.31378649748774	0.125260715076603	0	0.182917703444122	0.072674726228609	0	2.6982060380225		-0.153444628246298
M210.0608T1.19	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M210T1.1	210.06081956723	71.2361498573652	[363][M]+	[M+K+NH3]+ 154.07 [M+K]+ 171.093	1	NA		0.459212468796608	0.125553623784998	0	-0.157568531726557	0.470913494281851	0	2.95443681305367		0
M858.6229T10.19_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M859T10.1	858.6229	611.3262			7469	NA		0.498909201784441	0.126339364039978	0	-0.129704057145643	0.649775945625904	0	2.86268590939853		0
M803.6471T10.14_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M804T10.3	803.6471	608.6532			9076	NA		0.540861307341265	0.140929457241014	0	-0.0926104134620935	0.826381363220571	0	2.46476085504569		0
M707.3644T9.44	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M707T9	707.3644	566.54856	[2145][M]3+		380	NA		1.05092241529438	0.152228545794923	0	-0.446041170556766	0.339520883243317	0	2.73524790779403		0
M275.1251T14.24	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M275T14.2	275.125051639078	854.465709871758		[M+K]+ 236.173	47	NA		0.494795154906758	0.152228545794923	0	-0.597725502921051	0.000668702861032428	1	2.17893934604361		0
M757.9016T9.87_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M758T10.2	757.9016	592.17222	[2275][M]+	[M+K]+ 718.941 [M+H-C6H10O5]+ 918.949	68	NA		0.272594036512103	0.152228545794923	0	0.235179049538429	0.0144724244814579	1	2.40527607699179		0
M683.0941T9.88_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M683T10.4	683.0941	592.69602		[M+H]+ 682.094	68	NA		-0.537726083046266	0.158533958885288	0	-1.75407347924972	5.643792316705e-09	1	1.32048867778141		0
M326.6302T8.83_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M327T9	326.630155700364	529.581437933402	[817][M]2+		156	NA		1.1402516057377	0.172748236343199	0	0.0451654750519257	0.818177317358981	0	2.56583612673191		-0.0674027237037591
M564.8009T9.77_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M565T10.1	564.8008822158	586.078086727762		[M+K+HCOOH]+ 479.823	68	NA		1.11286534038078	0.172748236343199	0	-0.466391891064706	0.366721220711969	0	2.64226104061215		0
M803.2346T10.29_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M803T10.16	803.2346	617.4222			8876	NA		0.464222137893563	0.172748236343199	0	-0.22991404241125	0.259969793769605	0	2.35153196319231		0
M139.0027T1.19_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M139T1.9	139.002651752256	71.31615552684		[M+H-CH2]+ 152.005 [M+H-CO]+ 165.995 [M+H-CO]+ 165.995	1	NA		0.425984533393203	0.172748236343199	0	-0.0651955623240852	0.863352662753124	0	2.91878469760146		0
M149.0808T0.87_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M149T1.7	149.080837435574	52.388513457431	[208][M+2]+		7	NA		0.288198394443269	0.172748236343199	0	0.273831057821978	0.0104801417578257	1	2.36288273551569		0
M475.2909T9.55_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M475T10.2	475.29092696397	573.036178239546	[1327][M]2+		68	NA		-0.287047501593596	0.172748236343199	0	-0.312063271138321	0.0036964996984083	1	2.23042197739318		0
M291.9513T1.55	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M292T2	291.951251422324	93.0342480569472			3674	NA		0.274503644590654	0.172748236343199	0	0.178756097265536	0.065691215065748	0	2.79538166689137		0
M618.4893T9.65_6	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M618T10.12	618.4893	579.17148		[M+H]+ 617.484	68	NA		-0.251558004330457	0.172748236343199	0	-1.59145559846181	1.71115092987842e-12	1	0.780141903952259		0
M361.1673T18	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M361T18.7	361.167303118814	1079.79171540646	[944][M]+		194	NA		-0.224350070123865	0.172748236343199	0	0.160348801377571	0.0691156011262412	0	2.7212713805368		0
M298.1221T12.92	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M298T13	298.122147310792	774.99052194813			7676	NA		0.898049429805816	0.172779144721624	0	0.609293612044462	0.0583082366469148	0	2.42060893298985		0
M319.9831T1.2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M320T1.4	319.983051452338	72.1389952746078		[M+K+CF3COOH]+ 147.022	1	NA		0.538426303169601	0.172779144721624	0	-0.533078440043818	0.00857102520115862	1	2.29521040002917		0
M778.3708T8.44_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M778T8.1	778.3708	506.25522			103	NA		-0.481661737365206	0.172779144721624	0	-0.294827659797694	0.0832117165167671	0	2.20883217911147		0
M335.9776T1.39	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M336T1.1	335.977635985941	83.1732095721594	[849][M]+	[2M+2K-H]+ 129.524	243	NA		0.320167762622182	0.172791131398551	0	0.0950633438889934	0.375120544522368	0	2.93719315412639		0
M559.247T1.16	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M559T1.3	559.246957036763	69.5136179233248			40	NA		0.432156733809924	0.189759408780787	0	-0.3788759146509	0.0246290683243461	1	2.29971740073806		0
M609.8108T9.48_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M610T9.1	609.8108	568.69458			380	NA		1.03625821951743	0.19002251084387	0	-0.271987767816752	0.679107539900236	0	2.57713997423789		0
M369.1299T1.21	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M369T1.1	369.129913149097	72.3873628195032		[M+2K-H]+ 292.204	1	NA		1.08764790023606	0.191144870857388	0	0.448972024872857	0.238044223770145	0	2.58571834161225		0
M328.5103T6.93	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M329T7	328.510335664512	415.733649292733	[830][M]3+		952	NA		0.942596329386941	0.200790246187436	0	-0.200076786492859	0.77399339300974	0	2.57935966235119		0
M519.2914T12.86	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M519T13	519.291405133471	771.524312867082			2443	NA		0.800774589569537	0.200790246187436	0	-0.116635196816492	0.882016987585883	0	2.57332006522203		0
M584.3712T14.53	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M584T15.3	584.371186099592	871.603468746114	[1765][M]+		98	NA		-0.658390052845489	0.200790246187436	0	0.0548394973182855	0.982048081732275	0	2.45542411961767		0.0402229348555841
M210.0609T1.57	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M210T2	210.060883326864	94.3178743220418	[362][M]+		3676	NA		0.50666348551262	0.200790246187436	0	-0.0572223906426572	0.936127365731501	0	2.55078119628857		0
M858.3721T10.19_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M858T10.8	858.3721	611.307	[2585][M]2+		7436	NA		0.449491858156811	0.200790246187436	0	-0.100764939174507	0.752206512665404	0	2.60040825070933		0
M527.7988T15.23	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M528T15	527.79879580398	913.512833140782			3	NA		-0.286246466501316	0.200790246187436	0	-0.180308521871051	0.0885790324565787	0	2.56991649335563		0
M215.0163T1.56	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M215T2	215.016299443836	93.6729159518904			3715	NA		0.3613993005051	0.202829661944212	0	0.237315110394007	0.0791627745820618	0	2.72571161597322		0
M799.9258T15.26_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M800T15	799.9258	915.6444	[2414][M+3]2+		137	NA		0.261107099674511	0.202829661944212	0	0.0882090704573297	0.337552363669967	0	2.62282991243501		-0.0962747484695429
M103.5612T0.72_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M104T1.5	103.561169622468	43.1751383730992			14	NA		0.211402640372427	0.202829661944212	0	0.0252825017249929	0.696568402685126	0	2.96835323214806	forest	0
M709.938T7.78_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M710T8.2	709.938	467.08722			337	NA		1.03435728472783	0.203853577268444	0	0.390482602803258	0.293258221137324	0	2.42833772711074		0
M251.0486T7.96	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M251T8	251.048618034786	477.36116791001	[496][M]+		502	NA		0.710360001842883	0.203853577268444	0	2.11312526574787	1.006628576403e-07	1	1.31953372078294		0
M322.0771T1.19_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M322T1.5	322.077140383176	71.212151732415			1	NA		0.484567627123658	0.203853577268444	0	-0.0581753351725638	0.924724402026245	0	2.70801153181722		0
M378.2409T12.94	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M378T13.2	378.240866941039	776.31241078998	[1011][M]+		7669	NA		-0.346464403013485	0.203853577268444	0	-0.204536579438063	0.11266142231052	0	2.48037459439156		0
M710.2245T7.78_5	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M710T8.4	710.2245	467.09496		[M+K]+ 671.267	337	NA		0.931047064867588	0.206304849975706	0	0.604829870593885	0.0861164524620313	0	2.33570252558812		0
M186.1126T1.18_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M186T1.9	186.112564029933	71.0417287609176			1	NA		0.332759677716636	0.206304849975706	0	0.415279630767751	0.00244911428478263	1	1.89389794579791		0
M777.8692T8.44_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M778T8	777.8692	506.24424			103	NA		-0.450040837514644	0.225872745622904	0	-0.312187756618815	0.0728206572812268	0	2.11286351802224		0
M277.6322T14.96	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M278T15.2	277.632242183314	897.768740379954		[M+2H-COCH2]2+ 595.257	28	NA		-0.289778786121079	0.238297725047768	0	-0.157878306591765	0.15308460574241	0	2.49129791994312		0
M621.447T7.79_4	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M621T8.4	621.447	467.18634	[1874][M]2+		337	NA		0.791701501280793	0.247141194953445	0	0.594203442963357	0.057280656478967	0	2.24461777330296		0
M621.1963T7.79_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M621T8.1	621.1963	467.15616	[1868][M]2+		7404	NA		1.00385752807592	0.247779551572705	0	0.317922100335755	0.400854104634848	0	2.47239211569125		0
M183.0863T0.91	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M183T1.6	183.086276758744	54.4003025572223			13	NA		0.991338449082283	0.247779551572705	0	-0.398761125969607	0.453777674372525	0	2.62613466170927		0
M710.0813T7.78_4	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M710T8.3	710.0813	467.09496		[M+K]+ 671.116	337	244	@M621.0709T7.79_1|+(C2H3NO3)	0.925777826218589	0.247779551572705	0	0.418363203253636	0.234391774271417	0	2.37311898862109		0
M621.8234T7.79_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M622T8.2	621.8234	467.16702	[1872][M+1]2+		337	245	@M621.3215T7.79_3|+13Cdb	0.724721192964603	0.247779551572705	0	0.464103518596056	0.103164098607561	0	2.30937708302277		0
M707.6996T9.44	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M708T9	707.6996	566.63952	[2145][M+1]3+		380	NA		0.692514851442512	0.247779551572705	0	-0.167667295200054	0.738216378495768	0	2.53349664285116		0
M763.6531T8.93_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M764T9.1	763.6531	535.59672	[2293][M+1]2+		156	NA		0.559992037315219	0.247779551572705	0	-0.0690457508982654	0.924724402026245	0	2.38975858903754		0
M853.7505T10.12_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M854T10.6	853.7505	607.476			9030	NA		0.471528806813428	0.247779551572705	0	0.0441872589417986	0.755894643643866	0	2.10765144339901		0
M309.9968T1.06	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M310T1.1	309.996752919435	63.4782600529524		[M+K]+ 271.033 [M+H+NH3]+ 291.96	22	NA		0.430861337292979	0.247779551572705	0	0.114794415095284	0.475971861586636	0	2.3209835733961		0
M258.1101T1.48	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M258T1.6	258.110137301936	88.5087820541202			3665	NA		-0.426374344887881	0.247779551572705	0	-0.152702970456479	0.341045543137905	0	2.40925912774577		0
M175.0237T1.56	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M175T2	175.023742576011	93.8967329436882			3673	NA		0.345468593897095	0.247779551572705	0	0.0811735308403989	0.525677248006721	0	2.57416755950843		0
M181.0332T0.97_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M181T1.4	181.033172775879	58.3866988295588	[278][M]+	[M+Na+K-H]+ 120.083	10	NA		0.333839573597263	0.247779551572705	0	-0.0445489732565356	0.910481222386523	0	2.29853628664246		0
M721.9034T9.65_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M722T10.3	721.9034	579.1506	[2192][M+1]2+		68	242	@M720.9018T9.65_3|+13C|+15N|@M721.4031T9.65_6|+13Cdb|@M775.9356T9.72_3|-3(H2O)	-0.320583791678105	0.247779551572705	0	-1.40993069774541	1.11405872107588e-09	1	0.960358818481059		0
M728.3707T0.8_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M728T1.1	728.3707	48.28854		[M+K+NH3]+ 672.388	21	NA		-0.310703663857939	0.247779551572705	0	0.0797397390460084	0.719532989926921	0	2.62566224849137		0
M211.0663T1.19	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M211T1.2	211.066298119281	71.2709035444536	[363][M+1]+		1	NA		0.303807001743822	0.247779551572705	0	-0.376445200575722	0.00218662713873146	1	2.22665433155822		0
M740.4084T9.66_6	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M740T10.5	740.4084	579.78498	[2240][M+2]3+		68	NA		-0.282739557443124	0.247779551572705	0	-0.623328385999807	1.16411270935726e-05	1	1.53799528469397		0
M964.3187T0.79_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M964T1.2	964.3187	47.173728	[2826][M+1]2+		176	NA		0.280540364653351	0.247779551572705	0	-0.0404212826772508	0.892868838866876	0	2.65367773413706		0
M746.5634T9.86_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M747T10	746.5634	591.72168	[2255][M+1]2+		68	NA		0.255660492469977	0.247779551572705	0	0.194088940571065	0.06227067332303	0	2.18275779559492		0
M327.1767T14.97	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M327T15.3	327.176675640865	898.28008819266		[M+H]+ 326.17	28	NA		-0.220721977736396	0.247779551572705	0	-0.092732446888407	0.265569395917834	0	2.60036852381359		0
M403.325T17.77	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M403T18	403.324973914525	1066.47313254925	[1097][M+1]+		4743	NA		-0.216896550753882	0.247779551572705	0	0.106759920951015	0.317107447353854	0	2.67506528182706		0
M480.1809T13.7	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M480T14	480.180864373357	822.23381503635			4001	NA		-0.396341641647707	0.248370048582815	0	-0.162456610443046	0.289998783912533	0	2.21620993146468		0
M763.401T8.93_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M763T9.9	763.401	535.66848	[2295][M]2+		156	NA		0.707817245843344	0.249935479287326	0	-0.206158677438564	0.662094204501592	0	2.47320592614335		0
M560.3349T12.9	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M560T13	560.334933540711	774.124273139688	[1667][M]+		2452	216	@M561.3383T12.9|-13C	0.786166995789559	0.252941179079972	0	0.456527193253757	0.147723696312418	0	2.30105874106691		0
M915.5956T10.19_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M916T10.1	915.5956	611.3076	[2722][M]3+		7439	NA		0.361177944318563	0.252941179079972	0	-0.151048303672107	0.443788988754703	0	2.38064106728668		0
M709.6515T7.78_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M710T8	709.6515	467.09316	[2158][M]+		337	290	@M710.6535T7.78_2|-13C|-15N	0.905189779331057	0.257185000490551	0	0.324701693168329	0.35945944472671	0	2.37458617566331		0
M206.0811T9.6	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M206T10.1	206.081068421405	576.082605053489			68	NA		0.404992465989119	0.257185000490551	0	0.175598813842015	0.2714869074512	0	2.51494922764119		0
M541.0542T9.66_2	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M541T10.4	541.054150189865	579.450915516262			68	198	@M582.0787T9.72_5|-(CH3CN)|-(C2H3N)	-0.281049968733807	0.257185000490551	0	-1.45671306550678	1.35135706263994e-10	1	0.933959292065453		0
M696.7264T9.83_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M697T10	696.7264	589.98072			68	NA		1.1805126035229	0.259231925307823	0	-0.25331104854685	0.794889229569116	0	2.50824530852027		0
M586.3504T13.11	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M586T13	586.350419687602	786.592360498254			2382	NA		0.910220554245553	0.259231925307823	0	-0.739927998142511	0.0682028919162205	0	2.24844786850411		0
M828.0934T7.78_3	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M828T8.2	828.0934	467.04786		[M+Na+CF3COOH]+ 671.116	337	329	@M828.5942T7.78_1|-13Cdb	0.907241128895603	0.259231925307823	0	0.445859661168299	0.21903998040073	0	2.27727373785331		0
M414.7146T7.03_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M415T7	414.714595807469	421.915024416739	[1137][M]2+	[M+2H]2+ 827.414	442	NA		0.610737931991457	0.259231925307823	0	-0.519544732918099	0.0536533810541235	0	2.21271890638786		0
M277.9722T1.18_1	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M278T1.3	277.972151847732	70.8989419197312		[3M+Na+2K-H]2+ 152.005	1	NA		0.609124829858622	0.259231925307823	0	0.368441065163708	0.138062429482353	0	2.47994975473951		0
M304.1506T7.34	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			NA		M304T7.1	304.150575791504	440.245104032819			81	NA		-0.490906989089646	0.259231925307823	0	0.105264887359292	0.795358275883515	0	2.11648262833857		0
M710.3676T7.78_6	metabolomics_plasma_c18acquity_pos	LAT	c18acquity			4		M710T8.5	710.3676	467.09496			337	245	@M621.3215T7.79_3|+(C3H7O2N)	0.954522952232487	0.267255702078257	0	0.405895588008544	0.288986775031397	0	2.29260417670244		0
