variableMetadata	set	gene	chromato	name	chebi_id	annot_level	annot_confidence	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
M994.1124T7.78_4	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M994T8.3	994.1124	467.04786			337	NA		1.47202700154288	0.0014790538748504	1	0.0166526417401336	0.930808148097354	0	3.37090261564447		-0.00536285313736581
M581.2892T7.91_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M581T8.2	581.289165237251	474.617267630215		[M+H]+ 580.289	77	NA		-0.769002835238647	0.00164360704914839	1	-0.136353848791771	0.597824712932596	0	3.14678588177435		0
M828.2607T7.78_4	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M828T8.3	828.2607	467.08362		[M+Na+CF3COOH]+ 671.267	337	327	@M827.759T7.79_1|+13Cdb|@M828.762T7.78_2|-13Cdb	1.60962638512426	0.00165778857059695	1	0.140602972459739	0.870331227014437	0	3.38012801284185		-0.259196968962794
M993.7119T7.78_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M994T8.1	993.7119	467.09496			337	NA		1.4215827832889	0.00165858147464504	1	0.00255244300985069	0.904488125077581	0	3.3441822071539		-0.175094571111934
M314.1748T8.98	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M314T9.3	314.174846210375	538.864131556265			8399	NA		-0.534431078648538	0.00185773743543921	1	-0.0857533454684702	0.654755093738932	0	3.23835738300626		0
M621.8234T7.79_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M622T8.2	621.8234	467.16702	[1872][M+1]2+		337	245	@M621.3215T7.79_3|+13Cdb	1.19212389207543	0.00220333897919328	1	0.120015776549032	0.838063729801283	0	3.27911997096725		-0.0855541822828703
M621.447T7.79_4	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M621T8.4	621.447	467.18634	[1874][M]2+		337	NA		1.32609029982533	0.00229970238579978	1	0.171552641735691	0.755169128499219	0	3.26558000637257		-0.145112315721355
M621.1963T7.79_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M621T8.1	621.1963	467.15616	[1868][M]2+		7404	NA		1.53037757124679	0.00244858136452833	1	-0.0539205925602229	0.809186803215043	0	3.35667602214027		-0.142908343354116
M290.1752T8.52	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M290T9.1	290.175204051517	511.270070956165	[664][M]+	[M+Na]+ 267.18	59	94	@M291.1786T8.52|-13C|@M292.181T8.52_2|-18O|-13C2	5.54115617736939	0.00302388281645517	1	0.0522197964321851	0.930808148097354	0	2.70018967035406	plsda, svm	0
M900.4241T7.92_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M900T8.2	900.4241	475.22958		[3M+Na+K]2+ 579.623	77	343	@M899.4212T7.92_2|+13C|@M899.9228T7.92_1|+13Cdb	0.85768066937157	0.00302388281645517	1	0.169319339782509	0.569574100604993	0	3.16575033034482		0
M580.6213T7.91_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M581T8	580.621279916896	474.609149945653		[M+H]+ 579.623	77	NA		-0.72175496607384	0.00318928576276982	1	-0.208406057152638	0.344420446085317	0	2.97614639591456		0
M993.5124T7.78_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M994T8	993.5124	467.04552			337	NA		1.52360065166795	0.00347607746031675	1	0.167313123014857	0.820665888995695	0	3.25861655623688		-0.149469045450672
M993.312T7.78	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M993T8	993.312	467.08722			337	NA		1.34606040223889	0.00691170640273799	1	0.0905198210695293	0.936031943310821	0	3.18107125723068		-0.00276762730266137
M600.2846T7.92_9	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M600T8.8	600.2846	475.33446		[M+H]+ 599.278	77	238	@M601.2871T7.92_3|-13C	0.737420558435407	0.00741197118687303	1	0.103276276309582	0.751905965859364	0	3.11018545097551		0
M621.6974T7.79_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M622T8.1	621.6974	467.11926	[1868][M+1]2+		337	NA		1.53061049200372	0.00745093781998276	1	0.0958446180861952	0.948198791554532	0	3.18743714663494		0
M710.5107T7.78_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M711T8	710.5107	467.0502			337	NA		1.39928146358237	0.00745093781998276	1	0.171027636090312	0.802877977867862	0	3.14482784959867		0
M586.9278T1.19_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M587T1.1	586.927798019411	71.1577689928914	[1768][M]3+		1	NA		-1.22045815596975	0.00745093781998276	1	-0.227304771877602	0.632019462381294	0	3.12399481038769		0
M710.7968T7.79_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M711T8.2	710.7968	467.11152	[2160][M+1]+		337	NA		1.08301766752348	0.00846527777274789	1	0.274667155746426	0.471531521426478	0	2.97420770282821		0
M459.9525T7.92_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M460T8.2	459.952474556716	475.322279182973	[1287][M+1]2+		77	NA		0.641710808945803	0.00846527777274789	1	0.0820542965856976	0.790022027083074	0	2.91925128279704		0
M898.9198T7.92_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M899T8.1	898.9198	475.25232		[3M+Na+K]2+ 578.627 [3M+2H]2+ 598.609 [2M+H+Na]2+ 886.918	77	343	@M899.4212T7.92_2|-13Cdb|@M899.9228T7.92_1|-13C|@M900.9247T7.92|-18O|-13C2	0.808135267694892	0.00906397342813606	1	0.110560586014218	0.768988977007348	0	3.04897123052563		0
M657.6522T7.36_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M658T7	657.6522	441.3597	[1986][M+1]3+		81	NA		-1.11727884707952	0.00950286710982254	1	-0.0286195824193776	0.974942724931696	0	3.08787585710019		0
M746.5634T9.86_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M747T10	746.5634	591.72168	[2255][M+1]2+		68	NA		0.37730578086585	0.00968650370321288	1	0.159200865401582	0.173501349404124	0	2.71666417358582		0
M599.9502T7.92_6	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M600T8.5	599.9502	475.31202		[M+H]+ 598.942 [2M+3H]3+ 898.411	77	237	@M600.9531T7.92_2|-13C	0.725368850641718	0.0101377549655562	1	0.143254055182176	0.617777208117282	0	3.00957892700101		0
M587.2617T1.19_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M587T1.2	587.261680559428	71.169650408826	[1768][M+1]3+		1	NA		-1.20903708780675	0.010369518333523	1	-0.181038252848222	0.739163089261182	0	3.05273125220173		0
M584.3347T12.9	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M584T13.1	584.334735578908	773.843390927874	[1763][M]+		61	231	@M585.3378T12.9|-13C	1.16892956089371	0.0112307842323164	1	-0.327624053074901	0.292368844175893	0	3.12322399998199		0
M599.6158T7.92_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M600T8	599.6158	475.31412		[M+H]+ 598.609	77	236	@M600.6188T7.92_1|-13C	0.703028260573081	0.0112307842323164	1	0.119688028358855	0.691412943064143	0	3.00121581156945		0
M314.1561T9.05	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M314T9.2	314.156149131114	543.083373684833		[3M+2Na+2K-H]3+ 273.197	167	NA		-0.472093232881617	0.0112307842323164	1	0.0592167627590374	0.617128179974905	0	3.06167247109332		0
M927.8802T7.92	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			NA		M928T8	927.8802	475.22118	[2750][M+2]+		77	NA		0.734586286348188	0.0144357337440079	1	0.0642668219186753	0.895768213689492	0	2.79620245633599		0
M580.9554T7.91_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M581T8.1	580.955416039885	474.590496656453		[2M+H]+ 289.984 [M+H]+ 579.956	77	NA		-0.6235390528824	0.0144357337440079	1	-0.136373761672639	0.583400732497396	0	2.77634827991684		0
M557.8043T9.14	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M558T9	557.804295689337	548.156587140378			78	NA		0.672926497256157	0.0152196702455081	1	0.700228663559589	0.000516581406195079	1	2.10245734717873		0
M829.095T7.78_4	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M829T8.3	829.095	467.08722			337	NA		1.30957898962419	0.0172235302977251	1	0.130185095773406	0.872989049834664	0	3.03477530035598		0
M600.1063T7.92_7	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M600T8.6	600.1063	475.4595	[1800][M+1]3+		77	NA		0.610219820157111	0.0172235302977251	1	0.110929123361844	0.677760114123499	0	2.77506472953544		0
M746.3956T9.86_5	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M746T10.4	746.3956	591.7299		[M+H-CH4]+ 761.429	68	NA		0.395228295359431	0.0172235302977251	1	0.15523153426853	0.249461623767347	0	2.77976986366848		0
M493.9084T7.87_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M494T8.2	493.908395739981	472.068021781798			6031	144	@M450.894T7.91_1|+(C2H3O.)	0.874951138009019	0.0173065990555474	1	0.149351198329647	0.705552731847245	0	2.9577378445025		0
M463.1923T7.92_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M463T8.2	463.192251336398	475.419914282178		[M+2H]2+ 924.37 [M+2H-CH3]2+ 939.397	77	150	@M463.6939T7.92_1|-13Cdb	0.684982462082374	0.0174746706341196	1	0.353568723311513	0.107848275733135	0	2.65844561224364		0
M612.2649T7.92	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M612T8	612.2649	475.3029	[1838][M]3+		77	NA		0.685112731603747	0.0178974714523507	1	-0.1208494363278	0.527305300350069	0	2.94625395263883		0
M566.2677T7.99_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M566T8.4	566.267681563156	479.111060459629		[M+H]+ 565.26 [2M+3H]3+ 847.89	237	222	@M567.2705T7.98_3|-13C	0.658313451951319	0.0178974714523507	1	0.409770448624663	0.0468338769668314	1	2.58917068738099		0
M660.3572T9.46_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M660T9.13	660.3572	567.62616		[M+H-CH3]+ 674.367	380	NA		0.84537977096419	0.0183098193103874	1	1.07158299976783	5.54860287409099e-05	1	1.86767005419955		0
M354.1092T1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M354T1.4	354.109168147302	59.7228546111406	[913][M+1]+		10	54	@M353.1058T1|+13C	-0.750572496977767	0.0183098193103874	1	-0.247743478673778	0.363494816278333	0	2.62637548324848		0
M778.3708T8.44_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M778T8.1	778.3708	506.25522			103	NA		-0.56649621029762	0.0183098193103874	1	-0.258539505845965	0.171479814821021	0	2.6724531704698		0
M926.8791T7.92_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M927T8	926.8791	475.00314	[2750][M+1]+		77	NA		0.741910627951347	0.0188321070008478	1	0.054884494786041	0.930808148097354	0	2.81611038102288		0
M599.8035T7.92_4	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M600T8.3	599.8035	475.2624	[1801][M]3+		77	NA		0.569208984666075	0.0210166884345995	1	0.17859208184678	0.404060554734044	0	2.75660464099482		0
M463.4429T7.93	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M463T8.3	463.442915840989	475.62218892488		[M+H+K]2+ 886.918	77	NA		0.765189021153214	0.0222876679526011	1	0.378269280134658	0.140652422854138	0	2.54181039312677		0
M660.023T9.46_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M660T9.7	660.023	567.62718		[M+H+HCOOH]+ 613.024	380	261	@M661.0258T9.46_2|-13C	0.887787056836213	0.0234767760342149	1	1.17130064412693	4.48556112750613e-05	1	1.81617726189738		0
M338.0874T8.09	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			NA		M338T8	338.087359323351	485.462224717788	[860][M]+		189	NA		2.39352190029698	0.0236526542392509	1	-1.46009623807437	0.0421095538067562	1	2.58648768246432		0
M650.3442T8.23	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M650T8	650.3442	493.7967			7431	NA		-1.75534655475766	0.0253469601679787	1	-0.201990172190627	0.847902832130624	0	2.87305652761646		0
M820.1207T9.1_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M820T9.2	820.1207	546.10578			4875	NA		0.950161470969764	0.0261688485707623	1	0.547470994501191	0.0832587410055326	0	2.46070980818181		0
M617.5879T7.92_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M618T8	617.5879	475.28982		[M+K]+ 578.627	77	NA		0.711608136476054	0.0271284556610943	1	0.325972349006788	0.191887729005541	0	2.59519154280683		0
M640.8025T9.55_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M641T10.1	640.8025	573.22506		[M+H+HCOOH]+ 593.788	68	248	@M641.3048T9.56_2|-13Cdb	0.820358652411622	0.0272622778517315	1	0.796216143478853	0.00254955406522716	1	1.90486232833796		0
M777.8692T8.44_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M778T8	777.8692	506.24424			103	NA		-0.578305126140092	0.0272622778517315	1	-0.170632618277839	0.45815705755414	0	2.6378423533548		0
M849.3982T7.99_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			NA		M849T8.3	849.3982	479.22798		[3M+2H]2+ 565.594 [M+H]+ 848.391	237	NA		0.636042292215114	0.0277292750499155	1	0.336375981798364	0.122830431363642	0	2.61209397105938		0
M142.0863T1.18	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M142T1.9	142.086308173282	70.8908236101762		[M+H+HCOOH]+ 95.0749	1	NA		0.74464595780657	0.0282862572109613	1	2.03546392642115	7.87255492965931e-11	1	0.914418346536		0
M565.9335T7.99_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M566T8.2	565.933475896582	479.244704363816		[M+H]+ 564.926 [2M+3H]3+ 847.389	237	221	@M566.9361T7.99_2|-13C	0.621965015814403	0.0308753987098517	1	0.476740258524323	0.0202876826834046	1	2.39497949845548		0
M566.6019T7.99_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M567T8.1	566.601932606624	479.219937248413		[M+H]+ 565.594 [2M+3H]3+ 848.391	237	NA		0.666024590147138	0.0324479064285824	1	0.466944506710709	0.0357522812004619	1	2.44346165505596		0
M654.303T7.88_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M654T8.2	654.303	472.50954	[1975][M+2]3+		5997	NA		0.623520004863334	0.0331964275248542	1	0.0130189997688959	0.970341259701359	0	2.83781830932301		0
M459.7017T7.92_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M460T8.1	459.701673507636	475.306883589315	[1288][M]2+		77	NA		0.698530635143614	0.0342394619208557	1	0.0506638975419023	0.939227951279597	0	2.78266686163092		0
M153.0658T1.19	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M153T1.6	153.065755403598	71.6310285530064	[221][M+3]+		1	NA		0.378491084144095	0.0375662411874815	1	0.0348349436041673	0.900278738678655	0	2.48473187096182		0
M924.1643T0.8_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M924T1.2	924.1643	48.283986		[M+K]+ 885.205 [M+H-COCH2]+ 965.174	21	NA		-0.340284637875442	0.0375662411874815	1	0.0910280008623996	0.399411735076917	0	2.63623172337087		0
M600.1382T7.92_8	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M600T8.7	600.1382	475.21494	[1801][M+1]3+		77	NA		0.589054013052237	0.0393407360535286	1	0.161818529823753	0.521656437637474	0	2.63271275943208		0
M463.9441T7.92_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M464T8.1	463.944092182097	475.420193882833			77	NA		0.60974054743501	0.0394457389172528	1	0.276180410231806	0.224295094733895	0	2.50687397247306		0
M740.8602T7.87	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M741T8	740.8602	472.10154	[2242][M+1]2+		6000	NA		0.698579225629526	0.0402715325861964	1	0.104582822660992	0.785857047716051	0	2.7853753269134		0
M308.6315T12.92	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M309T13	308.631475175292	774.969128096106			7677	NA		0.884525847293045	0.0409470881913557	1	-0.148107915328072	0.59264558810167	0	2.91487406833565		0
M426.1985T7.72	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M426T8.2	426.198546454546	463.071767713109			7370	NA		-0.750191926526361	0.0409470881913557	1	-0.33247939421301	0.240646849452172	0	2.30884586190827		0
M651.0124T8.23_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M651T8.1	651.0124	493.72524			7424	NA		-1.57898984160556	0.0422531287547993	1	-0.17906473128753	0.861925912763402	0	2.7268645138409		0
M977.7471T9.26_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M978T9	977.7471	555.62016			166	NA		1.03614187905497	0.0422531287547993	1	0.35323750645299	0.40382036802458	0	2.76018897978474		0
M925.3758T7.92	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M925T8	925.3758	475.215		[M+H]+ 924.37 [M+H-CH3]+ 939.397	77	NA		0.623416353026235	0.0422531287547993	1	0.0293561275228473	0.987553126077345	0	2.6842873558312		0
M527.2858T8.02_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M527T8.1	527.285804332163	481.352652641293	[1537][M]2+		431	NA		-1.41984962866755	0.043532329892572	1	-0.370120633302347	0.559021549060692	0	2.66159255463108		0
M428.8748T9.56	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M429T10.2	428.874818400877	573.579397631353	[1181][M+4]3+		68	NA		0.771595345817378	0.043532329892572	1	0.702621675574951	0.00791504767327818	1	1.95437588556401		0
M370.7555T7.93_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M371T8	370.755481562459	476.027124384445			77	NA		0.64079120219268	0.0443125283844637	1	0.335625325383186	0.155893104250939	0	2.53311350176217		0
M639.9123T9.87_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M640T10.2	639.9123	592.0038		[M+Na]+ 616.915	68	NA		0.403154777044749	0.0443125283844637	1	0.238068392850529	0.102013520961751	0	2.2084740427596		0
M793.5832T9.26_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M794T9	793.5832	555.63774		[M+K]+ 754.622	166	NA		0.651690873531388	0.0456271461271996	1	0.222747002538556	0.408601931760656	0	2.64712517030795		0
M494.2427T7.87_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M494T8.4	494.242736784291	472.166475711481			6032	NA		0.808728430024843	0.0481948797111437	1	0.348152539241829	0.273223549625258	0	2.62318158528768		0
M411.0642T0.97	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M411T1.1	411.064188564877	58.2034867836247			10	54	@M353.1058T1|+(NaCl)	-0.606718230392451	0.0492939309290129	1	-0.461782851353453	0.0313944835189528	1	2.15722449482107		0
M527.0356T8.02_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M527T8	527.03555676131	480.976731810122	[1535][M]2+		431	192	@M527.5367T8.02_1|-13Cdb	-1.37291136606148	0.0510487941850782	0	-0.648860833126673	0.224959185467424	0	2.50140758413851		0
M977.2462T9.26_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M977T9.2	977.2462	555.52506		[3M+2K-H]+ 300.11 [2M+2K-H]+ 450.164	166	NA		0.813205150569599	0.0510487941850782	0	0.445355218966641	0.144693188232218	0	2.61918612816199		0
M925.8776T7.92_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M926T8	925.8776	475.11042	[2750][M]+	[M+K]+ 886.918	77	NA		0.746696832570825	0.0510487941850782	0	-0.0298975420304028	0.860692312931153	0	2.72207354295028		0
M763.401T8.93_2	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M763T9.9	763.401	535.66848	[2295][M]2+		156	NA		0.689490305523877	0.0510487941850782	0	-0.437334686195479	0.0614610495122769	0	2.55952474545428		0
M459.4508T7.93	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M459T8.1	459.450800011945	475.637934290837	[1287][M]2+		77	NA		0.63208714494424	0.0510487941850782	0	0.100686612597997	0.776275150039857	0	2.60218700989971		0
M734.8546T8.47	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M735T8.1	734.8546	507.9741	[2225][M+1]2+		226	NA		-0.569930051706903	0.0510487941850782	0	0.122387757526193	0.521656437637474	0	2.32957955219908		0
M950.1831T9.81_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M950T10	950.1831	588.88494			68	NA		-0.507289445350862	0.0510487941850782	0	-0.260146485533033	0.177935426139047	0	2.38823396483351		0
M314.6577T9.05_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M315T9	314.657672567376	542.969748599604			167	NA		-0.471116938366425	0.0510487941850782	0	0.0446311967195481	0.75457503129016	0	2.59349956507603		0
M483.1419T15.86	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M483T16	483.141906470286	951.69403401438			200	NA		0.463493725478498	0.0510487941850782	0	-0.0399691685554071	0.771315596167501	0	2.68568242853124		0
M746.0618T9.86_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M746T10.2	746.0618	591.72432	[2255][M]2+		68	NA		0.291020590392668	0.0510487941850782	0	0.126506071428985	0.275498242375598	0	2.49176675713818		0
M657.3183T7.36	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M657T7	657.3183	441.49014	[1986][M]3+		81	NA		-0.889156190442474	0.0514363076617743	0	-0.000692703609606937	0.936970059227634	0	2.59733788188457		0
M615.8509T9.55_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M616T10	615.8509	573.03324			68	239	@M614.8483T9.55_2|+13C|@M615.3498T9.55_3|+13Cdb|@M616.3522T9.55_2|-13Cdb	0.843128105169706	0.0514363076617743	0	0.859043222875638	0.00391698509152629	1	1.82990084237296		0
M124.0392T1.18_1	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M124T1.6	124.039177863329	70.9561424264316			1	NA		0.428799375159356	0.051691592140191	0	0.398932301813851	0.00875220264033162	1	2.06716591296341		0
M524.2793T8.32_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M524T8.2	524.279345828681	499.341731110849		[M+Na+NaCOOH]+ 433.309	327	NA		1.23757816494919	0.0519541114648382	0	-0.0649739988507907	0.840214806816008	0	2.78560903747421		0
M617.2535T7.92	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M617T8	617.2535	475.29174		[2M+3H]3+ 924.37	77	NA		0.68531264346119	0.0519541114648382	0	0.299388391409655	0.277036624709449	0	2.46947900046207		0
M792.9809T9.27_3	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M793T9.2	792.9809	556.37454		[M+H]+ 791.975	166	NA		0.901837939298472	0.0523095616138567	0	0.17741493103488	0.703255718550283	0	2.656031456097		0
M614.3469T9.55	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M614T10	614.3469	573.04104		[3M+2K-H]+ 179.152	68	239	@M614.8483T9.55_2|-13Cdb|@M615.3498T9.55_3|-13C|@M616.3522T9.55_2|-18O|-13C2	0.782977153319976	0.0540154764311769	0	0.901397525092381	0.00126611069486906	1	1.74736961791962		0
M862.8355T0.79	metabolomics_plasma_c18acquity_pos	MX2	c18acquity			4		M863T1.1	862.8355	47.260092	[2593][M+2]2+		176	NA		0.701709255132007	0.0540213834883745	0	-0.273512590609117	0.259099619488123	0	2.57319841923023		0
