dataMatrix	X501f	X502m	X503m	X506m	X508f	X509f	X513m	X517f	X518f	X521f	X527m	X528m	X529f	X531f	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m
Q9CQ91_NADH dehydrogenase [ubiq.	21.3347505183027	21.3643174346285	20.6993022751024	20.295607526036	21.1192270651333	20.8189689674564	20.4909065651729	21.3240411078305	21.1708894634452	21.1876601576941	20.8788401048784	20.7566703315814	21.1256351284676	21.4004590290823	21.5198736462222	21.7346875029259	21.4928029227675	21.6772057339977	21.5671407261473	21.884704714421	21.828982979239	21.4328810829769	21.5204881204995	21.7345213022741	21.5691507635171	21.7472734045872	21.6072086119289	21.4191220610842	21.6044706573705
P63323_40S ribosomal protein S12	25.8099708129371	25.7961014144723	25.4564683495439	25.5803063039715	25.6921227345369	25.5055648089224	25.3596278595326	25.6967525708629	25.6385983151662	25.5232239331643	25.5256143571568	25.4691581160962	25.6526867932754	25.7290266381374	25.944638791607	25.9696310347317	25.746480287793	26.0039949521421	25.8956580194622	25.962830977197	25.9799461049588	26.0460998455852	25.8315534098285	25.7982991414331	25.7643087379066	25.8194085666995	25.8309548836492	26.0046679604069	25.8716424580106
Q06185_ATP synthase subunit e, .	26.2100199604295	26.0674049813968	26.0438001253659	26.0408575773043	26.0298558919517	26.2880165250846	26.0686310200135	26.2086480017752	26.1726875301335	26.2828011205832	25.8895993030186	25.9519633802186	26.3938362289762	26.1810798996834	26.4757122827425	26.625149974955	26.3771913302728	26.476998050488	26.4569925325513	26.4429222410087	26.1262278883561	26.3464680141161	26.2951921526908	26.4664433266317	26.2791508926994	26.40810864652	26.5231162278181	26.310526526667	26.2885145147437
P52503_NADH dehydrogenase [ubiq.	24.0294855690713	24.0333031811065	23.7177394825382	23.6248364993336	23.4318932560522	23.8806222435983	23.6381331582339	24.1097547894139	23.8404050095139	23.9993923433327	23.5604425782043	23.8500516481038	24.0422503531809	23.918259915394	24.0362244320404	24.2813670716538	24.1541099412342	24.3690015367206	24.335084991942	24.2614476241731	24.1864655102375	24.0797031960682	24.051029167807	24.2287723140554	24.2700413346192	24.2833071314933	24.36937449571	24.4166547772083	24.265796724726
Q9CQ75_NADH dehydrogenase [ubiq.	23.2291889147564	22.9238895321252	23.1702516550591	23.2191398579413	23.1463171121512	23.0339094072506	23.392753570365	23.1627325980156	23.0293460415319	23.3213762690211	23.2796396254891	23.1705522577733	23.2953016132101	23.3766916401695	23.6591434978826	23.5910671045548	23.5368743164338	23.7375697115094	23.551348604623	23.6761997561524	23.535002522364	23.4815920254047	23.506793270571	23.5667833869416	23.5471927334196	23.7346141206703	23.6575339095431	23.136514315721	23.5670305618009
P31786_Acyl-CoA-binding protein	26.7172630695291	26.2620040625641	26.5532142092919	26.1087999217598	26.6700142222929	26.7272237371525	26.4249384549733	26.9368550953302	26.7237080174599	26.6843224049397	26.4285473895066	26.6450273976452	26.943204463362	26.8055962861942	27.4408901993273	27.1456686558757	27.2787795208043	27.3234061131508	27.1987715953012	27.4073881055419	27.1542711367549	26.9946886116664	27.044869505306	27.2286871888611	27.458973884562	27.046756330888	27.2107199404749	26.4897727625936	27.04150241504
P99029_Peroxiredoxin-5, mitocho.	27.2187166501257	27.536805679439	27.5442359965597	27.5532124511979	27.2195435924115	27.2629795709899	27.5095825747565	27.3623659215335	27.2527352974417	27.1827544099485	27.3422043704769	27.3637726349127	27.4142781250459	27.4713285332306	27.5866665299743	27.5153964252256	27.5598152572023	27.4850052606755	27.4543792502206	27.5330855101973	27.7751423524233	27.8756279717779	27.7152682716559	27.798653635078	27.7463611647611	27.6502374992475	27.4760738623394	27.3717347760143	27.754071130744
Q9CQ54_NADH dehydrogenase [ubiq.	24.2771927430957	24.2807229194502	24.0519472198724	24.1110797788335	24.1835321041912	24.1130254673574	24.2344248199492	24.1408207234518	23.856118680431	24.1271871987545	24.0311645703114	24.3306569280229	24.2199396830578	24.212318260181	24.3297428336531	24.4733313119759	24.307142011866	24.705770316209	24.4976385646039	24.4523244535736	24.4490675164914	24.571121655998	24.407713936274	24.3870240234887	24.4599019614136	24.3654176313435	24.5270124345594	24.3628604333161	24.5636880864945
Q9JJI8_60S ribosomal protein L38	24.4855093519134	24.046934805934	24.5551740887187	24.3612035461798	24.4775600361874	24.424895411117	24.3354113460088	24.6409975118414	24.5952511064038	24.4550410755157	24.4735800395801	24.4752674798496	24.5287346436653	24.6944240997491	24.9773615119463	24.9249070782244	24.7063851412892	25.0132159979705	24.771466196164	24.5475375426895	24.9498559137785	24.9445807095316	24.8858616766471	24.8868680729789	24.6962424276426	24.8888336233134	24.9709041356301	24.6185538726385	24.8283462900422
P10639_Thioredoxin	26.6183023740406	26.2878128293301	26.1754779779052	26.2797302970411	26.582787459887	26.4733100046293	26.2046850144238	26.6328390405749	26.5647266764227	26.3425713002044	26.3430283057968	26.2187299511435	26.7616515590377	26.7056557982326	26.83255368552	26.8641605404177	26.7924820188204	26.9179498311743	26.670205314844	27.0445073524613	26.6866509824506	26.7751423524233	26.9378775458149	26.6905831101183	26.6026061068708	26.7538004681335	26.9165859255922	26.5525436340358	26.6041580863072
Q99K67_Alpha-aminoadipic semial.	26.8944435730321	27.3821116988827	27.5277044041998	27.6347885654823	26.9872531678055	27.0215993274909	27.6039222839521	26.7297494497087	27.4089634170027	27.1836350786181	27.3112932109643	27.308144990279	26.7171583526287	27.2044935342618	26.4582545270862	26.6463322649397	26.7399276697718	26.6651669542463	26.7831213409012	26.5820592660659	26.8306186837441	26.7150792844465	27.0398149982523	27.2033907228961	26.8580718939905	26.7513996087768	26.6534870308469	26.4100420085938	27.1739636110024
P97371_Proteasome activator com.	25.9946267271501	25.9630202300541	25.6661769670569	25.7045070576453	25.8859759631298	25.956872849728	25.685156954346	26.0711970271081	25.9344469383821	25.7595043255993	25.6529351036233	25.5936092778107	26.0248569469675	25.9633240414616	26.2529782107376	26.1403685971127	26.2811908819276	26.4922693413031	26.1173740762464	26.322133771476	26.044800983357	25.9783066057306	26.0007453522194	26.1020924854746	26.1282856052811	26.2487197919129	26.012810866122	26.1159943956057	25.9339661385247
Q8R1I1_Cytochrome b-c1 complex .	24.8424164311983	25.0645743731491	24.8868497506899	24.7471545519542	24.7633329435816	24.4400670729741	24.615389752417	24.7793705987002	24.5887064018335	24.7588328625003	24.693596490504	24.7184163355098	24.8535183023248	24.8327892107063	25.2289039546814	25.2991254119362	24.9981984752859	25.3602744448805	25.2486781038915	25.1741341881255	24.963904404494	25.0347145144928	25.0828386957287	25.0067948305824	24.8515923634144	24.9845821294632	25.3310168254144	25.0739829875113	25.0231622916654
P61922_4-aminobutyrate aminotra.	27.5355319241103	27.7108131586568	27.6010300059884	27.7066690615459	27.5367198489648	27.6256916777876	27.7581937271459	27.5866396175805	27.5993227749429	27.562858678405	27.6868891355943	27.7074664584289	27.4548937785187	27.5584009766419	27.3769051520552	27.473135074283	27.3279768908689	27.5231127571788	27.227175380245	27.4127283760683	27.3070668090221	27.4163960383217	27.5084134333471	27.3970489077672	27.4109043016493	27.4224662211087	27.4037426829873	27.1518079659325	27.5912721410557
Q64105_Sepiapterin reductase	26.8592230053537	26.7114523068375	26.4238603064963	26.6535785426526	26.8523109980611	26.852222974551	26.6669557855019	26.8039584464712	26.7087694309987	26.67955440752	26.6019411089085	26.6790473833167	26.904869416207	26.9119809133822	26.916858317982	26.996544258658	27.0303534373575	27.1557155286249	27.0012501160588	27.1078490499525	26.8838687706553	26.8272003163963	26.8250040780077	26.8316534299585	26.9424511472173	26.7390520916079	26.9632616788913	27.0488518532838	26.8636041265542
P56391_Cytochrome c oxidase sub.	25.3817317226686	25.2299581139185	25.4045124722396	25.1796327526663	25.0484749004423	25.1090740584804	25.2049163088644	25.3627360522046	25.1789289162149	25.3326213234799	25.268658640953	25.3301441379539	25.3848791125435	25.297455216282	25.6881812509218	25.4848708229785	25.2317054758181	25.7649629829802	25.4586731947174	25.4886863655795	25.5845817955605	25.5691922617848	25.5025799359509	25.6821970466881	25.6135690569735	25.6310117069231	25.7310299740964	25.4826664216434	25.7029946512886
P62897_Cytochrome c, somatic	26.3910481895615	26.4853960910862	26.4437934327762	26.3445007231263	26.162461555998	26.2595374040076	26.3104381862249	26.2722742462185	26.3482093190688	26.2257844981691	26.2172300060986	26.1329345661576	26.4697561974203	26.5364400346146	26.7960074173423	26.659749121078	26.5034197298002	26.7941764714294	26.4854718859211	26.6331859336544	26.4965761180658	26.6348251167697	26.7388989653576	26.5724769203927	26.5672400874044	26.6743152382888	26.5805202359848	26.4606183735369	26.7330200814142
Q9CPP6_NADH dehydrogenase [ubiq.	24.3166947445818	24.1336795386601	24.1466278699382	24.0130772739996	23.7942883394518	24.0087908849212	23.9890663240229	23.9954217023294	23.6859090260656	24.1046480188015	24.0755514524342	24.0356750505921	24.0914357091654	24.1799455261551	24.2417831758254	24.3084744397771	24.3746678015005	24.5609736864583	24.3388043772011	24.3117149215685	24.2938942514992	24.2498745632872	24.3673930206	24.3848764783063	24.3955678666496	24.3784619591011	24.2104665360817	24.3210613171694	24.4288417755282
P12710_Fatty acid-binding prote.	31.2764062961324	31.1692161059112	31.0649622692114	31.2415644090256	31.4483568138703	31.1554241716987	31.3044887771959	31.3386720567067	31.0270594407284	31.1159142517399	31.1677680267809	31.1761838039656	31.2788016357008	31.49385557137	31.460488393219	31.4198428091	31.4786491634389	31.4824542160783	31.5027909012478	31.6702834523009	31.4169083169158	31.5991111590577	31.6383098471416	31.6013174089791	31.5113044680479	31.7401701624487	31.4442106292678	31.3943899459037	31.4765559923476
P62889_60S ribosomal protein L30	25.8459037549612	25.8850524778835	25.8044600576483	25.7081046693534	25.7878172908305	25.6923068767344	25.6524150249538	25.7432304052338	25.8129611650687	25.6704544105105	25.7264965405054	25.7763789131763	25.8766207354591	25.6853850874771	26.0476887525062	25.9640069424795	25.9993592223449	26.1167043868897	25.9205239575344	25.9613828345503	26.2033010992371	26.021181290549	25.8547352484305	25.8787579876502	25.8781947320371	25.8381614581414	26.0858165341423	26.0570804858548	25.942980030605
P35979_60S ribosomal protein L12	26.310463565587	26.2462488555077	26.2481091156926	26.2307818638437	26.2182217651135	26.133704150214	26.1487437484732	26.3306874243304	26.1367629014631	26.1307130463871	26.0639810637115	26.1483799122646	26.2936626210817	26.2405229210192	26.3937322933908	26.5279541906432	26.3756723875525	26.4431546355567	26.3563897728181	26.3845977488358	26.538660929746	26.5508489257035	26.4678524066568	26.3597034546232	26.3559137328379	26.3681360762576	26.3699492575953	26.2663852337261	26.3771766320805
P52760_2-iminobutanoate/2-imino.	29.0298776231442	28.6017811011323	28.2528428309514	28.3746934022009	29.1794213644161	29.1650356286759	28.4793870455813	28.9837132370515	28.9768955047133	29.2203160308608	28.7674260638888	28.7152792707034	29.0955898618792	29.2890313352159	29.5131944688774	29.4889167741094	29.3961145156931	29.7421125451835	29.3322593673002	29.5443022761199	28.4951732313909	28.8739421293754	28.9544126150585	29.0641291260631	28.9164685714812	28.936450764811	29.4783611883204	29.3098419895117	29.0179496627576
P62806_Histone H4	29.4308162117468	29.3952557576866	29.1968626290931	29.2434926031912	29.2965946088685	29.3996556546551	29.0933313201851	29.5299680787456	29.4375147420407	29.4722106389626	29.410734963327	29.4468235790192	29.7269385343717	29.5387133775578	29.8678632356195	29.7786332338239	29.7972821464037	30.025454903722	29.9108881660896	29.7837153650096	29.325529453212	29.5495271175193	29.5202875217433	29.5284938155049	29.5018085211587	29.4099383279188	29.7751945082756	29.8227771695443	29.4457424751588
P61089_Ubiquitin-conjugating en.	25.2093721503464	25.0303790342402	24.8858288222613	24.7209707518892	25.0949995126693	25.1556960757826	24.6857312290538	25.2759762662378	25.0430224426416	25.2268593082497	24.8602387711781	25.0063817272584	25.3127684513978	25.0961579273908	25.4072516833973	25.2814519746822	25.4197615581089	25.4298597806802	25.3483803486183	25.365890145811	25.2516824891779	25.12342001437	25.0862789531248	25.1723510497499	25.2967391058294	25.176466129038	25.2811246460078	25.3871582951402	25.0404564558385
O55142_60S ribosomal protein L3.	24.7179188157213	24.9006510752361	24.4549784698562	24.5005198864074	24.8605072353919	24.5860640302647	24.439876780951	24.7896761180797	24.6760198973282	24.7743467168206	24.5969119913468	24.6721446389791	24.7865478270718	24.6803794846819	24.7702245080969	25.0295078113451	24.8683967195446	24.9497918978509	24.947121533977	25.010029823372	24.994385464394	25.0433973180218	24.874683767565	24.8685272809321	24.8082827403068	24.9258157293916	25.0085577068072	25.1205780322107	24.8358170961158
P62245_40S ribosomal protein S1.	26.4214011195311	26.3606240832647	26.2329411124978	26.1976696483239	26.3690079288327	26.1974974821029	26.1741887563519	26.3823096322543	26.2874858135544	26.2295514164859	26.1784840189845	26.1504241168901	26.3975273664667	26.4718167157465	26.5721582648489	26.6640721198879	26.4497273751535	26.6392331614661	26.3684098773973	26.509366438378	26.563094187524	26.5069462555214	26.5579332914108	26.4243021462119	26.4175148020106	26.5268631145969	26.4755775946742	26.4270393805419	26.4369167353572
P70349_Histidine triad nucleoti.	26.3152268330449	26.3251238428483	26.1387547332954	26.0834527076591	26.1720680708039	26.191944917184	26.1478911878296	26.3866253432213	26.1411827280018	26.1046785688015	26.0788542625723	26.1366208577125	26.444113547037	26.3719066277722	26.5059987951539	26.4168190420098	26.5795889401639	26.5277714475964	26.4643549204674	26.5778078532172	26.4522626098228	26.3673492916807	26.6741845080655	26.495438107384	26.5833037494053	26.5131832620587	26.4021319844465	26.2295005162362	26.4593174176373
P62900_60S ribosomal protein L31	26.3917581906175	26.4226834581575	26.1722929016496	26.1756829405485	26.3109486000428	26.201374488018	25.9187861869895	26.3890162992428	26.1903725375906	26.3168343428932	26.1623650502889	26.2122452225682	26.4115853351307	26.3037332366432	26.4716211400954	26.5760793632847	26.5045079431882	26.5542002795679	26.5119519099433	26.526677606883	26.548348872657	26.4800705453923	26.33338959886	26.4599223423855	26.3926833554473	26.418947381404	26.4965497876301	26.8257294780391	26.384897683779
Q9DBH5_Vesicular integral-membr.	24.3132713977329	24.2983354498269	24.2396219812899	24.2267780381962	24.419281415333	24.3587696311705	24.1734738709523	24.5804613503368	24.2161448863593	24.2860221404379	24.2599916065852	24.3468717254512	24.4069005834481	24.3796113109017	24.5803402361656	24.6462082049176	24.3913938588378	24.5934815118151	24.4310172700379	24.5725304661229	24.8413144127032	24.7061389053599	24.5605471829312	24.4791971818746	24.5113088118347	24.5434504344507	24.5933328741532	24.7114606042369	24.4543004233359
O35945_Aldehyde dehydrogenase, .	26.7252440261817	26.9579543475479	27.1052769624325	27.0530324626454	26.8695208935441	26.9014885862658	27.1107584010683	27.0239629298823	26.7735374627785	26.7742357051004	26.9637455135293	27.0288349993907	26.7229663342619	26.8640507488343	26.6752676055049	26.573521686159	26.5844813276867	26.6489227796492	26.6480527309676	26.6614009334113	26.7840374046746	26.7692638077736	26.7821653929632	26.9081868081821	26.9159715329562	27.0124119293349	26.3858110671486	26.4673156106702	26.8478395911802
Q9CPQ1_Cytochrome c oxidase sub.	25.916229915937	25.9658979593399	25.8248663136742	25.8232679073443	25.6936715636631	25.7564842478648	25.7504799568532	25.817217213984	25.7604997674956	25.8583960659494	25.8146295973591	25.7363597096654	25.9945584525887	25.8306798959452	26.2947048755317	26.5025782364504	26.0364074009116	26.4771369303656	26.2027255826977	26.1390129291663	25.8767233929405	26.0422319809681	25.9896205754467	25.9659637298307	25.8201499351044	26.0395178406693	26.3355436933046	26.6304142279058	26.0977932860011
P27048_Small nuclear ribonucleo.	23.1347188153084	22.8280095784987	22.7240050004922	22.6912943362115	23.2020261974517	23.126442804124	22.7258132776993	23.3382167978276	23.1083352534862	22.9723158466797	22.8358834838508	22.9260772431325	23.1508156322266	23.2075674267441	23.2395854192465	23.4508618681274	23.322798339751	23.3064518335173	23.2099573633821	23.318588594879	23.3185761833784	23.014729165462	23.2446807406597	23.050249892042	23.1158988572599	23.1241648653158	23.2326669920627	23.5125942392988	23.1219553930083
Q9JJU8_SH3 domain-binding gluta.	22.5530845734159	21.9138833588603	22.1321291053014	22.2482843242651	22.3618045917605	22.1637758802713	22.0210843469687	22.6469921640506	22.3605208081004	22.3829722474824	21.9340277100128	22.0975311423505	22.7274511316833	22.4589888986417	22.9528359633053	22.7238194453285	22.6904982850451	22.980152044795	22.7853058851119	22.6732708980676	22.761979879503	22.3340105283741	22.5795546450375	22.8040985172504	22.4345554403569	22.6170081155155	22.4073324748752	22.6043311796281	22.6427604781998
O08583_THO complex subunit 4	21.4939823358477	21.7820615822027	21.0962887277921	21.1523533967708	21.4984997430052	22.0082318097341	21.116256538103	21.7338917780916	21.776772160412	21.6542530581163	21.6240583706284	21.6696663429348	21.9510396518836	21.885610828887	22.4273399574384	22.2779919528229	22.3659469972905	22.2142967362455	22.5142812371412	22.2479225893003	21.732230993742	21.7562432602526	21.7558289973643	21.8683768422797	21.896032449424	22.220330793387	21.8201835404948	22.4493407413897	21.5686507198784
P61458_Pterin-4-alpha-carbinola.	25.7943687640264	25.5607617329971	25.5718242660589	25.5157919804505	25.879694856559	25.7295566454714	25.3928852141257	25.998120123276	25.7123121467484	25.7850616800077	25.8557438190812	25.5644559636847	25.8772106353544	25.9183948681316	26.1755215310964	25.8591834709906	26.0489640720909	26.4185506075932	26.0882213078975	26.2254138404394	25.9658656452962	25.8341476305939	25.6890467479167	25.8627471621782	25.7601741562728	26.06160554775	26.1984942015994	25.9861029525247	25.9773874550572
P83940_Elongin-C	21.6228179636978	21.3979135173425	20.9117629969004	21.208570759632	21.6371673406356	21.207771455074	21.1584776380148	21.508627173952	21.2132362591838	21.3409003028318	21.1657192901748	21.1979939788654	21.3565121500383	21.7080628747036	21.5838034454644	22.0199054189715	22.0874892251711	22.0048440052827	21.7873067694171	21.621480577312	21.6227260434005	21.5975910175467	21.6405245227473	21.7856890251748	21.9843993351544	21.872352867865	21.4479733427029	21.8548934873085	21.3297752650473
Q9QUH0_Glutaredoxin-1	22.9337952728831	22.8370683137715	22.7976124516055	22.5063194468494	23.0549210663352	22.6121095392313	22.6061557675308	23.2253723561492	22.985445895139	22.994223247537	22.486731069826	22.3330757572107	23.4055415519265	23.2410515443131	23.6663412603602	23.4731778177209	23.12376131401	23.2761356251568	23.1035794815143	23.3110644960879	23.2544594860666	23.1812789111214	23.1482875810184	23.1313431357876	23.1425232719806	23.0559603998917	23.4113326686124	23.3909664809654	23.0198144965517
P12791_Cytochrome P450 2B10	26.089924179473	24.1588304639421	24.6870583510831	24.1931198439142	25.7604987522958	25.7467297786887	24.5964468450774	25.6438298830686	25.8906680307084	25.3288437696397	23.7055679527769	23.1496309998972	25.1524567639346	25.1237698375744	23.4131436737289	23.8062263728546	25.0630385374514	24.5133282209612	24.8764651429968	23.8459967574352	16.826174557584	20.6415579884469	19.5178141324333	18.1711413613324	19.2055887859881	17.9832818376514	23.3679471165061	22.9565893882068	24.0291306573168
Q64458_Cytochrome P450 2C29	27.7130921636972	28.1493841565448	28.6169892764739	28.175634519609	27.3161280659602	27.3476980008406	28.2370101996922	27.5751649351807	27.5620103873167	27.2250994421646	28.038291585732	27.9996142773461	27.4151973482969	27.0839546654925	26.9399945020966	26.7923359496919	26.9735849175964	26.8532056942242	27.1936231126569	26.9378459446723	27.6566280195163	27.8088624711099	27.9195250452575	27.8191453082681	27.9259497961822	27.892266442556	26.7529052065365	26.2065818764377	28.1216315286834
P14131_40S ribosomal protein S16	27.0766290385927	26.8978021662051	26.7621647487539	26.8935877973287	27.0454282295062	26.8025433828997	26.8100735176449	27.1580915876641	26.9097203499305	26.8707370242691	26.7681205036014	26.7623628763296	26.9691077044346	27.0674832703188	27.1714828579082	27.2339579618237	27.122836523888	27.202308742675	27.0580203032177	27.1093659990677	27.1689813107002	27.1374450797344	27.0762857014598	27.0048979972156	26.9628606240397	27.0742902829277	27.1390163652184	27.0483821020599	27.0020437693647
Q9QUM9_Proteasome subunit alpha.	25.9655536498759	25.8724315928213	25.8376186945721	25.7696570822827	25.9514501423691	25.9209297782242	25.7766964709084	25.9958500289749	25.9912631069071	25.8510134412089	25.7981449564868	25.7448817641391	25.9636712643602	25.8268827282935	25.9778760941832	26.0926616640804	26.0960403095241	26.0713571181224	26.0276802744168	26.0843576633145	25.9387796818962	25.8741739029456	25.8880561996832	25.9140331424971	26.0042821978937	26.0711605212504	26.0350628519671	26.051207613033	26.005265088782
Q9D0S9_Histidine triad nucleoti.	25.2608279591759	24.7036485711637	24.9205026049527	25.0690558626636	25.1791801739002	25.2526953131396	25.0083906638314	25.3582798864499	25.2094423586973	25.3338391512365	24.9952064559796	25.0302616553272	25.4018465460173	25.4420850826734	25.5103205047017	25.5204594652419	25.4428149498935	25.6753194074555	25.4761013109881	25.5376744847599	25.401344386158	25.3941659196511	25.3769048871717	25.3196094199314	25.3874763678227	25.0225642303033	25.3907084717642	25.2852516423986	25.3820676220218
Q9CQ92_Mitochondrial fission 1 .	22.7752500788143	22.5860411165642	22.4248621024896	22.3986583737908	22.6529549009788	22.899192236624	22.346100856553	22.8307522254987	22.6986468099014	22.8187262959337	22.4896823730252	22.6334580222156	22.7564585933036	22.7394285523288	23.0560164827496	22.9100654308408	22.8380951751505	23.2567020871999	22.7582192491906	22.8993825554939	22.9007641961721	22.7571858047128	22.7225352119537	22.7065384904608	22.7187315481789	22.8946056569774	22.9167237680353	23.2334129810888	22.8421891877934
Q91WS0_CDGSH iron-sulfur domain.	25.7379275850911	25.940341111307	25.6491653781008	25.5447121510927	25.5087440650621	25.549609721958	25.5982634761574	25.7403446701726	25.7331323443635	25.7611473194311	25.7261235515588	25.5982865373602	25.7394710963085	25.7217293128827	25.9857476263692	26.0666070784344	26.0529195651308	26.0207183770893	25.887694380202	26.0779606743519	25.7292454492619	25.834220847595	25.8577708051565	25.8497520298013	25.7831885993064	25.7588745331978	25.9372306617822	25.8402220225952	25.8214513041542
Q9DCX2_ATP synthase subunit d, .	27.1648734837523	27.0809794813926	26.8363339532927	26.9581224644219	27.0145047773204	27.1866033349263	26.9990433733785	27.2157527875345	27.1705363657562	27.208564210975	26.9634646340292	26.9790095013392	27.3045735836512	27.2427209952016	27.3411392710366	27.23608954058	27.1920046874201	27.4194763720546	27.3782379596729	27.3477976031956	27.0320672569612	27.2458536869964	27.2446025006424	27.4349066178222	27.3919656835726	27.37162205779	27.3800959832076	27.3441291354318	27.3081352667647
