variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M183T16.67	hilic															M183T17.4	182.999979696712	1000.31338801423			31	3	@M139.9944T16.67|+(NHCO)|@M165.9734T16.67|+(NH3)|+NH3|@M226.006T16.67|-(NHCO)|@M226.9901T16.67|-(CO2)
M183.984T16.67	hilic															M184T17.1	183.984019735808	1000.38583534534		[M+Cl+NH3]- 131.989 [M+Cl+NH3]- 131.989	31	3	@M139.9944T16.67|+(CO2)|@M165.9734T16.67|+(H2O)|@M205.966T16.67|-Na|@M226.006T16.67|-(CH2N2)|@M226.9901T16.67|-(NHCO)|@M227.9741T16.67|-(CO2)
M184.9681T16.68	hilic															M185T17.4	184.968077833249	1000.73786897718	[203][M]-	[M+Cl+HCOOH]- 103.994 [M+Cl+HCOOH]- 103.994	31	3	@M185.9714T16.68|-13C|@M186.9723T16.68|-18O|-13C2|@M206.95T16.68|-Na|@M227.9741T16.67|-(NHCO)|@M228.9579T16.68|-(CO2)
M185.9714T16.68	hilic															M186T17	185.971403094871	1000.78545064886	[203][M+1]-		31	3	@M184.9681T16.68|+13C|@M186.9723T16.68|-13C|-15N|@M207.9533T16.68|-Na
M186.9723T16.68	hilic															M187T17	186.972296028516	1000.95356955468	[203][M+2]-		31	3	@M184.9681T16.68|+18O|+13C2|@M185.9714T16.68|+13C|+15N
M189.9428T16.68	hilic															M190T17	189.942799964633	1000.60945724085	[215][M+1]-		31	3	@M167.9608T16.68|+Na|@M188.9395T16.68|+13C|@M190.9437T16.68|-13C|-15N
M190.9437T16.68	hilic															M191T17	190.943701475156	1000.67979364132	[215][M+2]-		31	3	@M168.9617T16.68|+Na|@M188.9395T16.68|+18O|+13C2|@M189.9428T16.68|+13C|+15N|@M205.966T16.67|-(CH3.)|@M249.956T16.67|-(CH3COO.)
M205.966T16.67	hilic															M206T17.1	205.965973506193	1000.31106468509			31	3	@M183.984T16.67|+Na|@M188.9395T16.68|+(NH3)|+NH3|@M190.9437T16.68|+(CH3.)|@M248.972T16.67|-(NHCO)|@M249.956T16.67|-(CO2)
M206.95T16.68	hilic															M207T17.2	206.950044466354	1000.64389389394	[255][M]-	[M+Cl+NaCOOH]- 103.994 [M+Cl+NaCOOH]- 103.994	31	3	@M184.9681T16.68|+Na|@M207.9533T16.68|-13C|@M250.9401T16.68|-(CO2)
M207.9533T16.68	hilic															M208T17	207.953292146726	1000.60402462526	[255][M+1]-		31	3	@M185.9714T16.68|+Na|@M206.95T16.68|+13C
M226.006T16.67	hilic															M226T17	226.00604817016	1000.40728372684		[M-H+CF3COOH]- 93.0249 [M+Cl]- 191.035	31	3	@M165.9734T16.67|+(NH3)+(CONH)|@M183T16.67|+(NHCO)|@M183.984T16.67|+(CH2N2)
M226.9901T16.67	hilic															M227T17	226.990056320772	1000.42913395038			31	3	@M165.9734T16.67|+(NH3)+(CO2)|@M183T16.67|+(CO2)|@M183.984T16.67|+(NHCO)|@M248.972T16.67|-Na
M228.9321T16.67	hilic															M229T17	228.93205506192	1000.49291271195	[298][M]-	[M-H-CO2]- 273.929	31	3	@M229.9354T16.67|-13C|@M230.9363T16.68|-18O|-13C2|@M271.938T16.67|-(NHCO)
M228.9579T16.68	hilic															M229T17.1	228.95792562814	1000.77787018131	[299][M]-	[2M-2H+Na]- 103.994 [2M-2H+Na]- 103.994	31	3	@M184.9681T16.68|+(CO2)|@M229.9614T16.68|-13C|@M250.9401T16.68|-Na
M229.9354T16.67	hilic															M230T17	229.935439831824	1000.47043510411	[298][M+1]-		31	3	@M165.9734T16.67|+(SO2)|@M228.9321T16.67|+13C|@M230.9363T16.68|-13C|-15N
M229.9614T16.68	hilic															M230T17.1	229.961372279415	1000.77812114174	[299][M+1]-		31	3	@M228.9579T16.68|+13C|@M251.9435T16.68|-Na
M230.9363T16.68	hilic															M231T17	230.936256988122	1000.69523765589	[298][M+2]-		31	3	@M143.0075T16.67|+4Na|@M228.9321T16.67|+18O|+13C2|@M229.9354T16.67|+13C|+15N|@M314.9003T16.68|-(HCOOK)
M248.972T16.67	hilic															M249T17	248.971989683286	1000.35443636333		[2M-2H+K]- 106.01	31	3	@M188.9395T16.68|+(NH3)+(CONH)|@M205.966T16.67|+(NHCO)|@M226.9901T16.67|+Na|@M336.8953T16.67|-4Na
M249.956T16.67	hilic															M250T17	249.956002715128	1000.37437785674			31	3	@M188.9395T16.68|+(NH3)+(CO2)|@M190.9437T16.68|+(CH3COO.)|@M205.966T16.67|+(CO2)|@M227.9741T16.67|+Na|@M271.938T16.67|-Na
M250.9401T16.68	hilic															M251T17	250.940069822111	1000.67979364132	[342][M]-		31	3	@M206.95T16.68|+(CO2)|@M228.9579T16.68|+Na|@M251.9435T16.68|-13C|@M252.9444T16.68|-18O|-13C2|@M272.9222T16.68|-Na
M251.9435T16.68	hilic															M252T17	251.943505626332	1000.71068167047	[342][M+1]-		31	3	@M229.9614T16.68|+Na|@M250.9401T16.68|+13C|@M252.9444T16.68|-13C|-15N|@M273.9255T16.68|-Na
M252.9444T16.68	hilic															M253T17	252.944392084037	1000.74690790863	[342][M+2]-		31	3	@M250.9401T16.68|+18O|+13C2|@M251.9435T16.68|+13C|+15N
M271.938T16.67	hilic															M272T17	271.9380123518	1000.28933996935		[M+Cl]- 236.964	31	3	@M227.9741T16.67|+2Na|@M228.9321T16.67|+(NHCO)|@M249.956T16.67|+Na|@M335.9T16.67|-(SO2)
M272.9222T16.68	hilic															M273T17	272.922166945271	1000.57215295088	[385][M]-	[M-H]- 273.929	31	3	@M250.9401T16.68|+Na|@M273.9255T16.68|-13C|@M274.9263T16.68|-18O|-13C2
M273.9255T16.68	hilic															M274T17	273.925487575956	1000.65071690721	[385][M+1]-		31	3	@M251.9435T16.68|+Na|@M272.9222T16.68|+13C|@M274.9263T16.68|-13C|-15N
M274.9263T16.68	hilic															M275T17	274.926325405841	1000.57637130508	[385][M+2]-		31	3	@M272.9222T16.68|+18O|+13C2|@M273.9255T16.68|+13C|+15N
M303.9223T16.68	hilic															M304T17	303.922340911359	1000.54876893412			31	3	@M325.9043T16.67|-Na
M312.9148T16.68	hilic															M313T17	312.914752769076	1000.54876893412			31	3	@M314.9135T16.68|-34S|-41K|-37Cl|@M356.9046T16.68|-(CO2)
M314.9003T16.68	hilic															M315T17	314.900265644806	1000.50955445495		[M-H-CO]- 343.912	31	3	@M230.9363T16.68|+(HCOOK)|@M348.8878T16.67|-(H2S)
M314.9135T16.68	hilic															M315T17.1	314.913458340598	1000.60203851593		[M-H-CO]- 343.912	31	3	@M312.9148T16.68|+34S|+41K|+37Cl
M325.9043T16.67	hilic															M326T17	325.904341102	1000.40728372684	[504][M]-	[M-H]- 326.915	31	3	@M303.9223T16.68|+Na|@M326.4061T16.68|-13Cdb|@M347.8862T16.67|-Na|@M441.8904T16.68|-(H3PO4)-(H2O)
M326.4061T16.68	hilic															M326T17.1	326.406116301796	1000.64389389394		[M-H]- 327.409	31	3	@M325.9043T16.67|+13Cdb
M334.8967T16.67	hilic															M335T17	334.896724449643	1000.42913395038	[518][M]-		31	3	@M335.9T16.67|-13C|@M336.8953T16.67|-34S|-41K|-37Cl|@M337.8975T16.68|-13C-37Cl|-13C-34S
M334.9225T16.68	hilic															M335T17.1	334.922456611946	1000.65642392971			31	3	@M356.9046T16.68|-Na
M335.9T16.67	hilic															M336T17.1	335.899998748153	1000.47043510411	[518][M+1]-		31	3	@M271.938T16.67|+(SO2)|@M334.8967T16.67|+13C|@M336.8953T16.67|-15N|@M337.8975T16.68|-34S|-41K|-37Cl
M336.8953T16.67	hilic															M337T17.1	336.895307965085	1000.38583534534	[518][M+2]-		31	3	@M248.972T16.67|+4Na|@M334.8967T16.67|+34S|+41K|+37Cl|@M335.9T16.67|+15N|@M337.3969T16.67|-13Cdb|@M337.8975T16.68|-13C
M337.3969T16.67	hilic															M337T17.2	337.396941553764	1000.42913395038		[M-H]- 338.409	31	3	@M336.8953T16.67|+13Cdb
M337.8975T16.68	hilic															M338T17.1	337.897492525704	1000.58447709469	[518][M+3]-		31	3	@M334.8967T16.67|+13C+37Cl|+13C+34S|@M335.9T16.67|+34S|+41K|+37Cl|@M336.8953T16.67|+13C
M347.8862T16.67	hilic															M348T17	347.886217026998	1000.35443636333	[535][M]-	[M-2H+Na]- 326.915	31	3	@M325.9043T16.67|+Na|@M348.3878T16.67|-13Cdb|@M348.8878T16.67|-13C|-15N
M348.3878T16.67	hilic															M348T17.1	348.387814793269	1000.4715311195		[M-2H+Na]- 327.409	31	3	@M347.8862T16.67|+13Cdb|@M348.8878T16.67|-13Cdb
M348.8878T16.67	hilic															M349T17	348.887759930371	1000.43504806345	[535][M+1]-		31	3	@M314.9003T16.68|+(H2S)|@M347.8862T16.67|+13C|+15N|@M348.3878T16.67|+13Cdb
M356.9046T16.68	hilic															M357T17	356.904603638016	1000.60601073459	[550][M]-		31	3	@M312.9148T16.68|+(CO2)|@M334.9225T16.68|+Na|@M357.9079T16.68|-13C|@M358.9087T16.68|-18O|-13C2|@M378.8865T16.67|-Na
M357.9079T16.68	hilic															M358T17	357.907903816817	1000.65071690721	[550][M+1]-		31	3	@M356.9046T16.68|+13C|@M358.9087T16.68|-13C|-15N|@M379.8894T16.68|-Na
M358.9087T16.68	hilic															M359T17.2	358.908740238239	1000.69523765589	[550][M+2]-		31	3	@M356.9046T16.68|+18O|+13C2|@M357.9079T16.68|+13C|+15N
M367.8825T16.67	hilic															M368T17	367.882464232905	1000.32551341585	[568][M]2-		31	3	@M368.3842T16.67|-13Cdb|@M401.8712T16.67|-(H2S)
M368.3842T16.67	hilic															M368T17.2	368.384214105608	1000.48688701242	[568][M+1]2-		31	3	@M367.8825T16.67|+13Cdb
M378.8865T16.67	hilic															M379T17	378.886473511827	1000.47036023095	[585][M]-	[M+Cl]- 343.912	31	3	@M356.9046T16.68|+Na|@M379.3882T16.68|-13Cdb|@M379.8894T16.68|-13C|@M440.887T16.68|-(H2O)-(CO2)|@M441.8904T16.68|-Na-CH3CN
M379.3882T16.68	hilic															M379T17.1	379.388171675793	1000.52159875961		[M+Cl+NH3]- 327.409	31	3	@M378.8865T16.67|+13Cdb
M379.8894T16.68	hilic															M380T17	379.889387453876	1000.5429917267	[585][M+1]-		31	3	@M357.9079T16.68|+Na|@M378.8865T16.67|+13C|@M441.8904T16.68|-(H2O)-(CO2)|@M451.8778T16.68|-(CO2)-(CO)
M400.8685T16.67	hilic															M401T17.1	400.868479798881	1000.42913395038	[615][M]2-	[M-2H]2- 803.751	31	3	@M401.3701T16.67|-13Cdb|@M401.8712T16.67|-13C
M401.3701T16.67	hilic															M401T17.2	401.370081929257	1000.47043510411	[615][M+1]2-		31	3	@M400.8685T16.67|+13Cdb|@M401.8712T16.67|-13Cdb
M401.8712T16.67	hilic															M402T17	401.871191361147	1000.48489618814	[615][M+2]2-		31	3	@M367.8825T16.67|+(H2S)|@M400.8685T16.67|+13C|@M401.3701T16.67|+13Cdb|@M473.8598T16.67|-(CO2)-(CO)
M440.861T16.67	hilic															M441T17.1	440.861045147923	1000.42913395038	[655][M]-	[M-H]- 441.868	31	3	@M484.8509T16.67|-(CO2)
M440.887T16.68	hilic															M441T17.2	440.887022263227	1000.56793459668	[656][M]-	[M-2H+Na]- 419.912	31	3	@M378.8865T16.67|+(H2O)+(CO2)|@M441.8904T16.68|-13C|@M462.8691T16.67|-Na|@M484.8509T16.67|-2Na
M441.8904T16.68	hilic															M442T17.1	441.890387360038	1000.60834099033	[656][M+1]-		31	3	@M325.9043T16.67|+(H3PO4)+(H2O)|@M378.8865T16.67|+Na+CH3CN|@M379.8894T16.68|+(H2O)+(CO2)|@M440.887T16.68|+13C|@M485.8544T16.68|-2Na
M451.8778T16.68	hilic															M452T17	451.877808645086	1000.5419162932			31	3	@M379.8894T16.68|+(CO2)+(CO)|@M473.8598T16.67|-Na
M462.8691T16.67	hilic															M463T17	462.869061296163	1000.47385429411		[M-H]- 463.872	31	3	@M440.887T16.68|+Na|@M524.8691T16.68|-(H2O)-(CO2)
M473.8598T16.67	hilic															M474T17	473.859751134881	1000.46281240007		[M-H]- 474.871	31	3	@M401.8712T16.67|+(CO2)+(CO)|@M451.8778T16.68|+Na
M480.8533T16.67	hilic															M481T17	480.853335414962	1000.4882672399			31	3	@M484.8509T16.67|-44Ca|@M526.8414T16.67|-(CH2S)|@M559.8144T16.67|-(PO3)
M484.8509T16.67	hilic															M485T17	484.850949462907	1000.48489618814	[692][M]-	[M-2H+Na]- 463.872	31	3	@M440.861T16.67|+(CO2)|@M440.887T16.68|+2Na|@M480.8533T16.67|+44Ca|@M485.8544T16.68|-13C|@M506.8326T16.67|-Na
M485.8544T16.68	hilic															M486T17	485.854396151701	1000.60004276844	[692][M+1]-		31	3	@M441.8904T16.68|+2Na|@M484.8509T16.67|+13C|@M507.8361T16.68|-Na|@M557.8417T16.68|-(CO2)-(CO)
M504.86T16.67	hilic															M505T17	504.859973526924	1000.4882672399			31	3	@M526.8414T16.67|-Na
M506.8326T16.67	hilic															M507T17	506.832603309272	1000.48489618814	[712][M]-	[M+Cl+NH3]- 454.854	31	3	@M484.8509T16.67|+Na|@M507.8361T16.68|-13C
M507.8361T16.68	hilic															M508T17	507.836126741703	1000.54476667815	[712][M+1]-		31	3	@M485.8544T16.68|+Na|@M506.8326T16.67|+13C
M524.8691T16.68	hilic															M525T17.1	524.869140680909	1000.54984436761			31	3	@M462.8691T16.67|+(H2O)+(CO2)|@M546.8509T16.68|-Na
M526.8414T16.67	hilic															M527T17	526.84144139764	1000.4883152736		[3M+Cl]- 163.967	31	3	@M480.8533T16.67|+(CH2S)|@M504.86T16.67|+Na
M537.8323T16.68	hilic															M538T17.1	537.832285428773	1000.59407480229		[M-H]- 538.836	31	3	@M559.8144T16.67|-Na
M546.8252T16.67	hilic															M547T17	546.825151878082	1000.40728372684			31	3	@M590.815T16.67|-(CO2)
M546.8509T16.68	hilic															M547T17.1	546.850897980001	1000.56793459668		[2M-H]- 273.929	31	3	@M524.8691T16.68|+Na|@M568.8328T16.68|-Na
M557.8417T16.68	hilic															M558T17	557.841690516978	1000.52833120595			31	3	@M485.8544T16.68|+(CO2)+(CO)
M559.8144T16.67	hilic															M560T17	559.814392932843	1000.38010660104		[M-2H+Na]- 538.836	31	3	@M480.8533T16.67|+(PO3)|@M537.8323T16.68|+Na|@M621.8147T16.68|-(H2O)-(CO2)
M568.8328T16.68	hilic															M569T17.1	568.832848782616	1000.52833120595		[2M-2H+Na]- 273.929	31	3	@M546.8509T16.68|+Na|@M590.815T16.67|-Na
M590.815T16.67	hilic															M591T17	590.815044864721	1000.39655953609		[M+Cl+NH3]- 538.836	31	3	@M546.8252T16.67|+(CO2)|@M568.8328T16.68|+Na|@M612.7967T16.67|-Na
M612.7967T16.67	hilic															M613T17.1	612.796722891282	1000.37437785674	[790][M]-		31	3	@M590.815T16.67|+Na|@M613.8001T16.67|-13C
M613.8001T16.67	hilic															M614T17	613.800053235089	1000.48550678493	[790][M+1]-		31	3	@M612.7967T16.67|+13C
M621.8147T16.68	hilic															M622T17	621.814674259602	1000.52159875961		[M-H]- 622.827	31	3	@M559.8144T16.67|+(H2O)+(CO2)
M82.9542T3.1	hilic															M83T3	82.9541974138741	186.198264055845		[M-H-C2H4]- 111.99	22	4	@M84.9512T3.1|-34S|-41K|-37Cl|@M144.9546T3.12|-(H2O)-(CO2)
M146.9517T3.12	hilic															M147T3.1	146.951719374881	187.070236376933			22	4	@M84.9512T3.1|+(H2O)+(CO2)|@M144.9546T3.12|+34S|+41K|+37Cl
M83.0252T2.54	hilic															M83T3.1	83.025156308991	152.315899915068	[3][M]-	[M-H]- 84.0398 [M-H-C2H4]- 112.059	25	5	@M84.0285T2.54|-13C
M87T3.2_isobutyric.acid	hilic	Isobutyric acid	CHEBI:16135	2	a,b	C02632	Microbial Metabolism	Microbial Metabolism	Microbial Metabolism	HMDB01873	CID6590	C4H8O2	88.05243	KQNPFQTWMSNSAP-UHFFFAOYSA-N	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	M87T3.2	87.0452013781343	152.965413882579		[M-H-CH2]- 102.067	25	6	@M88.0486T2.55|-13C
M88T7.1_beta.alanine	hilic	β-Alanine|Sarcosine|L-Alanine;Alanine	CHEBI:16958|CHEBI:15611|CHEBI:16977	2	a,b	C00099|C00213|C00041	Amino acid metabolism|Carbohydrate metabolism|Metabolism of cofactors and vitamins|Metabolism of other amino acids|Nucleotide metabolism	Alanine, Aspartate and Glutamate|Glycine, Serine and Threonine|Propanoate metabolism|Pantothenate and CoA biosynthesis|beta-Alanine metabolism|Selenocoumpound metabolism|Pyrimidine metabolism	Alanine|Glycine|Propenoyl-CoA|beta-Alanine|Selenocysteine|Uracil	HMDB00056|HMDB00271|HMDB00161	CID239|CID1088|CID5950	C3H7NO2	89.04768	UCMIRNVEIXFBKS-UHFFFAOYSA-N|FSYKKLYZXJSNPZ-UHFFFAOYSA-N|QNAYBMKLOCPYGJ-REOHCLBHSA-N	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)|InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)|InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1	M88T7.1	88.0404437560117	446.648277272708		[M-H-C5H8O4]- 221.088	3	7	@M177.0882T7.45|-(C3H7O2N)
M89T10_oxalic.acid	hilic	Oxalic acid	CHEBI:16995	2	a,b	C00209	Lipid metabolism|Microbial Metabolism	Fatty acids|Microbial Metabolism	Dicarboxylic|Microbial Metabolism	HMDB02329	CID971	C2H2O4	89.99531	MUBZPKHOEPUJKR-UHFFFAOYSA-N	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)	M89T10	88.9881020384979	589.504059407766	[10][M]-		35	8	@M89.9914T9.82|-13C|@M90.9923T9.82|-18O|-13C2|@M150.9885T9.82|-(H2O)-(CO2)
M90.0277T4.22	hilic															M90T4.17	90.0276530805459	253.391358168698	[13][M+1]-		1	9	@M180.0594T4.25|-(C3H6O3)
M179.0561T4.25	hilic															M179T4.1	179.056063957917	255.282808973011	[187][M]-		1	9	@M180.0594T4.25|-13C|@M181.0601T4.26|-18O|-13C2|@M239.0773T4.33|-(CH3COOH)|-(C2H4O2)|-CH3COOH
M91.04T3.85	hilic															M91T4.4	91.0400057832137	230.98503329934	[28][M]-	[M-H-C4H8]- 148.118	8	10	@M92.0434T3.85|-13C|@M152.0564T3.85|-(NH3)-(CO2)
M93.5246T8.34	hilic															M94T8	93.5245885916441	500.387823475951	[29][M]2-	[M-2H]2- 189.065	15	11	@M94.0263T8.34|-13Cdb
M188T8_N.acetyl.L.glutamate.2..	hilic	N-Acetyl-DL-glutamic acid|N-Acetyl-L-glutamic acid;N-Acetylglutamic acid	CHEBI:12575	2	a,b	C00624	Amino acid metabolism	Aginine biosynthesis|Alanine, Aspartate and Glutamate	Glutamate|Others	HMDB01138	CID185|CID70914	C7H11NO5	189.0637	RFMMMVDNIPUKGG-UHFFFAOYSA-N|RFMMMVDNIPUKGG-YFKPBYRVSA-N	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)|InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1	M188T8	188.056556413738	500.233129978425	[213][M]-	[M-H]- 189.065	15	11	@M94.0263T8.34|+(C2H6O4)|@M170.046T8.34|+(H2O)|@M189.0599T8.34|-13C|@M190.0607T8.34|-18O|-13C2
M96.9699T6.57	hilic															M97T7	96.9698724429093	394.473162381786		[M-H]- 97.9794	7	12	@M97.9732T6.56|-13C
M98.9492T1.92	hilic															M99T2	98.9491501533408	115.454555144706			2340	13	@M100.9462T1.93|-34S|-41K|-37Cl
M161.0092T4.87	hilic															M161T5	161.009227391853	292.274332600799	[146][M]-		12	14	@M99.0088T4.87|+(H2O)+(CO2)|@M162.0126T4.87|-13C
M101T2.3_isovaleric.acid	hilic	Isovaleric acid;3-Methylbutanoic acid;3-Methylbutyric acid	CHEBI:28484	2	a,b	C08262	Lipid metabolism	Fatty acids	Branched	HMDB00718	CID10430	C5H10O2	102.06808	GWYFCOCPABKNJV-UHFFFAOYSA-N	InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)	M101T2.3	101.060869752195	133.27106016843	[45][M]-		18	15	@M102.0643T2.22|-13C
M101.9229T2.37	hilic															M102T2	101.922890402815	142.354537092087			1815	16	@M102.9236T2.37|-13C|-15N|@M103.9211T2.37|-34S|-41K|-37Cl|@M105.9203T2.37|-44Ca
M102.9236T2.37	hilic															M103T2	102.923606956611	142.400531923061			1813	16	@M101.9229T2.37|+13C|+15N|@M103.9211T2.37|-15N|@M105.9203T2.37|-13C-37Cl|-13C-34S
M103.9211T2.37	hilic															M104T2	103.921093750117	142.319437676021			1816	16	@M101.9229T2.37|+34S|+41K|+37Cl|@M102.9236T2.37|+15N|@M105.9203T2.37|-34S|-41K|-37Cl
M105.9203T2.37	hilic															M106T2	105.920268646334	142.085427098952			1817	16	@M101.9229T2.37|+44Ca|@M102.9236T2.37|+13C+37Cl|+13C+34S|@M103.9211T2.37|+34S|+41K|+37Cl|@M107.9205T2.37|-18O|-34S|-41K|-37Cl
M102T8.1_gamma.aminobutyric.acid	hilic	γ-aminobutyric acid;GABA;Gamma-Aminobutyric Acid|DL-3-Aminoisobutyric acid;3-Aminoisobutyric acid	CHEBI:16865|CHEBI:27389	2	a,b	C00334|C05145	Amino acid metabolism|Carbohydrate metabolism	Aginine and Proline metabolism|Alanine, Aspartate and Glutamate|Butanoate metabolism	Pustrescine|Glutamate|L-Glutamate	HMDB00112|HMDB03911	CID119|CID64956	C4H9NO2	103.0633	BTCSSZJGUNDROE-UHFFFAOYSA-N|QCHPKSFMDHPSNR-UHFFFAOYSA-N	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)|InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)	M102T8.1	102.056095971713	500.81319288607		[M-H-C3H2O3]- 189.065	15	17	@M103.0595T8.36|-13C
