variableMetadata	chromato	name	chebi_id	annot_level	annot_confidence	kegg_id	kegg_pathway_family	kegg_pathways	kegg_subpathways	hmdb_id	pubchem_id	formula	monoisotopic_mass	inchikey	inchi	MT	mz	rt	isotopes	adduct	pcgroup	redund_group	redund_iso_add_frag
M112.0068T0.66	c18hypersil															M112T1.1	112.0068149	39.434692	[33][M+2]+		388	5	@M110.0093T0.66|+34S|+41K|+37Cl|@M111.0101T0.66|+15N|@M153.0334T0.66|-(CH3CN)|-(C2H3N)
M128.0199T0.66	c18hypersil															M128T1.27	128.0198516	39.44808589	[58][M]+	[M+Na+NH3]+ 88.0022	14	5	@M95.0444T0.65|+(HS.)|@M110.0093T0.66|+(H2O)|@M129.0206T0.66|-13C|-15N|@M156.0148T0.66|-(CO)
M129.0206T0.66	c18hypersil															M129T1.29	129.0206349	39.43476231	[58][M+1]+		14	5	@M111.0101T0.66|+(H2O)|@M128.0199T0.66|+13C|+15N
M151.0359T0.66	c18hypersil															M151T1.3	151.0358968	39.44687159	[97][M]+	[M+Na]+ 128.051	14	5	@M110.0093T0.66|+(CH3CN)|+(C2H3N)|@M152.0367T0.66|-13C|-15N|@M153.0334T0.66|-34S|-41K|-37Cl|@M154.0369T0.66|-13C-37Cl|-13C-34S
M152.0367T0.66	c18hypersil															M152T1.1	152.036701	39.46266568	[97][M+1]+		14	5	@M111.0101T0.66|+(CH3CN)|+(C2H3N)|@M151.0359T0.66|+13C|+15N|@M153.0334T0.66|-15N|@M154.0369T0.66|-18O|-34S|-41K|-37Cl
M153.0334T0.66	c18hypersil															M153T1	153.0333955	39.44687159	[97][M+2]+		14	5	@M111.0101T0.66|+(CH2N2)|@M112.0068T0.66|+(CH3CN)|+(C2H3N)|@M151.0359T0.66|+34S|+41K|+37Cl|@M152.0367T0.66|+15N|@M154.0369T0.66|-13C
M154.0369T0.66	c18hypersil															M154T1.2	154.036859	39.37969827	[97][M+3]+		393	5	@M151.0359T0.66|+13C+37Cl|+13C+34S|@M152.0367T0.66|+18O|+34S|+41K|+37Cl|@M153.0334T0.66|+13C
M156.0148T0.66	c18hypersil															M156T1	156.0147617	39.42890378			394	5	@M128.0199T0.66|+(CO)
M177.9968T0.71	c18hypersil															M178T1.1	177.9967628	42.43033134		[M+2H-COCH2]2+ 395.984 [M+2H-COCH2]2+ 395.984	49	5	@M110.0093T0.66|+(HCOONa)
M96.9223T0.79	c18hypersil															M97T1	96.92234489	47.62810589			1185	6	@M98.9194T0.79|-34S|-41K|-37Cl|@M164.9099T0.78|-(HCOONa)|@M232.8976T0.77|-2(HCOONa)
M154.881T0.79	c18hypersil															M155T1	154.8809643	47.66951446			1234	6	@M156.878T0.8|-34S|-41K|-37Cl|@M212.8399T0.8|-(NaCl)|@M222.8687T0.78|-(HCOONa)
M156.878T0.8	c18hypersil															M157T1	156.8780421	47.74464858			1236	6	@M154.881T0.79|+34S|+41K|+37Cl|@M214.8369T0.8|-(NaCl)
M166.9069T0.77	c18hypersil															M167T1	166.9068881	46.48725154		[M+2H-C4H8]2+ 387.869	49	6	@M164.9099T0.78|+34S|+41K|+37Cl
M212.8399T0.8	c18hypersil															M213T1	212.8398629	48.18537002			1289	6	@M154.881T0.79|+(NaCl)|@M214.8369T0.8|-34S|-41K|-37Cl|@M270.7987T0.81|-(NaCl)
M214.8369T0.8	c18hypersil															M215T1	214.8368644	48.16954083			1291	6	@M156.878T0.8|+(NaCl)|@M212.8399T0.8|+34S|+41K|+37Cl|@M272.7957T0.81|-(NaCl)
M216.8341T0.81	c18hypersil															M217T1	216.8341047	48.71396414			1292	6	@M274.7928T0.81|-(NaCl)
M222.8687T0.78	c18hypersil															M223T1	222.8687029	46.99632224			1304	6	@M154.881T0.79|+(HCOONa)|@M164.9099T0.78|+(NaCl)|@M224.8658T0.78|-34S|-41K|-37Cl|@M290.8564T0.77|-(HCOONa)
M224.8658T0.78	c18hypersil															M225T1	224.8657846	46.96957255		[M+H-H20]+ 241.865	90	6	@M222.8687T0.78|+34S|+41K|+37Cl|@M292.8535T0.77|-(HCOONa)
M234.8947T0.77	c18hypersil															M235T1	234.8947088	46.13428964			49	6	@M98.9194T0.79|+2(HCOONa)|@M232.8976T0.77|+34S|+41K|+37Cl
M270.7987T0.81	c18hypersil															M271T1.1	270.7987023	48.33437802			1355	6	@M212.8399T0.8|+(NaCl)|@M272.7957T0.81|-34S|-41K|-37Cl
M272.7957T0.81	c18hypersil															M273T1	272.7956941	48.34468759			1357	6	@M214.8369T0.8|+(NaCl)|@M270.7987T0.81|+34S|+41K|+37Cl|@M274.7928T0.81|-34S|-41K|-37Cl
M274.7928T0.81	c18hypersil															M275T1.1	274.7928125	48.34659231			1360	6	@M216.8341T0.81|+(NaCl)|@M272.7957T0.81|+34S|+41K|+37Cl
M290.8564T0.77	c18hypersil															M291T1	290.8563768	46.38396554			49	6	@M222.8687T0.78|+(HCOONa)|@M232.8976T0.77|+(NaCl)|@M292.8535T0.77|-34S|-41K|-37Cl
M292.8535T0.77	c18hypersil															M293T1.2	292.8534782	46.47702946			49	6	@M224.8658T0.78|+(HCOONa)|@M290.8564T0.77|+34S|+41K|+37Cl
M300.8852T0.76	c18hypersil															M301T1.1	300.8852407	45.81925235			49	6	@M232.8976T0.77|+(HCOONa)|@M368.873T0.76|-(HCOONa)
M368.873T0.76	c18hypersil															M369T1	368.8730498	45.67905447			49	6	@M300.8852T0.76|+(HCOONa)
M98.9848T9.06	c18hypersil															M99T9	98.9847746	543.6867835			1609	7	@M140.0113T9.06|-(CH3CN)|-(C2H3N)
M99.0427T0.64	c18hypersil															M99T1.6	99.04274968	38.63471349	[23][M]2+		14	8	@M99.5432T0.65|-13Cdb
M105.0567T1.03	c18hypersil															M105T1.6	105.0566906	61.54111294	[28][M+1]+		26	9	@M104.0533T1.03|+13C|@M151.0621T1.03|-(HCOOH)|-(H2O-CO)
M150T1.5_L.Methionine.Methionine..	c18hypersil	L-Methionine;Methionine|S-Ethyl-L-cysteine|D-Penicillamine	CHEBI:16643|CHEBI:50868	2	a,b	C00073|C07418	Amino acid metabolism|Metabolism of other amino acids|Miscellaneous	Cysteine and Methionine|Glutathione metabolism|Miscellaneous	Methionine|Others|R-S-Glutathione|Miscellaneous	HMDB00696|HMDB14997	CID6137|CID92185|CID5852	C5H11NO2S	149.0511	FFEARJCKVFRZRR-BYPYZUCNSA-N|ULXKXLZEOGLCRJ-BYPYZUCNSA-N|VVNCNSJFMMFHPL-VKHMYHEASA-N	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-2-9-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1	M150T1.5	150.0589112	61.54111294	[96][M]+	[M+H-NH3]+ 166.07	26	9	@M104.0533T1.03|+(HCOOH)|+(H2O-CO)|@M133.0323T1.03|+(NH3)|+NH3|@M151.0621T1.03|-13C|@M152.0545T1.03|-34S|-41K|-37Cl|@M153.0579T1.03|-13C-37Cl|-13C-34S
M104.1076T0.8	c18hypersil															M104T1.5	104.1075697	48.19998007	[29][M]+		1190	10	@M105.1109T0.8|-13C
M106.0376T4.88	c18hypersil															M106T5	106.0375889	293.0052756	[30][M+1]+		84	11	@M181.0698T4.89|-(C2H5NO2)
M180T5.1_Hippuric.acid.N.benzoylg.	c18hypersil	Hippuric acid;N-benzoylglycine	CHEBI:18089	2	a,b	C01586	Amino acid metabolism	Phenylalanine metabolism	Other	HMDB00714	CID464	C9H9NO3	179.05824	QIAFMBKCNZACKA-UHFFFAOYSA-N	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	M180T5.1	180.0665092	293.1550239	[143][M]+	[M+H]+ 179.059	84	11	@M181.0698T4.89|-13C|@M182.0708T4.88|-18O|-13C2|@M202.0485T4.88|-Na|@M224.0305T4.88|-2Na
M291.057T4.88	c18hypersil															M291T5.4	291.0570478	293.0132006		[3M+2Na-H]+ 82.0396	84	11	@M202.0485T4.88|+(C2H3NO3)
M296.0725T4.89	c18hypersil															M296T5.1	296.0724991	293.1303999		[M+Na]+ 273.082	84	11	@M181.0698T4.89|+(H3PO4)+(NH3)|@M342.0783T4.88|-(HCOOH)|-(H2O-CO)
M342.0783T4.88	c18hypersil															M342T5	342.0783234	293.0932677		[M+Na+HCOOH]+ 273.082	84	11	@M296.0725T4.89|+(HCOOH)|+(H2O-CO)
M190.0178T1.51	c18hypersil															M190T2	190.0177647	90.47823105	[166][M]+		2791	12	@M110T2.1_2.Aminophenol.o.Aminophe.|+(SO3)|@M191.0211T1.5|-13C|@M192.0135T1.5|-34S|-41K|-37Cl|@M211.9999T1.51|-Na
M146T1.5_Spermidine	c18hypersil	Spermidine	CHEBI:16610	2	a,b	C00315	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|beta-Alanine metabolism|Glutathione metabolism	Pustrescine|beta-Alanine|Spermidine	HMDB01257	CID1102	C7H19N3	145.1579	ATHGHQPFGPMSJY-UHFFFAOYSA-N	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	M146T1.5	146.1657364	41.21876101			103	13	@M112.1127T0.63|+2(NH3)
M160.134T5.16	c18hypersil															M160T5.3	160.1340364	309.5571107	[116][M]+		80	14	@M114.1285T5.16|+(HCOOH)|+(H2O-CO)|@M161.1374T5.16|-13C
M118T1.4_Isopentyl.nitrite.Isoamy.	c18hypersil	Isopentyl nitrite;Isoamyl nitrite|L-Valine;Valine|5-Aminopentanoic acid;5-Aminovaleric acid	CHEBI:2691|CHEBI:16414|CHEBI:15887	2	a,b	C07457|C00183|C00431	Amino acid metabolism	Aginine and Proline metabolism|Lysine degradation|Valine, Leucine and Isoleucine biosynthesis|Valine, Leucine and Isoleucine degradation	D-Proline|Others|Valine	HMDB01382|HMDB00883|HMDB03355	CID8053|CID6287|CID138	C5H11NO2	117.079	OWFXIOWLTKNBAP-UHFFFAOYSA-N|KZSNJWFQEVHDMF-BYPYZUCNSA-N|JJMDCOVWQOJGCB-UHFFFAOYSA-N	InChI=1S/C5H11NO2/c1-5(2)3-4-8-6-7/h5H,3-4H2,1-2H3|InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1|InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)	M118T1.4	118.0868904	54.62089554	[50][M]+	[M+H-CO]+ 145.082 [M+H-C6H10O5]+ 279.133	33	15	@M119.0902T0.91|-13C|@M120.091T0.91|-18O|-13C2
M138T5_Salicylamide	c18hypersil	Salicylamide	CHEBI:32114	2	a,b					HMDB15687	CID5147	C7H7NO2	137.04768	SKZKKFZAGNVIMN-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	M138T5	138.0556057	327.4822263	[77][M]+	[M+2Na-H]+ 93.0858	28	16	@M120.0451T5.46|+(H2O)|@M139.059T5.46|-13C
M166.0507T2.27	c18hypersil															M166T2.7	166.0506868	136.2845929		[M+K+HCOOH]+ 81.082 [M+Na+HCOOH]+ 97.0559 [M+H+HCOOH]+ 119.038	3193	17	@M120.0451T2.27|+(HCOOH)|+(H2O-CO)
M121.0845T1.9	c18hypersil															M121T2.1	121.0844603	114.0316217	[53][M+1]+		6	18	@M120.0811T1.9|+13C|@M167.0898T1.9|-(HCOOH)|-(H2O-CO)
M166T2.8_L.Phenylalanine.Phenylal.	c18hypersil	L-Phenylalanine;Phenylalanine	CHEBI:17295	2	a,b	C00079	Amino acid metabolism	Phenylalanine metabolism|Phenylalanine, Tyrosine and Tryptophan biosynthesis	Phenylalanine	HMDB00159	CID6140	C9H11NO2	165.07898	COLNVLDHVKWLRT-QMMMGPOBSA-N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	M166T2.8	166.0866307	114.0648528	[123][M]+	[M+K]+ 127.132 [M+H+NH3]+ 148.054	6	18	@M120.0811T1.9|+(HCOOH)|+(H2O-CO)|@M131.0495T1.9|+(H2O)+(NH3)|@M149.06T1.9|+(NH3)|+NH3|@M167.0898T1.9|-13C
M120.0816T5.97	c18hypersil															M120T6	120.081556	358.0532788			107	19	@M162T6_Tryptophol..3..2.Hydroxy.|-(C2H2O)
M190.0873T5.97	c18hypersil															M190T6.2	190.0872542	358.2081961		[M+H-H20]+ 207.091	107	19	@M162T6_Tryptophol..3..2.Hydroxy.|+(CO)
M121.0725T0.83	c18hypersil															M121T1.2	121.0725296	49.96396271	[54][M]+		1197	20	@M122.0759T0.84|-13C|@M123.0768T0.83|-18O|-13C2
M121.975T0.8	c18hypersil															M122T1	121.9749768	47.90038098			1198	21	@M123.972T0.8|-34S|-41K|-37Cl
M123T1.5_Nicotinamide.Niacinamide.	c18hypersil	Nicotinamide;Niacinamide;Vitamin PP;Vitamin B3	CHEBI:17154	2	a,b	C00153	Metabolism of cofactors and vitamins	Nicotinate and Nicotinamide metabolism	NAD+	HMDB01406	CID936	C6H6N2O	122.04801	DFPAKSUCGFBDDF-UHFFFAOYSA-N	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	M123T1.5	123.055842	58.57972206	[57][M]+		53	22	@M124.0592T0.98|-13C
M126.0666T3.32	c18hypersil															M126T3	126.0666173	198.9276368		[M+2H-H20]2+ 268.124	13	23	@M127.0744T3.32|-13C|@M128.0822T3.32|-(H2)|@M144.0769T3.31|-(H2O)
M127T2_Thymine	c18hypersil	Thymine	CHEBI:17821	2	a,b	C00178	Nucleotide metabolism	Pyrimidine metabolism	Thymidine	HMDB00262	CID1135	C5H6N2O2	126.04293	RWQNBRDOKXIBIV-UHFFFAOYSA-N	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	M127T2	127.0507251	111.4447875		[M+Na+NH3]+ 87.033	6	24	@M243T2.2_Thymidine|-(C5H8O3)
M129.0189T1.05	c18hypersil															M129T1.28	129.0188747	63.19504284		[2M+3H]3+ 192.027	26	25	@M147.0294T1.05|-(H2O)|@M175.0244T1.05|-(HCOOH)|-(H2O-CO)|@M193T1.3_Citric.acid.Isocitric.ac.|-(H2O)-(HCOOH)
M147.0294T1.05	c18hypersil															M147T1	147.0294415	63.16303487		[M+H-HCOOH]+ 192.027	26	25	@M129.0189T1.05|+(H2O)|@M175.0244T1.05|-(CO)|@M193T1.3_Citric.acid.Isocitric.ac.|-(HCOOH)|-(H2O-CO)
M175.0244T1.05	c18hypersil															M175T1.1	175.0244067	63.07255308	[136][M]+	[M+H-H20]+ 192.027	26	25	@M129.0189T1.05|+(HCOOH)|+(H2O-CO)|@M147.0294T1.05|+(CO)|@M176.0277T1.05|-13C|@M193T1.3_Citric.acid.Isocitric.ac.|-(H2O)
M176.0277T1.05	c18hypersil															M176T1	176.0277321	63.25216345	[136][M+1]+		26	25	@M175.0244T1.05|+13C
M194.0384T1.05	c18hypersil															M194T1.3	194.0384003	63.10945778	[174][M+1]+		26	25	@M193T1.3_Citric.acid.Isocitric.ac.|+13C
M215.017T1.05	c18hypersil															M215T1.1	215.0169921	62.99235611	[220][M]+	[M+Na]+ 192.027	26	25	@M193T1.3_Citric.acid.Isocitric.ac.|+Na|@M216.0203T1.05|-13C|@M217.0211T1.05|-18O|-13C2
M130T1.30_L.Pyroglutamic.acid.L.5..	c18hypersil	L-Pyroglutamic acid;L-5-Oxoproline;5-Oxo-L-proline|D-Pyroglutamic acid;5-oxo-D-proline	CHEBI:18183|CHEBI:16010	2	a,b	C01879|C02237	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism|Glutathione metabolism	D-Glutamate|L-Cysteine	HMDB00267	CID7405|CID439685	C5H7NO3	129.0426	ODHCTXKNWHHXJC-VKHMYHEASA-N|ODHCTXKNWHHXJC-GSVOUGTGSA-N	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1|InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m1/s1	M130T1.30	130.0505052	65.4441798	[61][M]+	[M+H]+ 129.043	18	26	@M131.0538T1.09|-13C|@M132.0546T1.09|-18O|-13C2
M189.0744T3.83	c18hypersil															M189T4	189.074422	229.8153215	[160][M+1]+		8	27	@M130.0656T3.83|+(CH3COO.)|@M188.0711T3.83|+13C|@M206.1008T3.83|-(NH3)|-NH3
M204.0902T3.83	c18hypersil															M204T4.10	204.0902004	229.8404262	[197][M]2+	[M+H+Na]2+ 384.182	8	27	@M205T4.5_Tryptophan.L.Tryptophan|-13C|@M206.1008T3.83|-13C2|@M207.1043T3.83|-13C3|@M221.0924T3.83|-(OH.)
M205T4.5_Tryptophan.L.Tryptophan	c18hypersil	Tryptophan|L-Tryptophan	CHEBI:27897|CHEBI:16828	2	a,b	C00806|C00078	Amino acid metabolism	Tryptophan metabolism	Tryptophan	HMDB30396|HMDB00929	CID1148|CID6305	C11H12N2O2	204.0899	QIVBCDIJIAJPQS-UHFFFAOYSA-N|QIVBCDIJIAJPQS-VIFPVBQESA-N	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)|InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1	M205T4.5	205.0977001	229.8407639	[201][M]+	[M+H]+ 204.09	8	27	@M130.0656T3.83|+(C2H5NO2)|@M159.0921T3.83|+(HCOOH)|+(H2O-CO)|@M188.0711T3.83|+(NH3)|+NH3|@M204.0902T3.83|+13C|@M206.1008T3.83|-13C|@M207.1043T3.83|-18O|-13C2|@M208.104T3.84|-13C3|-13C-18O
M221.0924T3.83	c18hypersil															M221T4	221.0923825	229.8353507			8	27	@M130.0656T3.83|+(C2H5NO3)|@M159.0921T3.83|+(H2O)+(CO2)|@M204.0902T3.83|+(OH.)
M189.079T7.4	c18hypersil															M189T7	189.0789778	443.7100434			1874	28	@M190T7_Indole.3.propionic.acid..|-13C|@M191.0902T7.41|-13C2|-(H2)
M190T7_Indole.3.propionic.acid..	c18hypersil	Indole-3-propionic acid;3-Indolepropionic acid|Methyl indole-3-acetate;Indole-3-acetic acid methyl ester;Methyl (indol-3-yl)acetate		2	a,b	C20635	Amino acid metabolism	Tryptophan metabolism	Indole	HMDB02302|HMDB29738	CID3744|CID74706	C11H11NO2	189.079	GOLXRNDWAUTYKT-UHFFFAOYSA-N|KTHADMDGDNYQRX-UHFFFAOYSA-N	InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)|InChI=1S/C11H11NO2/c1-14-11(13)6-8-7-12-10-5-3-2-4-9(8)10/h2-5,7,12H,6H2,1H3	M190T7	190.0868959	444.8253694	[167][M]+		1875	28	@M130.0657T7.41|+(CH3COOH)|+(C2H4O2)|+CH3COOH|@M172.0763T7.41|+(H2O)|@M189.079T7.4|+13C|@M191.0902T7.41|-13C
M132.0532T6.46	c18hypersil															M132T6	132.0531991	387.5476964	[64][M+1]+		510	29	@M131.0499T6.46|+13C
M206T6.1_N.Cinnamoylglycine.Cinna.	c18hypersil	N-Cinnamoylglycine;Cinnamoylglycine|5-Methoxyindoleacetic acid|Indolelactic acid;Indole-3-lactic acid	CHEBI:613590|CHEBI:235589|CHEBI:24813	2	a,b	C05660|C02043	Amino acid metabolism|Lipid metabolism	Tryptophan metabolism|Fatty acids	Hydroxytryptophan|Tryptamine|Acylglycine	HMDB11621|HMDB04096|HMDB00671	CID709625|CID18986|CID92904	C11H11NO3	205.0739	YAADMLWHGMUGQL-VOTSOKGWSA-N|COCNDHOPIHDTHK-UHFFFAOYSA-N|XGILAAMKEQUXLS-UHFFFAOYSA-N	InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+|InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)|InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	M206T6.1	206.0821299	387.6615916			537	29	@M131.0499T6.46|+(C2H5NO2)
M132.0451T5.44	c18hypersil															M132T5	132.0450822	326.6531861		[M+K]+ 93.0858	28	30	@M133.0529T5.44|-13C|@M150.0557T5.45|-(H2O)|@M266.1019T5.46|-(C5H10O4)
M134T5_5.Hydroxyindole	c18hypersil	5-Hydroxyindole		2	a,b		Amino acid metabolism	Tryptophan metabolism	Indole	HMDB59805	CID16504	C8H7NO	133.05276	LMIQERWZRIFWNZ-UHFFFAOYSA-N	InChI=1S/C8H7NO/c10-7-1-2-8-6(5-7)3-4-9-8/h1-5,9-10H	M134T5	134.0607321	326.5692989			28	30	@M133.0529T5.44|+13C|@M266.1019T5.46|-(C5H8O4)
M150.0557T5.45	c18hypersil															M150T5	150.0556885	326.8950039			1040	30	@M132.0451T5.44|+(H2O)|@M133.0529T5.44|+(OH.)
M249.1035T5.44	c18hypersil															M249T5	249.1034588	326.2256855	[295][M+2]+		1068	30	@M247.0878T5.44|+(H2)|@M266.1019T5.46|-(OH.)
M264.0906T5.43	c18hypersil															M264T5.2	264.0905862	326.0701261			1073	30	@M247.0878T5.44|+(OH.)|@M265.0984T5.44|-13C|@M266.1019T5.46|-13C2|-(H2)
M265.0984T5.44	c18hypersil															M265T5.1	265.0983666	326.6920149	[344][M]+		1074	30	@M133.0529T5.44|+(C5H8O4)|@M247.0878T5.44|+(H2O)|@M264.0906T5.43|+13C|@M266.1019T5.46|-13C
M132.0452T4.38	c18hypersil															M132T4	132.0451956	262.7254969		[M+H-H20]+ 149.05	4373	31	@M150.056T4.37|-(H2O)
M133T1.11_Ornithine.L.Ornithine	c18hypersil	Ornithine;L-Ornithine	CHEBI:15729	2	a,b	C00077	Amino acid metabolism|Metabolism of other amino acids	Aginine and Proline metabolism|Aginine biosynthesis|Glutathione metabolism	L-Proline|Urea cylcle|Spermidine	HMDB00214	CID6262	C5H12N2O2	132.08988	AHLPHDHHMVZTML-BYPYZUCNSA-N	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	M133T1.11	133.0977657	41.9738968	[72][M]+	[M+H]+ 132.094	49	32	@M155.0797T0.73|-Na|@M177T1.5_Allantoic.acid|-2Na
M245.0494T0.72	c18hypersil															M245T1.3	245.0493597	43.37709253			49	32	@M177T1.5_Allantoic.acid|+(HCOONa)|@M381.0248T0.72|-2(HCOONa)
M381.0248T0.72	c18hypersil															M381T1.4	381.0247856	43.37012858			49	32	@M245.0494T0.72|+2(HCOONa)|@M517.0001T0.72|-2(HCOONa)
M517.0001T0.72	c18hypersil															M517T1	517.0001155	43.36213582		[M+H-CO]+ 543.987 [M+H-CO]+ 543.987	49	32	@M381.0248T0.72|+2(HCOONa)|@M652.9751T0.72|-2(HCOONa)
